sample_key,user_id,target_group,history_length,competitive_steps,full_legal_ce,best_removal_improvement,oldest_removal_improvement,most_recent_removal_improvement,oracle_advantage_over_oldest,has_harmful_passage
A1MR1VMK999I6O:5:B006ROJP7M,A1MR1VMK999I6O,head,5,4,0.6231435863301158,0.05489273520652205,-0.04637449735309929,-0.3211882682517171,0.10126723255962133,1
A1MRRMHGV3PN5W:11:B007XVYN7U,A1MRRMHGV3PN5W,head,11,4,1.370817955583334,0.14019319182261825,0.0020217647834215313,-0.01240828464506194,0.13817142703919671,1
A1MV4UAKFMA51Y:6:B004Z7H2EG,A1MV4UAKFMA51Y,tail,6,3,4.138104359308879,0.2794181108474736,0.2794181108474736,-0.4249214331308995,0.0,1
A1MZEMD0EDETS6:20:B00BFRNQOY,A1MZEMD0EDETS6,head,20,4,0.9038781889248639,0.029097187565639615,-0.028222719440236688,-0.12394354562275112,0.0573199070058763,0
A1NC9AGZOBI0M1:9:B004O0TOJA,A1NC9AGZOBI0M1,head,9,5,1.3321641929447652,0.2105523237958551,0.00584544651210317,-0.06873055258765803,0.20470687728375192,1
A1NIGUK4M2ST8:10:B004OS8J98,A1NIGUK4M2ST8,head,10,3,1.3730928496903896,0.07130904985873121,0.015608548887636742,0.06948212957649957,0.05570050097109447,1
A1NQKWS81ENDTV:16:B002MUM9DC,A1NQKWS81ENDTV,tail,16,3,3.12592898743848,0.053120977866152774,-0.0004288976391157995,-0.07746377773582935,0.053549875505268574,1
A1NUGB2XQNO2ZF:9:B00C5IN4T4,A1NUGB2XQNO2ZF,tail,9,4,2.323688942939043,0.013055067509412766,-0.013911936432123184,-0.35270725935697556,0.02696700394153595,0
A1NWQUWPMC20MC:9:B009T45XY6,A1NWQUWPMC20MC,head,9,4,1.2096503674983978,0.13152353465557098,-0.019260212779045105,0.13152353465557098,0.1507837474346161,1
A1O24AL52RTN5M:7:B008L0HMIY,A1O24AL52RTN5M,head,7,4,1.0359301883727312,0.017269741743803024,-0.3859035801142454,-0.05344779975712299,0.40317332185804844,0
A1OIQJ6NXBE826:10:B000A7S5AK,A1OIQJ6NXBE826,tail,10,4,0.13964042416773736,0.018517642572987825,-0.022136087995022535,-0.7282041216967627,0.04065373056801036,0
A1P38D02SFEAOL:14:B001SOZDFO,A1P38D02SFEAOL,head,14,4,2.152315533719957,0.045197296887636185,-0.0031535811722278595,0.004422236233949661,0.048350878059864044,0
A1PA2K3GMGIE5V:8:B000O7ISY4,A1PA2K3GMGIE5V,head,8,5,0.37749216705560684,0.03280272036790849,0.012577870488166831,-0.017040550708770752,0.020224849879741658,0
A1PI8VBCXXSGC7:10:B006OJM52C,A1PI8VBCXXSGC7,head,10,3,1.2512171566486359,0.09865421056747437,0.09865421056747437,-0.3549695163965225,0.0,1
A1PSOVIQK992SV:12:B0028SZ9X0,A1PSOVIQK992SV,tail,12,4,1.764006667304784,0.04791257344186306,0.006207190919667482,-0.37888224772177637,0.04170538252219558,0
A1PZO13IAKZRQ5:6:B002BHDXY0,A1PZO13IAKZRQ5,tail,6,3,2.522806629538536,0.06059792637825012,-0.03426484763622284,-0.1990588754415512,0.09486277401447296,1
A1Q48I7K1Y6K5T:8:B00A92GJIQ,A1Q48I7K1Y6K5T,tail,8,3,0.9783636525971815,0.04622348820945865,0.01577082320970169,-0.5015910943911877,0.030452664999756962,0
