arm,sample_key,target_group,graph_covered,baseline_rank,candidate_rank,baseline_Recall@5,baseline_NDCG@5,baseline_Recall@10,baseline_NDCG@10,baseline_Recall@50,baseline_MRR,candidate_Recall@5,candidate_NDCG@5,candidate_Recall@10,candidate_NDCG@10,candidate_Recall@50,candidate_MRR,target_in_baseline_beam50,target_in_candidate_beam50,new_hit_at10_outside_A_beam,changed,broad_harm
B,A19FRW264WZTGP:19:B0057QY0Z8,head,1,6,8,0.0,0.0,1.0,0.3562071871080222,1.0,0.16666666666666666,0.0,0.0,1.0,0.31546487678572877,1.0,0.125,1,1,0,1,0
B,A19GJX6TTSK0C0:13:B00D9LWJTC,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0
B,A19XNAQ2TG01QW:15:B008DBZC92,tail,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,0.6309297535714575,1.0,0.5,1,1,0,1,0
B,A19XNAQ2TG01QW:21:B00BSWSAXS,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0
B,A1AA62JAHGF2TR:4:B0027YN5H2,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1B0N7WV5RR9VS:5:B000GYSZES,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1BYJHK7RB7N7C:20:B004N0YB8K,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1BYJHK7RB7N7C:2:B000ULIYLQ,tail,1,2,2,1.0,0.6309297535714575,1.0,0.6309297535714575,1.0,0.5,1.0,0.6309297535714575,1.0,0.6309297535714575,1.0,0.5,1,1,0,1,0
B,A1BYJHK7RB7N7C:7:B001GWIB52,tail,1,2,2,1.0,0.6309297535714575,1.0,0.6309297535714575,1.0,0.5,1.0,0.6309297535714575,1.0,0.6309297535714575,1.0,0.5,1,1,0,1,0
B,A1C8F8ZGRIYD8E:3:B001QBTAOY,head,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1CJNB6J9U2K6C:2:B004LOKRDG,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0
B,A1DD9MSMEKYOVW:24:B000067PWG,head,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1DD9MSMEKYOVW:30:B0085UA9SK,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1DD9MSMEKYOVW:56:B00ADKNOJ6,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1E11XUBLN0IBQ:1:B004LKWOL8,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1E1LEVQ9VQNK:5:B009Q3J99A,head,1,2,2,1.0,0.6309297535714575,1.0,0.6309297535714575,1.0,0.5,1.0,0.6309297535714575,1.0,0.6309297535714575,1.0,0.5,1,1,0,1,0
B,A1H4IG6PK1O1MO:4:B0009XBY3A,head,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1HVR12V7N8QUG:2:B00ABVYGEE,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1HVR12V7N8QUG:8:B00ATX7JPM,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0
B,A1K2WB6SWWN78K:6:B003B7Q5YY,tail,1,17,16,0.0,0.0,0.0,0.0,1.0,0.058823529411764705,0.0,0.0,0.0,0.0,1.0,0.0625,1,1,0,1,0
B,A1K8J6UTV9YAW7:11:B0037BMCFK,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1M6YL1SSVVWZY:4:B00008MIGQ,head,1,13,14,0.0,0.0,0.0,0.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.0,1.0,0.07142857142857142,1,1,0,1,0
B,A1M8AYAL3L8ACP:100:B001JQLJGS,tail,1,15,20,0.0,0.0,0.0,0.0,1.0,0.06666666666666667,0.0,0.0,0.0,0.0,1.0,0.05,1,1,0,1,0
B,A1M8AYAL3L8ACP:28:B00021Z1XS,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1M8AYAL3L8ACP:38:B00000IZOX,head,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1M8AYAL3L8ACP:75:B00064MUJE,tail,1,47,,0.0,0.0,0.0,0.0,1.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0
B,A1M8AYAL3L8ACP:85:B00000IWDO,head,1,50,,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0
B,A1M8AYAL3L8ACP:87:B000W3TD44,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1NIX2WA2ZKLV7:17:B001USHRCK,head,1,25,29,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,1.0,0.034482758620689655,1,1,0,1,0
B,A1NK9YVOB13K25:2:B00BSWRWR8,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0
B,A1Q9UVHD2PGCVU:10:B008RWVE8A,head,1,33,28,0.0,0.0,0.0,0.0,1.0,0.030303030303030304,0.0,0.0,0.0,0.0,1.0,0.03571428571428571,1,1,0,1,0
B,A1Q9UVHD2PGCVU:14:B004QF0L4U,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1Q9UVHD2PGCVU:34:B00A852QVI,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1Q9UVHD2PGCVU:41:B000GZCBFG,head,1,27,30,0.0,0.0,0.0,0.0,1.0,0.037037037037037035,0.0,0.0,0.0,0.0,1.0,0.03333333333333333,1,1,0,1,0
B,A1QP17D4X705C:1:B004PBN8RC,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1SN0GF90DLUHI:14:B0032VUUXQ,tail,1,14,17,0.0,0.0,0.0,0.0,1.0,0.07142857142857142,0.0,0.0,0.0,0.0,1.0,0.058823529411764705,1,1,0,1,0
B,A1SN0GF90DLUHI:16:B000NIEC9E,tail,1,3,3,1.0,0.5,1.0,0.5,1.0,0.3333333333333333,1.0,0.5,1.0,0.5,1.0,0.3333333333333333,1,1,0,1,0
B,A1U18GUY30RD60:1:B00C6PXVEY,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0
B,A1V0GLV2R0YNU7:2:B001W09LO8,head,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1VMMMFNAMF87S:1:B0009HLSZK,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1WQZ0DF76GZRR:1:B001IABZKU,head,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1WUQF5HWBAQJU:5:B00FQVVNT0,tail,1,19,20,0.0,0.0,0.0,0.0,1.0,0.05263157894736842,0.0,0.0,0.0,0.0,1.0,0.05,1,1,0,1,0
B,A1X0A4DC5S8D6X:7:B006OG76Q0,head,1,12,19,0.0,0.0,0.0,0.0,1.0,0.08333333333333333,0.0,0.0,0.0,0.0,1.0,0.05263157894736842,1,1,0,1,0
B,A1XJOSJN6FHFO0:16:0963679600,head,1,15,15,0.0,0.0,0.0,0.0,1.0,0.06666666666666667,0.0,0.0,0.0,0.0,1.0,0.06666666666666667,1,1,0,1,0
B,A1XJOSJN6FHFO0:8:B00005MNV6,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A1YPPPXDRR030H:8:B007RKZJ1G,head,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A20361V1Y2GZ5X:4:B002WBBZYK,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0
B,A209G0ZKVI5HTP:2:B006O6F932,head,1,4,4,1.0,0.43067655807339306,1.0,0.43067655807339306,1.0,0.25,1.0,0.43067655807339306,1.0,0.43067655807339306,1.0,0.25,1,1,0,1,0
B,A2396VHYAAC6F2:2:B001EGRNWM,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2474M8ZFQO1JT:5:B003AH6MP2,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A24D3WAE2W0PNG:20:B00804BDE0,head,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A24I784Z5HY4YP:4:B000TQ4UU6,tail,1,32,36,0.0,0.0,0.0,0.0,1.0,0.03125,0.0,0.0,0.0,0.0,1.0,0.027777777777777776,1,1,0,1,0
B,A24RCBRDXRXR0Y:35:B009Q3J99A,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0
B,A24RCBRDXRXR0Y:41:B00BE04NU8,tail,1,22,19,0.0,0.0,0.0,0.0,1.0,0.045454545454545456,0.0,0.0,0.0,0.0,1.0,0.05263157894736842,1,1,0,1,0
B,A24RCBRDXRXR0Y:52:B00EAHXN6M,tail,1,9,10,0.0,0.0,1.0,0.3010299956639812,1.0,0.1111111111111111,0.0,0.0,1.0,0.2890648263178879,1.0,0.1,1,1,0,1,0
B,A24RCBRDXRXR0Y:54:B00416LP4E,head,1,3,3,1.0,0.5,1.0,0.5,1.0,0.3333333333333333,1.0,0.5,1.0,0.5,1.0,0.3333333333333333,1,1,0,1,0
B,A25FY0JD54B09P:1:B000EM98KM,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A26Y7EG7D26O23:1:B000N5QNSK,head,1,4,6,1.0,0.43067655807339306,1.0,0.43067655807339306,1.0,0.25,0.0,0.0,1.0,0.3562071871080222,1.0,0.16666666666666666,1,1,0,1,0
B,A26Y7EG7D26O23:3:B000GUEXBG,head,1,5,5,1.0,0.38685280723454163,1.0,0.38685280723454163,1.0,0.2,1.0,0.38685280723454163,1.0,0.38685280723454163,1.0,0.2,1,1,0,1,0
B,A275L12XC23G9I:1:B004ADM9PC,tail,1,17,18,0.0,0.0,0.0,0.0,1.0,0.058823529411764705,0.0,0.0,0.0,0.0,1.0,0.05555555555555555,1,1,0,1,0
B,A275L12XC23G9I:2:B005OS745W,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2BUPFYUOFL8WH:14:B000058TJ3,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2BUPFYUOFL8WH:51:B0077NGTDU,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2BUPFYUOFL8WH:59:B004OFBYVG,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2BUPFYUOFL8WH:7:B00000K3SP,head,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2CFBAUQ1S6POD:1:B000VO3GME,head,1,5,5,1.0,0.38685280723454163,1.0,0.38685280723454163,1.0,0.2,1.0,0.38685280723454163,1.0,0.38685280723454163,1.0,0.2,1,1,0,1,0
B,A2CL7ICGA3QSYD:2:B000NRRXS2,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2CL9VARDYEKD5:2:B00297OCZ6,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0
B,A2D4HV3HGEEA74:1:B00005UNAV,head,1,2,2,1.0,0.6309297535714575,1.0,0.6309297535714575,1.0,0.5,1.0,0.6309297535714575,1.0,0.6309297535714575,1.0,0.5,1,1,0,1,0
B,A2DBXBDD6EL1II:5:B004Z24R8K,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0
B,A2DHBOLCVKTKNU:1:B004ASNPN2,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2DHBOLCVKTKNU:2:B004EIOLFO,head,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2E0TJ49NACDBA:4:B00840L9O4,head,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2EN0MIKPS4W4U:2:B000XQAZJC,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2FNPYE0QBA58Y:2:B000EUHKUE,head,1,4,4,1.0,0.43067655807339306,1.0,0.43067655807339306,1.0,0.25,1.0,0.43067655807339306,1.0,0.43067655807339306,1.0,0.25,1,1,0,1,0
B,A2FPD5HJHBB7S4:10:B0007DI63S,tail,1,11,13,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.07692307692307693,1,1,0,1,0
B,A2HFA5XA46VRQZ:11:B000OSHG6E,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2HFA5XA46VRQZ:3:B003JNYXNK,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2I21JWEDYT9E1:2:B00092A7HK,tail,1,32,32,0.0,0.0,0.0,0.0,1.0,0.03125,0.0,0.0,0.0,0.0,1.0,0.03125,1,1,0,1,0
B,A2I21JWEDYT9E1:5:B0084BPZES,head,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2IFOOAY7TJFAV:8:B00BPDY38Q,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2JCKEZPNEV98D:6:B005TC8HWC,tail,1,6,7,0.0,0.0,1.0,0.3562071871080222,1.0,0.16666666666666666,0.0,0.0,1.0,0.3333333333333333,1.0,0.14285714285714285,1,1,0,1,0
B,A2JP0URFHXP6DO:14:B00CU26O5G,tail,1,10,10,0.0,0.0,1.0,0.2890648263178879,1.0,0.1,0.0,0.0,1.0,0.2890648263178879,1.0,0.1,1,1,0,1,0
B,A2LO1YE4Q0N4F:6:B005GOPU2S,head,1,2,1,1.0,0.6309297535714575,1.0,0.6309297535714575,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0
B,A2M4JAYE4B7UQ4:5:B008KCQRPW,head,1,3,6,1.0,0.5,1.0,0.5,1.0,0.3333333333333333,0.0,0.0,1.0,0.3562071871080222,1.0,0.16666666666666666,1,1,0,1,0
B,A2MSO4FXVV279K:4:B007RDFNEG,head,1,31,29,0.0,0.0,0.0,0.0,1.0,0.03225806451612903,0.0,0.0,0.0,0.0,1.0,0.034482758620689655,1,1,0,1,0
B,A2MX9AIQC30AIL:2:B001FQLY9O,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2N1TPTH0GNYLI:4:B004VPQEAU,head,1,,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02040816326530612,0,1,0,1,0
B,A2NCRZ7MC2O6EF:1:B00006JZCG,head,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2NOW4U7W3F7RI:20:1886978034,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2O277IJ67ZGAO:2:B00008BFZH,head,1,11,9,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,1.0,0.3010299956639812,1.0,0.1111111111111111,1,1,0,1,0
B,A2OG83SEU9HL6D:1:B001RTSA28,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2OKG8UA0G4OXS:5:B007RM5DS8,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2PMR2PIGWKCQ9:2:B0014411SG,head,1,7,8,0.0,0.0,1.0,0.3333333333333333,1.0,0.14285714285714285,0.0,0.0,1.0,0.31546487678572877,1.0,0.125,1,1,0,1,0
B,A2Q70QSXBK1KOW:2:B0071BYCAA,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2Q9EK9WKGFGCG:3:B0051938VI,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2Q9EK9WKGFGCG:6:B0033VHDK8,head,1,14,11,0.0,0.0,0.0,0.0,1.0,0.07142857142857142,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,1,1,0,1,0
B,A2QDOJFFLFGF18:16:B003DTMQAW,tail,1,50,50,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,1.0,0.02,1,1,0,1,0
B,A2QDOJFFLFGF18:23:B000OV7AAI,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2QDOJFFLFGF18:28:B005F22F7O,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2QDOJFFLFGF18:33:B00859GIQ8,head,1,2,3,1.0,0.6309297535714575,1.0,0.6309297535714575,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.3333333333333333,1,1,0,1,0
B,A2QDOJFFLFGF18:51:B00CKH9QRE,head,1,3,3,1.0,0.5,1.0,0.5,1.0,0.3333333333333333,1.0,0.5,1.0,0.5,1.0,0.3333333333333333,1,1,0,1,0
B,A2QDOJFFLFGF18:53:B00ARQW0NM,head,1,10,11,0.0,0.0,1.0,0.2890648263178879,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,1,1,0,1,1
B,A2QDOJFFLFGF18:70:B00BFRNQL2,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0
B,A2QEPZKATEOCUG:3:B000ZZV22U,head,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2QEPZKATEOCUG:4:B001E3CEBA,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2QX49LS3Y3ANI:36:B00ATWUE2S,head,1,16,16,0.0,0.0,0.0,0.0,1.0,0.0625,0.0,0.0,0.0,0.0,1.0,0.0625,1,1,0,1,0
B,A2QX49LS3Y3ANI:5:B00421AGOS,head,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2QXG8LOXOT32O:9:B0060LCZH4,tail,1,45,40,0.0,0.0,0.0,0.0,1.0,0.022222222222222223,0.0,0.0,0.0,0.0,1.0,0.025,1,1,0,1,0
B,A2RJ4RQX1JP3GK:1:B004EMQF4U,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2S5CZTWD8IA7M:3:B002ACUC0O,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0
B,A2STYNTQ4NQTJ3:5:B007J3FBKU,head,1,21,18,0.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.05555555555555555,1,1,0,1,0
B,A2STYNTQ4NQTJ3:7:B002ZZGSRM,tail,1,6,6,0.0,0.0,1.0,0.3562071871080222,1.0,0.16666666666666666,0.0,0.0,1.0,0.3562071871080222,1.0,0.16666666666666666,1,1,0,1,0
B,A2TBCABPJGYNHH:2:B000ASBJ0C,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0
B,A2TGM6A2SA726Q:11:0786955570,head,1,23,19,0.0,0.0,0.0,0.0,1.0,0.043478260869565216,0.0,0.0,0.0,0.0,1.0,0.05263157894736842,1,1,0,1,0
B,A2TGM6A2SA726Q:12:1589942108,head,1,25,25,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,1.0,0.04,1,1,0,1,0
B,A2TV4LKQ8CQS3N:2:B002RL7VSY,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2UXF5DEG7I162:1:B002IUFSPM,head,1,6,7,0.0,0.0,1.0,0.3562071871080222,1.0,0.16666666666666666,0.0,0.0,1.0,0.3333333333333333,1.0,0.14285714285714285,1,1,0,1,0
B,A2V65NBADV4HY4:1:B00008PW0J,head,1,6,5,0.0,0.0,1.0,0.3562071871080222,1.0,0.16666666666666666,1.0,0.38685280723454163,1.0,0.38685280723454163,1.0,0.2,1,1,0,1,0
B,A2V98TS4QDDCG9:14:B00C6Q7MJI,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0
B,A2V98TS4QDDCG9:5:B007J3FBL4,head,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2VJJ2POCLMED7:10:B000F4ABNC,head,1,27,37,0.0,0.0,0.0,0.0,1.0,0.037037037037037035,0.0,0.0,0.0,0.0,1.0,0.02702702702702703,1,1,0,1,0
B,A2WBJES4BDCUFB:2:B001KW063S,head,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2X7NBUETXC19E:17:B002I44FDE,tail,1,2,2,1.0,0.6309297535714575,1.0,0.6309297535714575,1.0,0.5,1.0,0.6309297535714575,1.0,0.6309297535714575,1.0,0.5,1,1,0,1,0
B,A2X7NBUETXC19E:32:B004478GIS,head,1,15,17,0.0,0.0,0.0,0.0,1.0,0.06666666666666667,0.0,0.0,0.0,0.0,1.0,0.058823529411764705,1,1,0,1,0
B,A2X7NBUETXC19E:52:B005JUZ8X0,tail,1,10,11,0.0,0.0,1.0,0.2890648263178879,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,1,1,0,1,1
B,A2X7NBUETXC19E:59:B006XKQHD0,tail,1,2,3,1.0,0.6309297535714575,1.0,0.6309297535714575,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.3333333333333333,1,1,0,1,0
B,A2X7NBUETXC19E:89:B00EYH7SPA,tail,1,12,11,0.0,0.0,0.0,0.0,1.0,0.08333333333333333,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,1,1,0,1,0
B,A2X7NBUETXC19E:95:B00C9X59S4,tail,1,16,17,0.0,0.0,0.0,0.0,1.0,0.0625,0.0,0.0,0.0,0.0,1.0,0.058823529411764705,1,1,0,1,0
B,A2XC7BWUEMSQMC:2:B0009XBY3A,head,1,2,2,1.0,0.6309297535714575,1.0,0.6309297535714575,1.0,0.5,1.0,0.6309297535714575,1.0,0.6309297535714575,1.0,0.5,1,1,0,1,0
B,A2Y0R9XM45HH62:3:B000BNCA4K,head,1,29,27,0.0,0.0,0.0,0.0,1.0,0.034482758620689655,0.0,0.0,0.0,0.0,1.0,0.037037037037037035,1,1,0,1,0
B,A2ZE78QPHE5LGI:1:B001DZMITW,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A2ZE78QPHE5LGI:5:B001R674GE,head,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A30638B9S2GOM8:3:B0036RNWGI,head,1,7,7,0.0,0.0,1.0,0.3333333333333333,1.0,0.14285714285714285,0.0,0.0,1.0,0.3333333333333333,1.0,0.14285714285714285,1,1,0,1,0
B,A34GL6AZ7S3CMU:2:B004ZWVYHM,tail,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A34SPFZIHHN907:3:B002L3TS52,tail,1,30,32,0.0,0.0,0.0,0.0,1.0,0.03333333333333333,0.0,0.0,0.0,0.0,1.0,0.03125,1,1,0,1,0
B,A36KTEYBV3P467:2:B002RL7VNO,head,1,12,12,0.0,0.0,0.0,0.0,1.0,0.08333333333333333,0.0,0.0,0.0,0.0,1.0,0.08333333333333333,1,1,0,1,0
B,A375ZZTRRLXR7G:2:B0083TXX9U,head,1,5,5,1.0,0.38685280723454163,1.0,0.38685280723454163,1.0,0.2,1.0,0.38685280723454163,1.0,0.38685280723454163,1.0,0.2,1,1,0,1,0
B,A398B342YBT08B:1:B007G3VBOI,head,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
B,A39DIW9IN23IH8:2:B000BKHYQC,tail,1,26,31,0.0,0.0,0.0,0.0,1.0,0.038461538461538464,0.0,0.0,0.0,0.0,1.0,0.03225806451612903,1,1,0,1,0
