feature	calibration_target_z_mean	validation_target_z_mean	target_z_shift	calibration_logit_contribution_mean	validation_logit_contribution_mean	logit_contribution_shift
cf_pop_adjusted	3.448790002902089	0.7267769408623063	-2.7220130620397827	2.8596989479501467	0.6026354899629904	-2.2570634579871562
item_anchor_z	3.298934240806975	0.8009088149635883	-2.4980254258433865	2.7050696205382807	0.6567315217684823	-2.0483380987697983
item_raw	2.6328223202211274	1.0499033325385179	-1.5829189876826095	0.6391820477152284	0.2548897268307301	-0.3842923208844983
popularity_anchor_z	-0.6944639134748292	0.053896706734281145	0.7483606202091103	0.19197853182122268	-0.014899277598275557	-0.20687780941949824
seq_raw	0.5323092223659903	0.3830642190347343	-0.149245003331256	0.023759105411358516	0.017097699564386632	-0.006661405846971884
seq_anchor_z	0.281749613524919	0.12489346925937347	-0.15685614426554553	-0.022181074958890632	-0.009832387590029657	0.012348687368860975
beam200_rank_fraction	-0.3672284081140451	-0.4904683749073188	-0.1232399667932737	0.043400371794140975	0.057965313559388644	0.014564941765247669
reliability	0.3042017783605882	0.4697209509454556	0.16551917258486737	0.029593506955477907	0.045695624476135496	0.01610211752065759
popularity_log1p	-0.3343552116369669	0.4373087069376721	0.771663918574639	-0.03451727449193272	0.04514571374909263	0.07966298824102536
