item,path,parent,train_freq,beam_count,lp0,lp_last,lp_last_parent_centered,exposure_amplification
0439893577,740 10224 4226 2916 953,740 10224 4226 2916,15,19,-21.554279327392578,-22.77593994140625,0.0,-1.7511539123814828
048645195X,5364 484 6428 15308 624,5364 484 6428 15308,9,30,-19.10977554321289,-13.733407974243164,0.0,-0.8142934690191108
0545496470,11109 5449 9791 4586 15308,11109 5449 9791 4586,5,0,-22.345882415771484,-18.623266220092773,0.0,-4.3786236268243535
0615444172,11109 19239 22385 3797 28956,11109 19239 22385 3797,5,15,-23.908266067504883,-23.292264938354492,0.0,-0.9446364223392063
0670010936,3127 303 265 195 2576,3127 303 265 195,7,0,-19.19474983215332,-17.889421463012695,0.0,-4.688778555128193
0735308365,740 4923 703 8057 2190,740 4923 703 8057,8,6,-20.682741165161133,-21.551910400390625,0.0,-2.2489923406206636
0735321396,740 10224 9632 7567 21468,740 10224 9632 7567,6,1,-21.69144630432129,-27.57550621032715,0.0,-3.4470654228194118
073533305X,9062 1501 17401 20158 6310,9062 1501 17401 20158,6,46,-22.91689682006836,-18.830902099609375,0.0,-0.01307821833426459
0735333483,740 10224 13754 3797 12010,740 10224 13754 3797,5,3,-20.934032440185547,-23.709943771362305,0.0,-2.43271347776904
073533417X,9062 1501 25174 6310 10630,9062 1501 25174 6310,70,347,-23.16679573059082,-19.98651123046875,0.0,-0.38557639883935924
074242720X,740 5487 6701 2769 28358,740 5487 6701 2769,5,0,-20.93463134765625,-22.70586395263672,0.0,-4.3786236268243535
0786950072,467 1476 6715 18917 29077,467 1476 6715 18917,11,67,-24.437992095947266,-24.719356536865234,0.0,-0.21094779151670373
0786955570,467 1476 8646 25226 858,467 1476 8646 25226,17,101,-25.286026000976562,-18.030183792114258,0.0,-0.2228704364736096
0786955708,467 1476 8646 5651 13101,467 1476 8646 5651,8,14,-24.766143798828125,-19.587491989135742,0.0,-1.4466458680957253
0786958731,467 1476 8646 13266 18770,467 1476 8646 13266,14,130,-28.53363037109375,-32.583560943603516,0.0,0.21649622331023544
0786959916,467 1476 3119 25221 4596,467 1476 3119 25221,33,368,-23.08176040649414,-15.64358139038086,0.0,0.417166918772387
0786962984,467 1476 8646 25512 30008,467 1476 8646 25512,8,34,-24.98491859436035,-21.607210159301758,0.0,-0.5798351934849411
0786964502,467 1476 8646 25221 1493,467 1476 8646 25221,8,39,-25.320636749267578,-21.061676025390625,0.0,-0.44449384561517746
0867343125,9062 1501 6079 7507 381,9062 1501 6079 7507,3,3,-22.869861602783203,-18.604551315307617,0.0,-1.9807283540259828
0911121013,740 10224 22734 15979 1810,740 10224 22734 15979,9,6,-20.433345794677734,-15.541292190551758,0.0,-2.3602179757308868
0913866687,467 895 2190 25027 2666,467 895 2190 25027,8,10,-21.616600036621094,-18.750322341918945,0.0,-1.7694192603587773
0963679600,11109 484 1092 13029 5921,11109 484 1092 13029,23,60,-21.726852416992188,-20.040393829345703,0.0,-1.0350854101393008
096625757X,467 895 2190 1066 133,467 895 2190 1066,3,0,-18.51128578186035,-10.026046752929688,0.0,-3.9266385030812962
0974665207,11109 8511 2248 26960 11064,11109 8511 2248 26960,6,1,-22.566936492919922,-18.67852210998535,0.0,-3.4470654228194118
0975277324,467 4142 20735 4230 4307,467 4142 20735 4230,144,1026,-21.656574249267578,-18.737998962402344,0.0,-0.02009762511948132
0975277383,467 1476 3171 31576 11904,467 1476 3171 31576,25,257,-24.810476303100586,-20.891387939453125,0.0,0.3316129139134265
0975855603,467 2634 28514 12287 29099,467 2634 28514 12287,7,0,-25.8470516204834,-30.17818832397461,0.0,-4.688778555128193
0976142503,2100 1073 8948 22197 25965,2100 1073 8948 22197,18,146,-22.132455825805664,-23.300430297851562,0.0,0.0885263423468583
0976990709,2100 1088 10386 23997 4387,2100 1088 10386 23997,98,1779,-20.579448699951172,-17.43354034423828,0.0,0.9133028027462204
0976990768,14295 10386 29670 11028 4651,14295 10386 29670 11028,10,37,-23.214658737182617,-19.918710708618164,0.0,-0.707762678213097
0979658500,467 20480 24173 706 3596,467 20480 24173 706,15,73,-22.77349853515625,-19.839784622192383,0.0,-0.42428297173239393
0979658527,467 20480 18560 11304 1710,467 20480 18560 11304,5,22,-23.698041915893555,-17.612878799438477,0.0,-0.5719611370540338
0979712386,467 1476 5875 21365 176,467 1476 5875 21365,5,7,-22.577503204345703,-18.06464958190918,0.0,-1.670573425722143
0979959330,467 1476 22377 14951 20781,467 1476 22377 14951,37,150,-24.949636459350586,-23.81222152709961,0.0,-0.5911062028134175
0980223644,467 1476 959 497 8479,467 1476 959 497,10,1,-23.050098419189453,-21.897951126098633,2.3819150924682617,-3.926638503081298
0981924840,467 1476 1355 11971 929,467 1476 1355 11971,9,14,-20.421955108642578,-13.422663688659668,0.0,-1.5578715032059485
0984155848,467 1476 6715 8391 2687,467 1476 6715 8391,6,27,-21.289846420288086,-14.93800163269043,0.0,-0.5383445262550506
0984155856,467 1476 6715 21039 3303,467 1476 6715 21039,8,80,-22.276752471923828,-16.711118698120117,0.0,0.2674626669022633
0984155872,467 20225 1865 11683 12572,467 20225 1865 11683,6,21,-21.790645599365234,-22.426982879638672,0.0,-0.7844775957939589
0984608028,467 1476 19910 28577 31090,467 1476 19910 28577,4,3,-25.96018409729004,-27.524194717407227,0.0,-2.2320427823068894
0992251656,467 1476 19910 7713 15620,467 1476 19910 7713,7,51,-25.907760620117188,-24.91983985900879,0.0,-0.054049566898557444
1223062341,2341 10224 5168 10807 1111,2341 10224 5168 10807,17,25,-22.984365463256836,-18.5589656829834,0.0,-1.6042507827910715
1223063097,467 895 7782 27324 6145,467 895 7782 27324,11,37,-26.302349090576172,-24.413604736328125,0.0,-0.7987344564188223
1223063119,467 1448 12247 1962 24989,467 1448 12247 1962,7,9,-25.18552589416504,-24.013259887695312,0.0,-1.744339575961753
1223063151,467 1448 14667 7310 6428,467 1448 14667 7310,5,2,-22.190820693969727,-12.201862335205078,3.3797607421875,-2.769185714390252
1223069192,3127 1394 703 969 26314,3127 1394 703 969,18,17,-23.256175994873047,-21.222909927368164,0.0,-2.0362982051807954
1556344732,467 13844 27892 13721 12066,467 13844 27892 13721,33,246,-24.005985260009766,-21.837194442749023,0.0,0.015088200625740456
1556345542,467 13844 14884 11579 17548,467 13844 14884 11579,5,7,-22.13388442993164,-17.842363357543945,0.0,-1.670573425722143
1556346638,467 13844 2917 15760 524,467 13844 2917 15760,9,37,-21.24266242980957,-19.11220359802246,0.0,-0.6076792196561129
1556347677,467 13844 15759 2917 13118,467 13844 15759 2917,4,0,-22.00042152404785,-20.939992904663086,0.0,-4.177952931362203
155634774X,467 1476 20791 4182 31666,467 1476 20791 4182,6,32,-24.702375411987305,-24.29267692565918,0.0,-0.3712904415918832
1556347782,467 13844 8646 20138 2917 536,467 13844 8646 20138 2917,4,37,-20.25470542907715,-10.991026878356934,-0.08134031295776367,0.13953518217410732
1564518531,740 459 6310 158 2047,740 459 6310 158,11,30,-23.11691665649414,-28.072431564331055,0.0,-1.0053487057818202
1570545340,11109 5449 22464 1040 15308,11109 5449 22464 1040,7,1,-22.314241409301758,-18.235864639282227,0.0,-3.590166266460084
1579822460,740 2056 15294 21622 26141,740 2056 15294 21622,6,0,-21.137041091918945,-19.306825637817383,0.0,-4.545677711487521
1579822630,3127 303 4024 3971 15886,3127 303 4024 3971,5,4,-21.39676284790039,-22.977462768554688,0.0,-2.1813990494881335
157982269X,3127 18458 1712 3947 16501,3127 18458 1712 3947,8,25,-22.57187271118164,-24.329431533813477,0.0,-0.8821160653578737
1579823084,3127 303 7602 353 11370,3127 303 7602 353,5,2,-20.768966674804688,-26.551782608032227,0.0,-2.769185714390252
1581170769,740 10224 13356 21567 543,740 10224 13356 21567,10,5,-18.13669776916504,-9.950054168701172,0.0,-2.6273555189510365
1581171862,1871 3827 21622 7701 17056,1871 3827 21622 7701,4,0,-19.768756866455078,-23.982141494750977,0.0,-4.177952931362203
1581174837,1871 11607 17810 18892 473,1871 11607 17810 18892,7,2,-19.025325775146484,-14.228052139282227,0.0,-3.079340642694092
1581178816,1871 11607 9002 29334 5103,1871 11607 9002 29334,13,1,-21.398536682128906,-15.96057415008545,0.0,-4.177952931362203
1589473221,740 7270 25929 27757 2567,740 7270 25929 27757,4,3,-24.18058967590332,-23.59464454650879,0.0,-2.2320427823068894
158978068X,467 1476 2577 8032 14351,467 1476 2577 8032,25,332,-24.469568252563477,-25.535816192626953,-3.1246153513590507,0.5872330539055453
1589780817,467 12082 14351 22013 20538,467 12082 14351 22013,5,11,-23.239696502685547,-21.602754592895508,0.0,-1.2431294108952038
1589781066,467 12082 14351 20538 20343,467 12082 14351 20538,6,12,-22.34051513671875,-19.020355224609375,0.0,-1.3268018866193199
1589781244,467 12082 2857 14351 83,467 12082 2857 14351,6,40,-20.923349380493164,-15.41390323638916,0.0,-0.15122855681508263
1589781317,467 895 22377 13069 1286,467 895 22377 13069,5,33,-22.55204200744629,-18.277362823486328,0.0,-0.17393100743338685
158994030X,467 1476 3119 15311 6895,467 1476 3119 15311,19,147,-24.624393463134766,-23.27899742126465,0.0,0.042685356184190226
158994206X,467 1476 4182 3173 19896,467 1476 4182 3173,6,14,-23.554637908935547,-23.370941162109375,0.0,-1.1783818815010463
1589942108,467 12082 19987 4626 8325,467 12082 19987 4626,22,139,-23.049558639526367,-25.18321990966797,0.0,-0.15617906197493703
158994223X,467 1476 729 2936 9838,467 1476 729 2936,11,1,-23.357988357543945,-19.626419067382812,0.0,-4.017610281287023
1589942841,467 12082 6604 25595 362,467 12082 6604 25595,4,5,-23.081209182739258,-16.07891082763672,0.0,-1.7800576585638321
1589942981,467 1476 7985 20951 2151,467 1476 7985 20951,13,289,-23.976398468017578,-16.740577697753906,0.0,1.0847372575426828
1589944208,467 895 8514 1496 2110,467 895 8514 1496,2,0,-19.129009246826172,-14.888252258300781,0.0,-3.590166266460084
1589944348,467 1476 5673 5326 18247,467 1476 5673 5326,6,31,-23.63357925415039,-18.30223274230957,0.0,-0.4025429850959874
1589944607,467 3392 25016 12540 9990,467 3392 25016 12540,4,24,-23.349626541137695,-21.67134666442871,0.0,-0.2861326332515759
1589944623,467 1476 6835 15085 11866,467 1476 6835 15085,6,41,-25.592912673950195,-24.56866455078125,0.0,-0.1268371036909226
1589944968,467 1476 4182 10879 12430,467 1476 4182 10879,5,6,-23.37508773803711,-20.794397354125977,0.0,-1.8136742693628172
1589945158,467 895 19472 24706 26391,467 895 19472 24706,1,0,-23.923418045043945,-24.078338623046875,0.0,-3.0793406426940937
1589946464,467 1476 7985 15854 13062,467 1476 7985 15854,5,9,-24.83945083618164,-25.08159065246582,0.0,-1.4341846476579132
1589946634,467 895 11831 1687 3990,467 895 11831 1687,7,7,-21.779664993286133,-20.401742935180664,0.0,-1.9807283540259828
158994691X,467 1476 6835 7064 3481,467 1476 6835 7064,4,15,-23.782115936279297,-17.76469612121582,0.0,-0.7439657268770556
1589947061,467 1476 3119 10631 322,467 1476 3119 10631,5,26,-24.217449188232422,-21.51911735534668,0.0,-0.40833171327223106
1589947207,467 1476 2577 8032 8514,467 1476 2577 8032,9,60,-23.342056274414062,-19.898252487182617,2.5129483540852853,-0.12937678759568172
1589949811,467 895 10702 2214 10631,467 895 10702 2214,11,70,-23.530792236328125,-24.08098793029785,0.0,-0.16746267957696404
1591747775,740 90 9282 27693 27904,740 90 9282 27693,7,3,-18.878660202026367,-19.104612350463867,0.0,-2.74286840607288
1592923356,2244 23693 10696 16443 23550,2244 23693 10696 16443,6,2,-26.767406463623047,-26.219501495361328,0.0,-2.9362397990534195
1593953534,11109 25933 5414 1227 14740,11109 25933 5414 1227,5,0,-21.04165267944336,-18.483036041259766,0.0,-4.3786236268243535
1594721270,467 895 26783 3009 8646,467 895 26783 3009,5,81,-21.12635612487793,-18.763761520385742,0.0,0.7151265739824098
1601252455,467 1476 6715 5781 2472,467 1476 6715 5781,6,7,-24.598316192626953,-25.121936798095703,0.0,-1.8376275103853104
1601253729,467 1476 28397 19417 19529,467 1476 28397 19417,8,131,-24.264673233032227,-21.585956573486328,0.0,0.7582123340955658
1601255624,467 895 1209 19417 7738,467 895 1209 19417,5,3,-23.115753173828125,-22.698047637939453,0.0,-2.43271347776904
1603800689,740 2056 9339 2592 29063,740 2056 9339 2592,4,0,-22.40716552734375,-24.582765579223633,0.0,-4.177952931362203
1603800859,2100 1073 8376 22471 18695,2100 1073 8376 22471,24,81,-22.769733428955078,-23.697843551635742,0.0,-0.7787984513298465
1603801286,2948 4672 18671 19458 1653,2948 4672 18671 19458,4,6,-22.16543960571289,-13.119524955749512,0.0,-1.6130035739006665
1604189681,11109 19239 2825 3562 2113,11109 19239 2825 3562,12,29,-21.789487838745117,-18.152626037597656,0.0,-1.122066734988465
1604189738,11109 19239 6441 2825 3562,11109 19239 6441 2825,9,48,-21.889873504638672,-20.0373592376709,0.0,-0.35045635468904024
1616610158,467 12082 1938 11454 655,467 12082 1938 11454,15,61,-19.654111862182617,-12.507746696472168,0.0,-0.602531203138712
1616611359,467 12082 9475 17732 12311,467 12082 9475 17732,23,255,-23.476287841796875,-22.88998794555664,0.0,0.4054936344676623
1616611626,467 1476 22734 24530 12572,467 1476 22734 24530,4,2,-24.742992401123047,-19.441743850708008,0.0,-2.5685150189281014
1616611715,467 17996 13133 4519 20374,467 17996 13133 4519,14,211,-22.546812057495117,-21.405691146850586,0.0,0.6993479950338202
1616611898,467 1476 6835 19991 2027,467 1476 6835 19991,13,116,-24.707916259765625,-23.97514533996582,0.0,0.17447323353538913
1616613769,467 3108 20955 4487 12947,467 3108 20955 4487,28,245,-23.630329132080078,-21.26097869873047,0.0,0.1726645059339873
1616613777,2100 1073 3108 31430 5919,2100 1073 3108 31430,17,74,-23.70489501953125,-19.69503402709961,0.0,-0.5321301095699376
1616613785,2100 1073 3108 6177 14248 632,2100 1073 3108 6177 14248,13,54,-20.076683044433594,-9.109188079833984,0.8276166915893555,-0.5852173378011685
1616613793,2100 1073 3108 7612 20597,2100 1073 3108 7612,13,52,-22.733461380004883,-20.68105125427246,0.0,-0.622604869872788
1616613807,467 3108 6177 2496 14248,467 3108 6177 2496,15,23,-21.330360412597656,-22.868314743041992,0.0,-1.5645679568010706
1616613815,467 895 4519 4719 29093,467 895 4519 4719,8,1,-22.419506072998047,-16.552120208740234,0.0,-3.7153294094140907
161661398X,467 1476 1020 9746 23064,467 1476 1020 9746,3,16,-23.903169631958008,-20.6563663482666,0.0,-0.43013094161481646
1616614471,2100 20225 3108 24441 8035,2100 20225 3108 24441,6,23,-25.304889678955078,-26.70858383178711,0.0,-0.6955301097774615
1616614609,467 895 10806 14723 17729,467 895 10806 14723,19,211,-23.69455337524414,-21.359115600585938,0.0,0.40308217889064757
1616615044,467 12082 17813 16273 1320,467 12082 17813 16273,5,42,-21.626659393310547,-15.532410621643066,0.0,0.0640276296659632
1616615354,467 3108 12553 3293 1018,467 3108 12553 3293,17,63,-22.47402572631836,-20.18186378479004,0.0,-0.6918893290568064
1616615362,467 3108 15484 22392 27115,467 3108 15484 22392,7,18,-26.038049697875977,-28.614097595214844,0.0,-1.0778606424839694
1616615370,467 3108 31777 15822 21602,467 3108 31777 15822,7,28,-23.335983276367188,-17.47723388671875,0.0,-0.6457272872936421
1616615389,467 3108 22895 6177 29462,467 3108 22895 6177,6,20,-23.577770233154297,-20.676462173461914,0.0,-0.8321056447832138
161661658X,467 895 1934 21039 3023,467 895 1934 21039,3,0,-21.91360855102539,-18.31489372253418,0.0,-3.9266385030812962
161661675X,467 3108 19317 4057 17871,467 3108 19317 4057,7,19,-24.356128692626953,-23.311687469482422,0.0,-1.0252169089985461
1616616768,2100 1073 3108 5919 25114,2100 1073 3108 5919,5,8,-23.652637481689453,-27.102998733520508,0.0,-1.5454102827681364
1616616776,467 3108 6417 6177 3919,467 3108 6417 6177,4,14,-23.57012939453125,-16.009403228759766,0.0,-0.8106571013757282
1616617047,2100 1073 3108 23838 11197,2100 1073 3108 23838,6,22,-24.696422576904297,-28.693031311035156,0.0,-0.7390152217172012
1616617667,467 12082 29063 7895 21634,467 12082 29063 7895,8,55,-22.002208709716797,-20.492477416992188,0.0,-0.10441149676986505
1617680893,467 20480 3214 3654 1798,467 20480 3214 3654,7,14,-21.105560302734375,-18.078872680664062,0.0,-1.3214827251417187
1886978018,740 10224 12212 12341 15324,740 10224 12212 12341,4,4,-21.492902755737305,-21.724184036254883,0.0,-1.9807283540259828
1886978034,2100 2056 8936 9413 15324,2100 2056 8936 9413,8,1,-24.26123046875,-24.866260528564453,0.0,-3.7153294094140907
1892069725,5364 809 7270 13850 13951,5364 809 7270 13850,3,0,-25.577484130859375,-25.471298217773438,0.0,-3.9266385030812962
192978001X,467 895 2190 5585 16213,467 895 2190 5585,24,185,-21.344385147094727,-21.305225372314453,0.0,0.04365341047082616
1929780109,467 1476 6715 27070 15785,467 1476 6715 27070,8,70,-22.99019432067871,-17.317787170410156,0.0,0.1348181922959686
1929780664,467 20480 16213 1124 30995,467 20480 16213 1124,18,63,-24.038959503173828,-24.662015914916992,0.0,-0.7474591802116173
1929780699,467 895 16213 27207 6278,467 895 16213 27207,11,83,-22.696788787841797,-17.614519119262695,0.0,0.00177124246162208
1929780753,467 895 16213 12572 3157,467 895 16213 12572,7,28,-22.964214324951172,-18.44430923461914,0.0,-0.6457272872936421
1929780907,467 895 16213 17489 7570,467 895 16213 17489,6,23,-22.64589500427246,-14.789571762084961,0.0,-0.6955301097774615
1932188126,467 1448 5096 13634 6051,467 1448 5096 13634,58,720,-22.062883377075195,-14.959639549255371,0.10185670852661133,0.5301903071757827
1932359842,467 4142 3954 23064 477,467 4142 3954 23064,4,0,-22.109878540039062,-23.17496681213379,0.0,-4.177952931362203
1932855785,2100 2056 2436 3640 936,2100 2056 2436 3640,30,345,-21.496349334716797,-18.557432174682617,0.0,0.4465376055683752
1933054395,467 1476 2577 22645 4613,467 1476 2577 22645,103,2100,-22.895830154418945,-16.3250675201416,-0.24043591817219934,1.0296307238780296
1933054913,5364 809 21940 28890 19760 536,5364 809 21940 28890 19760,10,15,-24.049943923950195,-12.574692726135254,0.024935404459634825,-1.59126358726426
1933318430,467 1476 22377 12373 4876,467 1476 22377 12373,16,46,-23.025911331176758,-15.347013473510742,0.0,-0.9446364223392081
1933318465,467 3186 22377 4852 3112,467 3186 22377 4852,17,16,-22.271486282348633,-15.745965957641602,0.0,-2.039568854048918
1933318732,467 1476 22377 3112 4711,467 1476 22377 3112,19,28,-23.440364837646484,-18.519075393676758,0.0,-1.6012387323210788
1933318872,467 1476 22377 6577 1167,467 1476 22377 6577,4,1,-22.550344467163086,-15.387582778930664,0.0,-3.0793406426940937
1933318996,467 1476 18716 23589 17237,467 1476 18716 23589,20,56,-25.1485652923584,-19.027257919311523,0.0,-0.9669126020179508
1935305239,2100 1088 5189 10773 19963,2100 1088 5189 10773,4,1,-19.991561889648438,-11.773560523986816,0.0,-3.0793406426940937
1936112159,467 895 16213 7975 19910,467 895 16213 7975,11,96,-23.980926513671875,-24.92552375793457,0.0,0.14646761894975313
1936112191,467 895 16213 9666 13934,467 895 16213 9666,21,115,-22.56991195678711,-19.698495864868164,0.0,-0.2995107591977533
1936112264,467 895 16213 17870 3667,467 895 16213 17870,3,9,-24.519912719726562,-21.129945755004883,0.0,-0.982199523914856
193611237X,467 12082 22875 11603 14661,467 12082 22875 11603,6,37,-22.628427505493164,-22.64767837524414,0.0,-0.22818959795121074
1936300036,5364 809 12052 985 5525 632,5364 809 12052 985 5525,11,26,-23.71158790588379,-17.755403518676758,0.2837390899658203,-1.14593065640301
1938146905,467 1476 12293 3309 8858,467 1476 12293 3309,10,141,-24.303829193115234,-22.731760025024414,0.0,0.6201961058938306
1938146999,467 1476 8646 5489 7797,467 1476 8646 5489,6,38,-25.744964599609375,-23.425657272338867,0.0,-0.20187228963383674
2914849648,467 1476 6715 5403 31941,467 1476 6715 5403,17,242,-23.105209350585938,-24.23228645324707,0.0,0.6480724754220866
2914849656,467 895 2190 3934 1676,467 895 2190 3934,15,143,-19.952495574951172,-16.14213752746582,0.0,0.24476665724849056
291484977X,467 1476 20679 9666 155,467 1476 20679 9666,8,81,-21.52859115600586,-11.056046485900879,0.0,0.27980850272456337
2914849850,467 895 13618 833 31803 632,467 895 13618 833 31803,6,137,-19.99327278137207,-9.332035064697266,0.2804107666015625,1.0710933861790508
2914849869,467 895 13618 4332 833,467 895 13618 4332,3,6,-21.01723861694336,-13.381224632263184,0.0,-1.36168914561976
7293000014,16352 26927 20527 17493 825,16352 26927 20527 17493,4,0,-24.49932098388672,-16.61345863342285,0.0,-4.177952931362203
8499000606,16352 4245 18057 17924 5014 536,16352 4245 18057 17924 5014,130,2702,-20.45757484436035,-12.866337776184082,-0.18462753295898438,1.049830968724632
8499002323,16352 6442 22563 1436 2716,16352 6442 22563 1436,5,3,-23.57919692993164,-20.38936424255371,-3.1782331466674805,-2.43271347776904
8499009522,16352 4245 18057 26202 17924 632,16352 4245 18057 26202 17924,9,226,-22.268918991088867,-15.397505760192871,-0.2106180191040039,1.1907247922906112
8677805966,16352 4245 18057 26202 17924 536,16352 4245 18057 26202 17924,8,210,-22.198713302612305,-14.976269721984863,0.2106180191040039,1.2286911356001813
9269806723,16352 17020 10219 26780 3374,16352 17020 10219 26780,4,36,-24.392135620117188,-12.937698364257812,0.0,0.11250650978618815
9269807096,16352 16429 7326 13310 24063,16352 16429 7326 13310,5,25,-23.785425186157227,-18.42405128479004,0.0,-0.4467979941000273
9269807312,16352 16429 21346 19893 15977,16352 16429 21346 19893,4,5,-22.468616485595703,-24.26744842529297,0.0,-1.7800576585638321
9269808955,16352 17638 3599 6242 4245,16352 17638 3599 6242,8,76,-22.341026306152344,-15.266324996948242,0.0,0.21649622331023544
9269809579,16352 4245 4201 17539 26202,16352 4245 4201 17539,2,0,-24.1883487701416,-24.444416046142578,0.0,-3.590166266460084
B00000DMBB,467 3392 2009 11353 23550,467 3392 2009 11353,15,39,-21.61908531188965,-23.654903411865234,0.0,-1.0452677060441076
B00000DMBD,467 895 7688 14161 18337,467 895 7688 14161,16,34,-22.992542266845703,-20.73441505432129,0.0,-1.2431294108952056
B00000DMBF,467 1476 2577 8032 14481,467 1476 2577 8032,23,491,-24.466968536376953,-25.52281951904297,-3.1116186777750663,1.0597331644111243
B00000DMBJ,467 1476 3808 14552 31919 536,467 1476 3808 14552 31919,7,28,-25.948287963867188,-19.55225944519043,0.42014598846435547,-0.6457272872936421
B00000DMBK,467 1476 9135 20658 8988,467 1476 9135 20658,13,39,-25.25785255432129,-23.001968383789062,0.0,-0.9071173675632895
B00000DMC6,740 6438 7335 22144 20688,740 6438 7335 22144,10,0,-22.523576736450195,-17.08051300048828,0.0,-5.025250791749407
B00000DMCE,740 2056 4124 233 12851,740 2056 4124 233,37,712,-20.951765060424805,-29.22681999206543,0.0,0.9637106251404584
B00000DMD2,17582 1723 3691 9019 11426,17582 1723 3691 9019,62,397,-23.626605987548828,-24.704296112060547,0.0,-0.13069997667395228
B00000DMDN,467 8150 12022 7602 8114,467 8150 12022 7602,8,6,-19.250757217407227,-14.584856033325195,0.0,-2.2489923406206636
B00000DMER,467 317 2117 10505 1781,467 317 2117 10505,50,512,-21.173799514770508,-16.633390426635742,0.0,0.3365990207052665
B00000DMF5,467 1476 11617 1322 19803,467 1476 11617 1322,50,335,-23.286762237548828,-21.991968154907227,0.0,-0.08707973389556045
B00000DMF6,467 1476 22406 2812 15812,467 1476 22406 2812,26,125,-23.89877700805664,-17.871337890625,0.0,-0.4255673284463217
B00000DMFD,467 1476 16081 13214 8429,467 1476 16081 13214,33,74,-23.806798934936523,-18.27337646484375,0.0,-1.1814746674714893
B00000DMFM,467 1476 2986 31742 3730,467 1476 2986 31742,18,69,-25.27115821838379,-16.883573532104492,0.0,-0.657172333539517
B00000DMFN,467 20225 3169 1423 4992,467 20225 3169 1423,44,536,-22.815500259399414,-23.31000328063965,0.0,0.508849018872576
B00000DMFS,467 895 14998 11395 15228,467 895 14998 11395,7,11,-23.29011344909668,-16.680261611938477,0.0,-1.5532843391990436
B00000DMFU,467 3392 10133 6066 7377,467 3392 10133 6066,5,12,-19.535907745361328,-15.114843368530273,0.0,-1.1597478019561525
B00000GBQJ,467 895 5340 9300 26207,467 895 5340 9300,33,136,-23.584156036376953,-22.273168563842773,0.0,-0.5759491782319888
B00000IRMM,740 7270 4359 18058 24514,740 7270 4359 18058,8,22,-23.284381866455078,-27.616802215576172,0.0,-1.0072792083118802
B00000IRTH,9062 8031 2391 27757 27879,9062 8031 2391 27757,12,33,-23.038875579833984,-21.10247039794922,0.0,-0.9949115595032172
B00000IRTI,5364 4226 3773 798 1486,5364 4226 3773 798,8,0,-22.965648651123047,-23.800310134887695,0.0,-4.8139416980822
B00000IRTS,25636 14384 10586 443 17439,25636 14384 10586 443,20,37,-22.35441017150879,-18.2318172454834,0.0,-1.3768123071939815
B00000IRW0,740 5748 2601 15525 6672,740 5748 2601 15525,11,0,-22.845767974853516,-20.511667251586914,0.0,-5.1162225699551325
B00000IRWA,467 8150 14520 20824 12423,467 8150 14520 20824,7,22,-22.51302719116211,-26.829727172851562,0.0,-0.8821160653578737
B00000IRY1,9062 8031 24049 7944 11841,9062 8031 24049 7944,6,19,-22.35065269470215,-14.702579498291016,0.0,-0.8821160653578737
B00000IRYI,2100 1088 11971 420 5404,2100 1088 11971 420,9,4,-21.436019897460938,-24.503337860107422,0.0,-2.727942755856203
B00000IRYM,5364 29072 8425 29581 17151,5364 29072 8425 29581,12,5,-25.981170654296875,-18.33536148071289,0.0,-2.801708906095813
B00000IRYQ,467 317 17292 10505 21666,467 317 17292 10505,5,4,-24.548620223999023,-26.993959426879883,0.0,-2.1813990494881335
B00000IRZ4,9062 8031 2346 14141 29110,9062 8031 2346 14141,14,57,-23.73455238342285,-32.19728469848633,0.0,-0.6030920556492063
B00000IRZ6,4183 13817 11971 12013 1630,4183 13817 11971 12013,26,23,-20.892765045166016,-17.854507446289062,0.0,-2.100872665868046
B00000IRZE,4183 5253 23342 24139 8609,4183 5253 23342 24139,4,0,-22.38364601135254,-18.97345733642578,0.0,-4.177952931362203
B00000IS0P,4183 5253 2682 26372 7778,4183 5253 2682 26372,4,10,-20.769826889038086,-18.082820892333984,0.0,-1.1334304936387802
B00000IS1N,4183 4408 5009 5543 4207,4183 4408 5009 5543,6,6,-23.130142211914062,-19.205760955810547,0.0,-1.9807283540259846
B00000ISC5,2100 28373 27026 7743 16304,2100 28373 27026 7743,88,1852,-23.620716094970703,-20.36739158630371,0.0,1.0605604511303746
B00000ISEE,740 1438 15431 5621 25540,740 1438 15431 5621,6,3,-23.950681686401367,-24.326871871948242,0.0,-2.5997675624322074
B00000ISEH,740 918 4124 13859 20394,740 918 4124 13859,17,87,-20.707597732543945,-24.447629928588867,0.0,-0.3712904415918832
B00000ISEW,11109 3650 18058 7820 655,11109 3650 18058 7820,3,0,-20.9083309173584,-11.465133666992188,0.0,-3.9266385030812962
B00000ISFO,4183 4414 5253 26726 15412,4183 4414 5253 26726,6,11,-24.944326400756836,-22.216995239257812,0.0,-1.4101834955583712
B00000ISK4,4183 3827 25903 15283 14019,4183 3827 25903 15283,15,3,-22.933557510375977,-21.321043014526367,0.0,-3.4688054094558165
B00000ISKK,740 10224 9404 2558 29676,740 10224 9404 2558,8,5,-21.027746200561523,-21.199443817138672,0.0,-2.416046425283829
B00000ISR7,1871 3197 546 14938 4365,1871 3197 546 14938,7,0,-20.96879005432129,-19.372190475463867,0.0,-4.688778555128193
B00000ISUK,2412 2754 4002 2025 12908,2412 2754 4002 2025,8,29,-23.348060607910156,-23.92382049560547,0.0,-0.736404254176481
