sample_key,user_id,target_group,competitive_steps,max_illegal_mass,mean_loss_gap
A1BVALMLWA8IW3:1:B00912CL5K,A1BVALMLWA8IW3,head,2,0.029394090175628662,0.0223236083984375
A1BYTWGKRF0LGJ:5:B000UO9POI,A1BYTWGKRF0LGJ,tail,2,0.21627283096313477,0.12814903259277344
A1CEESCI5D19MB:1:B0014WKHT2,A1CEESCI5D19MB,tail,2,0.015518605709075928,0.007830619812011719
A1CFB02LQOTYI1:3:B005C1C02S,A1CFB02LQOTYI1,head,3,0.06989014148712158,0.02558279037475586
A1CI63P473W5RJ:5:B0092SVTGA,A1CI63P473W5RJ,head,4,0.030038118362426758,0.011433601379394531
A1CR34F4UECVK0:4:B001DKGJQU,A1CR34F4UECVK0,head,3,0.14977341890335083,0.06525548299153645
A1D4X245AJV36Y:3:B001E96MZ8,A1D4X245AJV36Y,head,4,0.07434993982315063,0.0325319766998291
A1DC1O4VX6AHPP:15:B0098JU8TW,A1DC1O4VX6AHPP,head,2,0.010812997817993164,0.009365081787109375
A1DCNXNF0JWB5T:1:B000AADF20,A1DCNXNF0JWB5T,tail,3,0.19577056169509888,0.07686074574788411
A1DK869GRI8SFG:3:B00016XJ7O,A1DK869GRI8SFG,tail,4,0.11567318439483643,0.03611159324645996
A1E110L9ZKX6FD:4:B00AE07IEM,A1E110L9ZKX6FD,head,2,0.031077265739440918,0.021245956420898438
A1E50L7PCVXLN4:14:B00JR4FOLA,A1E50L7PCVXLN4,tail,2,0.0989311933517456,0.055777549743652344
A1EGI4DHOH1GE:5:B00ATWDTIE,A1EGI4DHOH1GE,head,3,0.13062632083892822,0.051769256591796875
A1EUTHXG9Q0M3F:1:B000NOFZTY,A1EUTHXG9Q0M3F,head,5,0.21873247623443604,0.06475267410278321
A1F7YU6O5RU432:90:B00IFVHJCI,A1F7YU6O5RU432,tail,3,0.006012916564941406,0.0020519892374674478
A1FTO3P3MLICVD:2:B002L6O1R4,A1FTO3P3MLICVD,head,3,0.17359471321105957,0.06941636403401692
A1FWAXD75PZR05:6:B001E6O8WU,A1FWAXD75PZR05,head,3,0.3118554949760437,0.12876971562703451
A1FWFCJU2G7TRA:4:B001OMI93S,A1FWFCJU2G7TRA,head,4,0.008943378925323486,0.0023040771484375
A1FX8395321MMU:1:B00AZBSPQA,A1FX8395321MMU,head,4,0.07685631513595581,0.026289165019989014
A1GHSW62QHK6KR:1:B003IWTX9Q,A1GHSW62QHK6KR,tail,3,0.10673421621322632,0.04106346766153971
A1GY9PNKENH32D:5:B000QUM5LG,A1GY9PNKENH32D,head,3,0.1598583459854126,0.06142552693684896
A1HD0BF7SJH4CG:12:B002RS6L10,A1HD0BF7SJH4CG,tail,2,0.42201662063598633,0.284759521484375
A1HOPKK8E3MIX6:35:B00115TXRE,A1HOPKK8E3MIX6,tail,4,0.16749435663223267,0.04876577854156494
A1IDC728Y0UM6W:1:B001501N7I,A1IDC728Y0UM6W,tail,3,0.015383422374725342,0.0053971608479817705
A1IFS0OWN7WG5D:3:B002MSN3QQ,A1IFS0OWN7WG5D,head,3,0.05115818977355957,0.02651532491048177
A1ILWPH1GHUXE2:8:B009FKNGRA,A1ILWPH1GHUXE2,head,4,0.014494717121124268,0.006175041198730469
A1IREJVK1WBRXF:12:B0000535RC,A1IREJVK1WBRXF,tail,3,0.14063841104507446,0.05740801493326823
A1J1Z5A8QHWE88:1:B0015H0TS0,A1J1Z5A8QHWE88,tail,3,0.00790315866470337,0.0026725133260091147
A1JEA7U282WD4:2:B003QITYNC,A1JEA7U282WD4,tail,2,0.010133504867553711,0.005101203918457031
A1JOANG98KBFKU:12:B003V265QW,A1JOANG98KBFKU,head,3,0.02128136157989502,0.009869257609049479
A1K8Z5ANJIO449:2:B00006IV30,A1K8Z5ANJIO449,head,3,0.09574949741363525,0.042429606119791664
A1KTA1I6FIJI6X:1:B0000C4COV,A1KTA1I6FIJI6X,head,2,0.24849754571914673,0.1512289047241211
A1KXONFPU2XQ5K:30:B00HSNWXV6,A1KXONFPU2XQ5K,head,2,0.0478549599647522,0.0303802490234375
A1LH2LJQRRMZTN:3:B005WKFHYC,A1LH2LJQRRMZTN,tail,2,0.011092185974121094,0.0057582855224609375
A1LW6AUNFNF890:5:B00385WMK0,A1LW6AUNFNF890,tail,2,0.22927647829055786,0.1350727081298828
A1M8GM0INM2U59:3:B008F2JK0G,A1M8GM0INM2U59,tail,3,0.014759659767150879,0.004974047342936198
A1MI1I73Z5J9MI:3:B001CN3QKK,A1MI1I73Z5J9MI,tail,3,0.22292780876159668,0.08588504791259766
A1MR1VMK999I6O:2:B000YZGP4G,A1MR1VMK999I6O,head,3,0.007967531681060791,0.0055853525797526045
A1MYN15ZRCCH6K:4:B00AH8FASM,A1MYN15ZRCCH6K,tail,3,0.16088807582855225,0.06131291389465332
A1NCCYZ93D52YP:3:B000O9O4YU,A1NCCYZ93D52YP,head,2,0.013010501861572266,0.011005401611328125
A1NHB2VC68YQNM:22:B00CEPM91M,A1NHB2VC68YQNM,head,2,0.0038263797760009766,0.0019335746765136719
A1NOB5CWUF1YPW:1:B004673A8C,A1NOB5CWUF1YPW,tail,2,0.19480979442596436,0.1169137954711914
A1NRNRWMVN04I5:4:B002MZ8BK2,A1NRNRWMVN04I5,head,3,0.043889522552490234,0.02467664082845052
A1NTOJIK31EBU7:5:B004MGAGP2,A1NTOJIK31EBU7,head,4,0.09466743469238281,0.0327906608581543
A1OQUUAAFRBVAG:2:B0068Y6CA4,A1OQUUAAFRBVAG,head,4,0.05675548315048218,0.017321735620498657
A1P5QZJB3QWL0B:6:B00AO4EMKQ,A1P5QZJB3QWL0B,head,4,0.010431766510009766,0.007361412048339844
A1POL23KPA064A:3:B004FMC6NS,A1POL23KPA064A,tail,2,0.0504031777381897,0.03211688995361328
A1PPH3OM99MH7Y:4:B002MZ8BK2,A1PPH3OM99MH7Y,head,3,0.03245127201080322,0.017538706461588543
A1Q0ZJW6OFQC6N:3:B000HRXCRE,A1Q0ZJW6OFQC6N,head,3,0.17685431241989136,0.07338333129882812
A1QBOC76MIOJYP:39:B007RTR9G0,A1QBOC76MIOJYP,head,2,0.024194777011871338,0.016684532165527344
A1QMHEZD6SU24H:1:B0080GV0Z0,A1QMHEZD6SU24H,head,3,0.03332924842834473,0.017580668131510418
A1QO88MU0PYJON:6:B001D0IWEC,A1QO88MU0PYJON,head,2,0.00969165563583374,0.0072536468505859375
A1QT3N5FUQ4I47:22:B00C0CVAY6,A1QT3N5FUQ4I47,tail,3,0.009173989295959473,0.005601247151692708
A1QTICTBQKS6I6:26:B003IXP6P0,A1QTICTBQKS6I6,head,4,0.21246367692947388,0.06400513648986816
A1QZ9EE6391HEP:10:B001KYQA1S,A1QZ9EE6391HEP,head,3,0.11637800931930542,0.04754320780436198
A1RCG9K9AIPC3C:4:B006961X3M,A1RCG9K9AIPC3C,tail,2,0.015075325965881348,0.007597446441650391
A1RTSVWEXMKAR1:3:B00GLS58OS,A1RTSVWEXMKAR1,head,4,0.03302508592605591,0.01466524600982666
A1S64EUUYZDQCK:1:B004CHF8AY,A1S64EUUYZDQCK,tail,2,0.2579706907272339,0.1533832550048828
A1SP6NKC0Y4JWS:4:B008FWTPL0,A1SP6NKC0Y4JWS,tail,3,0.013134658336639404,0.004408399264017741
A1T5SIV8M5N7LB:17:B008148R8E,A1T5SIV8M5N7LB,tail,3,0.15324479341506958,0.06072584788004557
A1T6NICKOSBB3W:3:B0002JKPA4,A1T6NICKOSBB3W,head,3,0.11031854152679443,0.04724884033203125
A1TNRVE3TXZIUF:3:B006H2Z5KK,A1TNRVE3TXZIUF,head,5,0.04563862085342407,0.028164482116699217
A1TNZ4X167W60:1:B0007CXXDM,A1TNZ4X167W60,tail,4,0.2896592617034912,0.09137070178985596
A1TQPVNVDBPBDH:1:B00027DMI8,A1TQPVNVDBPBDH,head,5,0.1384885311126709,0.036787223815917966
A1U2HFSCT74J1R:23:B0048ICI3C,A1U2HFSCT74J1R,tail,2,0.12917745113372803,0.07418632507324219
A1UWSU5ETQRQKX:12:B00AE07IEM,A1UWSU5ETQRQKX,head,2,0.044992148876190186,0.027864456176757812
A1VDX3M5KAZKY7:10:B0013L3XMM,A1VDX3M5KAZKY7,head,3,0.32868295907974243,0.13827133178710938
