user_id	fold	history_group	target_popularity	target_source	baseline_rank	oof_rank	hit10_transition	oof_top10_new_gram_only	oof_top10_new_both	oof_top10_new_cf_only
ASZ8W38C6GQPK	1	1-5	middle	union_miss	51	91	stable_miss	0	2	0
A369R4MUZCUI3D	0	1-5	head	union_miss	51	91	stable_miss	0	2	0
A27AEZG2GO6OK2	2	1-5	tail	union_miss	51	91	stable_miss	0	0	0
A3N61N91YEIZ47	0	6-10	middle	union_miss	51	91	stable_miss	0	1	0
A3N5NRW1GQ8RXL	2	1-5	middle	union_miss	51	91	stable_miss	1	0	2
A3CQ5980OVK9GQ	0	6-10	tail	union_miss	51	91	stable_miss	0	2	0
A24F60FH23CSWL	0	1-5	middle	union_miss	51	91	stable_miss	0	1	0
A339D0QQYH0ZRG	3	6-10	middle	gram_only	2	3	stable_hit	1	0	1
A2G9P49SWMNJ5V	0	1-5	middle	union_miss	51	91	stable_miss	0	0	3
AW0IOR4AEEK46	1	1-5	middle	gram_only	8	10	stable_hit	0	0	0
A2Y71CUI7ILZSH	3	1-5	tail	union_miss	51	91	stable_miss	2	0	1
ANPTHLKNDONR5	0	6-10	tail	union_miss	51	91	stable_miss	0	1	0
A1954JA0H5WBJQ	0	1-5	head	union_miss	51	91	stable_miss	0	1	0
A3UTB0QKXNY8CB	1	1-5	head	union_miss	51	91	stable_miss	1	0	1
A2ZX3CGI6PM4X1	1	1-5	middle	union_miss	51	91	stable_miss	0	3	1
A35PNMSE7JVPK7	0	1-5	middle	union_miss	51	91	stable_miss	0	2	0
AOPWIKGDPRMX8	2	1-5	middle	both	1	1	stable_hit	0	1	0
A3OOS2B1ZZBCHI	2	1-5	middle	union_miss	51	91	stable_miss	0	0	1
A9SUD7U1I40PB	4	1-5	middle	union_miss	51	91	stable_miss	0	1	0
A2R4NM7XJDHX13	4	1-5	middle	union_miss	51	91	stable_miss	0	2	0
A9TCBI8KIFJ0M	0	6-10	head	union_miss	51	91	stable_miss	0	0	0
A24YTF4DFAMFXP	0	1-5	middle	union_miss	51	91	stable_miss	0	4	0
A2Q9B9WLL51Z70	2	1-5	middle	union_miss	51	91	stable_miss	0	1	2
A27144YLL9MNQS	2	1-5	head	union_miss	51	91	stable_miss	1	0	0
A1RDIBJ0EPOIXF	1	1-5	tail	union_miss	51	91	stable_miss	1	0	0
A2MX85R9XJXO9I	1	1-5	tail	union_miss	51	91	stable_miss	0	3	0
A36LQ698RFJRYP	2	1-5	middle	union_miss	51	91	stable_miss	0	2	0
A1VH028NKF3A8	3	1-5	tail	union_miss	51	91	stable_miss	0	1	1
A29FYU0NWVEMMQ	4	1-5	head	union_miss	51	91	stable_miss	0	1	2
A24N79JNVNFSBV	4	1-5	head	union_miss	51	91	stable_miss	0	2	1
A3GTI284ZE3B6W	3	6-10	tail	gram_only	12	12	stable_miss	1	1	1
A1D1TYFB50XPJ2	1	1-5	middle	union_miss	51	91	stable_miss	0	0	1
A28JZ1ZMM80FXP	0	1-5	middle	both	2	2	stable_hit	0	2	0
A2Y96MUF4VWAOW	0	1-5	head	both	14	13	stable_miss	0	2	0
A3W3ZIJ1XSW8SW	1	1-5	head	union_miss	51	91	stable_miss	0	2	0
A2DRO0SFQ5C0UU	0	1-5	middle	union_miss	51	91	stable_miss	0	1	0
A3F1UYG3P3DGJS	1	1-5	middle	union_miss	51	91	stable_miss	0	1	0
A1EUT9DYQVQJ48	4	6-10	middle	union_miss	51	91	stable_miss	1	1	0
A2VG3TH6IMOVKM	4	1-5	head	union_miss	51	91	stable_miss	0	2	0
ACPSENP0EQE49	4	1-5	middle	union_miss	51	91	stable_miss	0	0	1
A3VPZFFS8IO08A	4	1-5	tail	union_miss	51	91	stable_miss	1	1	0
A301SYVALW58GF	0	6-10	middle	union_miss	51	91	stable_miss	0	2	0
A1N7HHTP02O4VU	3	6-10	middle	union_miss	51	91	stable_miss	0	2	1
A3MPWZNB1K8J1G	3	6-10	head	union_miss	51	91	stable_miss	0	0	1
ACPYT9KCCKX6X	2	1-5	head	union_miss	51	91	stable_miss	0	1	2
A1MXJVANURX26J	1	6-10	head	union_miss	51	91	stable_miss	0	3	0
AZQOGNBVDKWR0	2	1-5	middle	union_miss	51	91	stable_miss	0	2	0
A21R8JYHVCJOV5	0	11-20	tail	union_miss	51	91	stable_miss	0	2	1
A1BMET3MONQ1WE	0	1-5	head	union_miss	51	91	stable_miss	0	1	0
A2UAQ83AY3C3CY	4	1-5	tail	union_miss	51	91	stable_miss	0	0	5
AEMV9IMH665B9	4	11-20	middle	both	32	22	stable_miss	0	3	0
A24HD3TRDRTNM9	4	1-5	head	both	1	1	stable_hit	0	2	0
A3AZIU63WQK6R	3	6-10	middle	union_miss	51	91	stable_miss	1	0	3
A3P2D0B50DXXDS	2	1-5	tail	union_miss	51	91	stable_miss	1	1	0
A1JU5OELW8PPWF	4	1-5	head	gram_only	24	27	stable_miss	0	2	1
A15R8O74AEX1R5	2	1-5	head	union_miss	51	91	stable_miss	0	2	0
AB38XEH4DLN66	0	1-5	tail	union_miss	51	91	stable_miss	0	0	1
A1IAEIOZQ2M03F	3	6-10	middle	union_miss	51	91	stable_miss	0	1	0
A13X4VIMZPP4OP	3	6-10	head	union_miss	51	91	stable_miss	0	1	0
A17ZPLHRUPPEG5	3	1-5	head	union_miss	51	91	stable_miss	0	1	0
A1I5JB80670KFG	2	6-10	middle	union_miss	51	91	stable_miss	0	2	0
A2Y87U9VKGRAAW	1	6-10	tail	gram_only	1	1	stable_hit	0	1	1
A3GVW21TD5PQAA	3	1-5	middle	union_miss	51	91	stable_miss	0	1	0
A39MKEAYS0XQA5	2	11-20	middle	gram_only	11	15	stable_miss	0	1	0
A23UF0YQDHL2LG	3	11-20	middle	union_miss	51	91	stable_miss	1	1	1
A1F1HEIAW7X3H	3	6-10	middle	union_miss	51	91	stable_miss	0	1	0
A2KQT4D0OZR569	1	11-20	middle	union_miss	51	91	stable_miss	0	2	0
APWXTMMNYNX4F	3	1-5	tail	union_miss	51	91	stable_miss	0	1	0
AF0EGN9J6610M	3	1-5	middle	union_miss	51	91	stable_miss	0	2	2
A25XU1RT0DJI3	4	1-5	middle	union_miss	51	91	stable_miss	0	3	0
A35I95L7BG74AN	3	1-5	head	union_miss	51	91	stable_miss	1	0	0
A2D6LG91QQC29B	3	1-5	middle	union_miss	51	91	stable_miss	0	0	0
A379O5JZOPENK2	4	1-5	middle	union_miss	51	91	stable_miss	0	1	0
AIOB3K2PE2E3R	2	1-5	head	union_miss	51	91	stable_miss	0	1	0
A153JKH35P5N2I	1	1-5	middle	union_miss	51	91	stable_miss	1	0	0
A13TUDSG4QK0P0	0	1-5	tail	union_miss	51	91	stable_miss	1	0	1
A33PBU9EHZ28PC	1	11-20	middle	union_miss	51	91	stable_miss	0	2	0
A3S801EXW1YK1	3	1-5	middle	union_miss	51	91	stable_miss	0	2	0
AG1JZXJ1VZ1HW	1	1-5	middle	union_miss	51	91	stable_miss	1	1	0
A3CW94YYFXEBSI	4	1-5	middle	union_miss	51	91	stable_miss	0	0	1
A2XX2A4OJCDNLZ	2	11-20	head	both	41	39	stable_miss	0	2	0
A3AE2LAXSIML73	3	1-5	middle	cf_only	51	28	stable_miss	0	0	0
A2RJ4DUC9IUDY0	1	1-5	middle	union_miss	51	91	stable_miss	1	0	0
A3GSGBKCIXB45A	3	1-5	middle	cf_only	51	36	stable_miss	2	0	0
A3DVO4RN4WA7A5	3	1-5	head	gram_only	10	10	stable_hit	0	0	1
A2YGB747HQLREO	3	1-5	middle	union_miss	51	91	stable_miss	1	0	3
A3VISL7I6DN4K9	1	11-20	tail	union_miss	51	91	stable_miss	2	0	2
A1GQ1JGK9YM6BU	4	1-5	middle	union_miss	51	91	stable_miss	0	1	0
A2A4HGFGKO6BKP	3	11-20	tail	union_miss	51	91	stable_miss	0	3	0
A3AA5MUGG09CDS	2	1-5	middle	union_miss	51	91	stable_miss	1	0	0
A1E38ETRELK0OU	4	1-5	head	union_miss	51	91	stable_miss	2	1	0
A2YHBS040TSI3B	3	1-5	tail	union_miss	51	91	stable_miss	1	0	0
A3DML7MESO9P8J	0	1-5	middle	gram_only	2	2	stable_hit	1	1	0
A3PVM083UFTZQJ	4	6-10	tail	union_miss	51	91	stable_miss	0	4	0
A3MFCKCUSW5OGE	0	1-5	tail	union_miss	51	91	stable_miss	0	3	0
A2BYTAC87S23BA	3	1-5	tail	union_miss	51	91	stable_miss	0	1	0
A3KC0CRGLO5LXJ	0	1-5	tail	union_miss	51	91	stable_miss	0	1	1
A3FG51WL7BP7LN	3	1-5	middle	union_miss	51	91	stable_miss	0	0	1
A7HUMX97N6J2R	1	1-5	middle	cf_only	51	73	stable_miss	0	1	0
A1OAQLHCVKKNC5	0	1-5	middle	union_miss	51	91	stable_miss	0	1	0
A3R5GTYQ50QVMD	2	11-20	middle	cf_only	51	25	stable_miss	0	2	1
A21S0K5PU4YO9L	4	11-20	middle	union_miss	51	91	stable_miss	0	2	0
A187FKQNMXSS8L	0	1-5	middle	cf_only	51	17	stable_miss	0	0	0
A2E3XN7ZGK8G6S	0	1-5	head	both	1	1	stable_hit	0	0	1
A1N5Z9WQ7G6B45	3	1-5	head	gram_only	47	60	stable_miss	0	2	0
A309CYRJJNFMDG	0	1-5	middle	union_miss	51	91	stable_miss	0	1	1
ACH40GDEWZRJS	4	1-5	tail	union_miss	51	91	stable_miss	0	3	0
A26I6E533K6XZ8	1	1-5	tail	union_miss	51	91	stable_miss	0	1	0
A3OFAMMKK080ES	2	1-5	head	union_miss	51	91	stable_miss	0	1	0
A2G7932FZ1GIXH	2	1-5	middle	both	1	1	stable_hit	0	0	0
A1R27Q9GNRUGQQ	3	1-5	middle	union_miss	51	91	stable_miss	0	1	0
A3GU48VNT4BCFR	0	1-5	middle	union_miss	51	91	stable_miss	0	0	2
ANCQKZHPGDKS2	2	1-5	head	cf_only	51	43	stable_miss	0	2	0
A22OVVLMT0025M	0	11-20	middle	both	1	1	stable_hit	0	1	0
ASDXGRHJ1G0MG	2	1-5	middle	union_miss	51	91	stable_miss	0	1	0
A345BXR9RAZPQL	2	1-5	head	cf_only	51	84	stable_miss	1	0	1
A2PXVMF9DH8NDZ	3	11-20	tail	union_miss	51	91	stable_miss	0	0	4
AJ7EXZ3ON0BVR	1	6-10	middle	both	7	9	stable_hit	0	1	0
A3GV11WCN6B6OL	0	6-10	head	union_miss	51	91	stable_miss	0	2	0
A3S3GGVSMN1BDM	0	1-5	middle	union_miss	51	91	stable_miss	0	0	0
A7JEWP1ITKQVJ	4	6-10	middle	union_miss	51	91	stable_miss	0	1	1
A2DF9FLWF98ZKP	2	1-5	middle	union_miss	51	91	stable_miss	0	0	1
A1KLPS6P7UR631	4	11-20	head	both	3	3	stable_hit	0	1	0
A1TKM36EYEQNSM	2	1-5	head	union_miss	51	91	stable_miss	0	1	0
AFO678EAGH4Y9	4	11-20	tail	union_miss	51	91	stable_miss	0	1	0
A3G3J1K769O5EF	1	1-5	middle	union_miss	51	91	stable_miss	1	0	0
AYBESUR7FVD97	3	1-5	middle	union_miss	51	91	stable_miss	0	1	3
A2V8O6PWFD24V1	0	1-5	middle	both	1	1	stable_hit	0	1	0
A2XMR57G65YL	4	1-5	tail	union_miss	51	91	stable_miss	0	2	0
AMRMK86X3PKXD	2	1-5	head	union_miss	51	91	stable_miss	0	1	0
A35MGJOE55YM0I	4	1-5	middle	union_miss	51	91	stable_miss	0	4	0
A3PR7RM3L8TORU	1	1-5	middle	union_miss	51	91	stable_miss	1	0	4
ASRIOCTQPKK1B	1	1-5	middle	union_miss	51	91	stable_miss	0	3	0
A3HUC8541SJ6UT	2	11-20	head	gram_only	14	20	stable_miss	1	0	0
A3BTL4FV6ODKAT	0	11-20	middle	cf_only	51	73	stable_miss	0	1	0
AZ9ZEQ5Y6QBDK	4	1-5	middle	both	18	16	stable_miss	0	1	0
A2ADF3PBL46KW3	1	1-5	head	cf_only	51	64	stable_miss	0	2	0
A2F74QFHK9EWPK	2	1-5	middle	union_miss	51	91	stable_miss	0	1	0
A23KACXOE9O9TX	2	11-20	tail	both	2	2	stable_hit	0	1	0
AW9FZO9WF88CV	3	1-5	head	union_miss	51	91	stable_miss	1	1	0
AYFGIZUMHUKCT	4	1-5	head	union_miss	51	91	stable_miss	0	2	0
AJ91FXLL2VBN7	4	1-5	middle	union_miss	51	91	stable_miss	2	1	0
A22F6WEVKDYJ0O	0	1-5	head	union_miss	51	91	stable_miss	2	0	0
AAEVGE52KL0DJ	3	6-10	tail	union_miss	51	91	stable_miss	1	1	0
A32WY3RGFMW9O1	0	6-10	middle	both	4	3	stable_hit	0	0	0
A141WC0TY1PB6L	1	1-5	middle	union_miss	51	91	stable_miss	0	0	2
AXSP7X8A1YK41	1	1-5	head	union_miss	51	91	stable_miss	0	1	0
ATZDGPMWR6N5D	2	6-10	middle	union_miss	51	91	stable_miss	1	0	1
A13H2ZRENPV9E	2	6-10	middle	union_miss	51	91	stable_miss	0	0	1
A3GZ0E8B9Z60J8	0	1-5	head	both	16	12	stable_miss	0	0	0
A2J2SK3BXBVXTE	1	1-5	middle	cf_only	51	34	stable_miss	0	2	0
A131IPB482MK2C	3	1-5	tail	union_miss	51	91	stable_miss	0	0	2
A2MSJ2NV99JXQC	3	6-10	middle	union_miss	51	91	stable_miss	1	1	0
A1OZEX6BNJEDBM	1	1-5	middle	union_miss	51	91	stable_miss	0	1	1
A325LPLXVP6F15	0	1-5	tail	union_miss	51	91	stable_miss	0	1	0
A1QIKQIBBIKGLD	0	1-5	middle	union_miss	51	91	stable_miss	0	0	2
ARMVD78URIPLF	4	1-5	tail	union_miss	51	91	stable_miss	0	1	0
A8757LV5QW9VX	3	11-20	middle	union_miss	51	91	stable_miss	2	0	2
A2YTL3NDH6JAHA	3	1-5	head	both	1	1	stable_hit	0	1	0
A3UTIIXWLL904I	4	1-5	middle	union_miss	51	91	stable_miss	1	1	1
A35C2IVVQR1HTK	2	6-10	tail	union_miss	51	91	stable_miss	0	2	0
A19LLI6RU662B8	4	1-5	middle	union_miss	51	91	stable_miss	0	0	2
A27W2GQI41K0W	3	1-5	middle	union_miss	51	91	stable_miss	0	1	0
ANUJTB160A13Z	4	1-5	head	union_miss	51	91	stable_miss	0	2	0
A2K9VXMD7453LW	2	1-5	middle	union_miss	51	91	stable_miss	0	0	1
A1N5RY5DFBHT2Q	2	1-5	head	union_miss	51	91	stable_miss	0	0	1
A1TFCGAYYXEVLA	1	1-5	tail	union_miss	51	91	stable_miss	1	0	0
A2TGH4VRQCS10Z	4	1-5	middle	union_miss	51	91	stable_miss	1	0	2
A3UOS7EC0NN88A	1	1-5	middle	union_miss	51	91	stable_miss	0	0	1
A2HID0OOMDK420	0	1-5	head	union_miss	51	91	stable_miss	1	0	3
A2XHAL5LZM1PPC	2	1-5	middle	gram_only	24	25	stable_miss	0	2	0
A3OEGVSXY0Y07W	3	1-5	tail	union_miss	51	91	stable_miss	0	2	0
A3D4NL89UHIJ87	2	1-5	head	gram_only	36	56	stable_miss	1	0	1
A3208DCETJQYDD	1	1-5	head	both	4	4	stable_hit	0	0	2
ASQKG1JENWA2M	1	1-5	tail	union_miss	51	91	stable_miss	1	0	1
A2945GC97CSCM8	1	1-5	head	both	2	1	stable_hit	0	2	1
A31C7L5241640T	3	1-5	middle	union_miss	51	91	stable_miss	0	2	0
A1QFGT1O6SZIHS	0	1-5	tail	union_miss	51	91	stable_miss	0	4	0
A1TQZ4RSHEKQ45	0	1-5	middle	union_miss	51	91	stable_miss	0	2	0
A1TDYS6Z6N1L9B	4	1-5	head	union_miss	51	91	stable_miss	0	1	0
ACRS2XC8L3S2K	3	1-5	head	union_miss	51	91	stable_miss	0	0	0
A2TWJ40S9HFUOB	2	1-5	middle	union_miss	51	91	stable_miss	1	0	2
A2SVJ25T8F8BTW	1	1-5	tail	union_miss	51	91	stable_miss	0	3	1
A3VGAP2KLCBNBB	2	11-20	tail	cf_only	51	33	stable_miss	0	3	1
A2RVSAIPOK5Z3H	1	6-10	head	cf_only	51	40	stable_miss	0	1	0
A31RLBPR9AI8HE	3	1-5	head	union_miss	51	91	stable_miss	1	1	0
A14H68GI0P8Q8N	3	1-5	middle	union_miss	51	91	stable_miss	1	0	1
A3AJQQEABBCYLX	4	1-5	middle	union_miss	51	91	stable_miss	0	1	1
AV19W38S18KEF	3	1-5	middle	union_miss	51	91	stable_miss	1	1	0
A2HB6YOYJPWNAL	4	6-10	middle	union_miss	51	91	stable_miss	0	1	0
A2G8TQFLNX5MKQ	0	1-5	middle	union_miss	51	91	stable_miss	0	3	0
A1YK31V8N02IFS	1	1-5	tail	union_miss	51	91	stable_miss	1	3	1
A3Q0M13QFMD84D	0	11-20	middle	union_miss	51	91	stable_miss	0	2	1
A3Q1GBD7C0999T	1	6-10	middle	union_miss	51	91	stable_miss	2	1	0
A19NP8YYADOOSF	1	1-5	tail	union_miss	51	91	stable_miss	0	4	0
AV0C12IXS9HYP	2	1-5	tail	gram_only	38	57	stable_miss	0	1	1
A2X4478R0TCQSF	1	1-5	middle	union_miss	51	91	stable_miss	0	2	2
A2B47LOX30XJ0G	1	1-5	head	both	1	1	stable_hit	0	1	0
A3J70SWLLQAFAT	1	6-10	middle	union_miss	51	91	stable_miss	0	1	1
A1OKSDRSOBXEZE	1	6-10	head	gram_only	22	19	stable_miss	0	0	0
ALUUFD1P2VZEQ	1	1-5	head	union_miss	51	91	stable_miss	0	1	0
A1THY8LHOAST5O	0	1-5	tail	union_miss	51	91	stable_miss	0	2	0
A3UEGI971RCXUU	4	1-5	middle	union_miss	51	91	stable_miss	0	3	0
A3BVHEIVQF5R0G	3	1-5	head	gram_only	21	23	stable_miss	0	0	1
AOMKUI325W2TJ	2	1-5	middle	union_miss	51	91	stable_miss	0	1	0
A3W1ZA5JQVT33G	3	1-5	head	gram_only	34	38	stable_miss	0	0	2
A15NFAT4JJBOO	3	1-5	tail	union_miss	51	91	stable_miss	0	0	0
A137V8GCRFOY74	4	6-10	middle	union_miss	51	91	stable_miss	0	3	0
ACIHXKMZIHV7W	1	6-10	tail	union_miss	51	91	stable_miss	0	0	1
A1J6SUXLMJMLLR	0	1-5	tail	union_miss	51	91	stable_miss	0	3	0
A2A1XYSB692L6J	2	1-5	middle	union_miss	51	91	stable_miss	0	1	2
AXW32H306JBP	3	6-10	head	gram_only	28	34	stable_miss	2	0	1
A25369P9FFDF46	4	1-5	middle	gram_only	28	27	stable_miss	0	0	0
A2FI9CP6R2K9OC	2	1-5	tail	union_miss	51	91	stable_miss	0	0	1
A3EAUXPIL65GX5	4	1-5	tail	union_miss	51	91	stable_miss	0	0	0
A28GUBWX9630QJ	2	6-10	middle	union_miss	51	91	stable_miss	1	0	0
A1MOICOJEL4GRW	1	11-20	tail	union_miss	51	91	stable_miss	0	1	2
A29KEMZEV5BL2S	4	1-5	middle	both	2	1	stable_hit	0	4	0
A2TJLZPKD1MW24	0	1-5	tail	union_miss	51	91	stable_miss	0	1	0
A25FWP777WLEHO	3	1-5	middle	union_miss	51	91	stable_miss	0	3	0
A1LACH6MLQWZ	2	6-10	middle	gram_only	21	24	stable_miss	0	3	0
AYCME2VJ64TAC	1	1-5	tail	both	19	21	stable_miss	0	1	0
ASA6MO9JQS628	2	1-5	middle	union_miss	51	91	stable_miss	1	0	1
A1LIV3VUYJG926	4	1-5	tail	union_miss	51	91	stable_miss	0	1	2
A2S6QCNNN8AK91	0	11-20	middle	union_miss	51	91	stable_miss	0	4	0
A3N03K23S2ZEIG	4	1-5	tail	union_miss	51	91	stable_miss	0	1	1
A1K3BCUBHOCQMB	3	6-10	tail	union_miss	51	91	stable_miss	0	3	0
A37RS6K0AP1DQJ	1	1-5	head	union_miss	51	91	stable_miss	0	1	2
A2LEZE5UVHFALD	4	1-5	head	union_miss	51	91	stable_miss	0	1	0
A1T909MRTTF9Y	2	1-5	head	union_miss	51	91	stable_miss	0	2	0
A14RYRR7ETV3UY	0	11-20	head	union_miss	51	91	stable_miss	0	1	0
A3PK2QEYSBTWYI	1	1-5	tail	both	2	2	stable_hit	0	3	0
AVX7RB9XQ29Q5	0	6-10	head	union_miss	51	91	stable_miss	1	0	1
A1XBMV24O4XUTO	2	6-10	middle	both	5	7	stable_hit	0	2	0
A2JBUYZCQAQF10	2	11-20	middle	union_miss	51	91	stable_miss	1	1	2
A28UMA3GW9L124	4	11-20	middle	union_miss	51	91	stable_miss	1	0	1
A3Q8JHRXVW2P8B	3	1-5	middle	cf_only	51	36	stable_miss	0	3	0
AYIVP2Q1XP3H8	4	1-5	middle	union_miss	51	91	stable_miss	0	0	0
A1X92E9FLWRU3H	3	1-5	middle	union_miss	51	91	stable_miss	0	2	1
AXN72SDUK0KQT	4	1-5	middle	union_miss	51	91	stable_miss	0	2	0
A2X5KTI8RDB0JH	1	1-5	tail	gram_only	3	3	stable_hit	2	0	0
A23P5YQ8YAHF6L	4	1-5	middle	cf_only	51	59	stable_miss	0	0	0
A11B61QBGHLQDN	4	11-20	middle	union_miss	51	91	stable_miss	0	2	0
A27S42MP4XMHV5	1	1-5	head	both	33	23	stable_miss	0	1	0
A62R496DI8W34	2	6-10	head	both	20	20	stable_miss	0	1	0
AJ48OJORP4NE4	1	1-5	head	union_miss	51	91	stable_miss	0	0	0
A2TJJCSCF7YKB3	1	1-5	head	union_miss	51	91	stable_miss	0	0	0
A1354C4W99WQUB	4	1-5	middle	both	1	1	stable_hit	0	0	0
AV5980KJFVGCG	0	1-5	head	union_miss	51	91	stable_miss	1	0	2
A1TSMUYO1K4L67	3	6-10	head	union_miss	51	91	stable_miss	0	1	0
A5UKTFW7RTC01	1	1-5	middle	cf_only	51	66	stable_miss	0	2	0
A1GTFKOAZT8GQL	1	11-20	middle	both	20	18	stable_miss	0	2	0
A35HCDS9EPCLLK	0	1-5	middle	union_miss	51	91	stable_miss	0	1	1
AIK0G28AWIL17	4	6-10	middle	union_miss	51	91	stable_miss	0	1	0
A1JWCNSL6W622O	2	1-5	head	gram_only	9	14	loss	1	0	1
A1VBDMNT6I8RE5	1	6-10	head	union_miss	51	91	stable_miss	0	1	0
A3VGTW5DM6GH67	1	6-10	middle	both	3	3	stable_hit	0	2	0
AS1FPHXL6YLOW	2	1-5	head	union_miss	51	91	stable_miss	0	2	0
A1F7IP6EJ5DOR1	4	6-10	tail	union_miss	51	91	stable_miss	0	2	1
AX88IRRCYGW1S	1	6-10	head	union_miss	51	91	stable_miss	2	0	0
A2XMO247S0NBJ0	0	1-5	middle	both	2	1	stable_hit	0	0	0
A3T2FHMUNYZB7T	4	1-5	head	union_miss	51	91	stable_miss	0	2	0
A1UY1YWNUTY4XN	1	11-20	middle	both	1	2	stable_hit	1	0	1
A3V6E16PSEARGV	0	6-10	middle	union_miss	51	91	stable_miss	0	3	0
A2P08L70P8ET67	1	1-5	tail	union_miss	51	91	stable_miss	0	1	0
A3AZPAZXGOD4VL	1	1-5	tail	gram_only	15	14	stable_miss	0	2	0
A3KCKECEO3E2AN	3	11-20	head	both	22	17	stable_miss	0	2	0
A2WT9FBIC8G2UR	0	6-10	middle	both	3	3	stable_hit	0	2	0
A29FLWXXYV07AF	0	1-5	head	union_miss	51	91	stable_miss	0	1	1
A35MQP8B71CQ9C	0	1-5	middle	union_miss	51	91	stable_miss	2	0	0
A1ZR8AIM298DFT	2	1-5	head	gram_only	10	15	loss	1	0	0
ARGCRVY53Q5BR	1	1-5	middle	union_miss	51	91	stable_miss	0	2	0
A25X4F1TS2SW27	2	1-5	head	both	7	8	stable_hit	0	2	0
AAHPYVES8K6CK	4	6-10	tail	both	1	1	stable_hit	0	0	2
A1FII6B4HLS8XR	2	1-5	head	gram_only	50	84	stable_miss	0	1	1
A32WT1ZEE4QGZB	1	1-5	middle	union_miss	51	91	stable_miss	1	1	0
A4KKT5J33X0C9	0	6-10	middle	union_miss	51	91	stable_miss	0	1	0
A1H70WK52G194F	1	1-5	middle	gram_only	2	1	stable_hit	0	0	1
A3G42PNWASLGE8	1	6-10	head	gram_only	34	39	stable_miss	0	1	0
A3KJ06Z2K3UGYG	3	6-10	tail	union_miss	51	91	stable_miss	0	1	2
A12E0Y0J6584RT	3	11-20	middle	both	2	2	stable_hit	0	3	0
APQ225F9VOI97	4	1-5	head	both	1	1	stable_hit	0	0	0
A336PDROMWEDWL	2	1-5	head	union_miss	51	91	stable_miss	0	1	0
AXQSVBTBF6SLA	1	1-5	middle	union_miss	51	91	stable_miss	0	1	0
A2M9NE0EX51O7Z	4	1-5	middle	union_miss	51	91	stable_miss	0	1	0
A1UULJW6V2ERBP	0	6-10	head	union_miss	51	91	stable_miss	0	1	0
A2R8VXVVO50XIM	3	1-5	middle	union_miss	51	91	stable_miss	0	0	1
ACLKV3VV6FGDU	3	1-5	middle	union_miss	51	91	stable_miss	0	1	1
A3TTNQ1AUA2N63	1	1-5	head	union_miss	51	91	stable_miss	0	1	0
A2RIAXGSBP65BJ	3	11-20	tail	union_miss	51	91	stable_miss	0	2	0
A3ORV1QBL4K9U1	4	11-20	tail	union_miss	51	91	stable_miss	1	1	0
A3B5NETV3NS2EH	1	1-5	tail	both	1	1	stable_hit	1	0	0
A27DY7WQWLYSEO	3	1-5	middle	union_miss	51	91	stable_miss	0	2	0
A2GQ6ORWXGIGS6	2	6-10	middle	gram_only	44	49	stable_miss	0	1	0
A3N9DP3DISWORE	1	1-5	head	union_miss	51	91	stable_miss	0	3	0
A3LWV94ZSGJANY	0	6-10	head	both	30	20	stable_miss	0	1	1
A2BPS64EXCJDKP	1	1-5	head	union_miss	51	91	stable_miss	0	2	1
A2MRTFIDEAPZJ1	0	11-20	middle	cf_only	51	48	stable_miss	0	2	0
A2TI5R93FF69UN	1	11-20	tail	union_miss	51	91	stable_miss	0	1	1
A3G2PUQ455XMXJ	4	11-20	middle	cf_only	51	72	stable_miss	0	0	0
AETU6WZAUMX53	2	1-5	tail	union_miss	51	91	stable_miss	0	1	0
A1I8XTYJHWX6N2	0	1-5	middle	union_miss	51	91	stable_miss	0	1	0
A2KVKBIXBL9802	0	1-5	head	both	17	17	stable_miss	0	2	2
A2XNKMGEYHLUK7	3	11-20	middle	union_miss	51	91	stable_miss	0	2	2
A1ESSN3AWYWUTL	1	6-10	middle	union_miss	51	91	stable_miss	1	0	0
A17T1ADLB2YWZR	1	1-5	tail	union_miss	51	91	stable_miss	1	0	1
A3EXW4HNYX7HF5	4	11-20	head	union_miss	51	91	stable_miss	0	1	0
A2SXGR38BJR47M	4	6-10	head	union_miss	51	91	stable_miss	0	0	0
A2FSPEEQSF1D3L	4	6-10	middle	union_miss	51	91	stable_miss	0	0	1
AYUF7YETYOLNX	1	11-20	middle	union_miss	51	91	stable_miss	0	1	0
AP1IQ8PYS5YHB	1	1-5	head	union_miss	51	91	stable_miss	0	1	0
A1UXYKT3295IFA	4	1-5	middle	union_miss	51	91	stable_miss	0	4	0
A2MP7JGO747X6E	4	1-5	head	union_miss	51	91	stable_miss	0	1	0
A38942DXUBBVH7	0	1-5	tail	union_miss	51	91	stable_miss	0	3	0
A2O35ES6WSV2Z2	1	6-10	head	cf_only	51	10	gain	0	0	1
AJM8UJ66W6YT	2	6-10	middle	union_miss	51	91	stable_miss	0	3	0
ADSFUJVGDLOE4	1	1-5	middle	union_miss	51	91	stable_miss	0	3	0
A1ZAIEZHFLI9UN	4	6-10	middle	gram_only	26	18	stable_miss	0	2	0
A112JF58KKB8LP	4	6-10	head	union_miss	51	91	stable_miss	1	1	0
A1GN7ZHUL5R03A	2	1-5	middle	union_miss	51	91	stable_miss	0	1	1
A3DIDEUX0W5VT6	4	1-5	tail	union_miss	51	91	stable_miss	0	1	0
A351YEOZLLR34M	3	1-5	tail	union_miss	51	91	stable_miss	0	1	0
