dataset,user,split,sample_hash,depth,child_count,history_length,donor_overlap_max,lp_clean,lp_corrupt,lp_no_cf,cf_utility,cf_margin,helpful,sensitivity_deficit,visible_length_identity,metadata_start_identity
Toys,A2G5R7D5KQPJT3,fit,02c4f3efe3db0083c4abbe1f06a684d48803e92f8bd82dc1d27817b3e10aceb4,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A2G5R7D5KQPJT3,fit,02c4f3efe3db0083c4abbe1f06a684d48803e92f8bd82dc1d27817b3e10aceb4,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A17PW45P2ASH4K,fit,02c52dde14485621dfe95f7b2123efd02b20cf3e5e63463e0358dc4673f85945,0,30,2,0.0,-3.7854018211364746,-3.3983688354492188,-3.5896687507629395,-0.19573307037353516,-0.38703298568725586,False,False,True,True
Toys,A17PW45P2ASH4K,fit,02c52dde14485621dfe95f7b2123efd02b20cf3e5e63463e0358dc4673f85945,1,26,2,0.0,-0.7109209299087524,-1.2638208866119385,-1.0363099575042725,0.32538902759552,0.552899956703186,True,False,True,True
Toys,A17PW45P2ASH4K,fit,02c52dde14485621dfe95f7b2123efd02b20cf3e5e63463e0358dc4673f85945,2,4,2,0.0,-0.3769892156124115,-0.3496986925601959,-0.26887455582618713,-0.10811465978622437,-0.027290523052215576,False,False,True,True
Toys,A17PW45P2ASH4K,fit,02c52dde14485621dfe95f7b2123efd02b20cf3e5e63463e0358dc4673f85945,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A17PW45P2ASH4K,fit,02c52dde14485621dfe95f7b2123efd02b20cf3e5e63463e0358dc4673f85945,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A2NVCPRRQ1ZFXU,fit,02c57741a3aa9b226ca43a381eeacd258c546f0428d11b0361267df118c2a203,0,30,3,0.0,-0.04652530327439308,-0.48093050718307495,-0.04290718212723732,-0.0036181211471557617,0.43440520390868187,False,False,True,True
Toys,A2NVCPRRQ1ZFXU,fit,02c57741a3aa9b226ca43a381eeacd258c546f0428d11b0361267df118c2a203,1,29,3,0.0,-3.9453320503234863,-2.907792091369629,-2.071911573410034,-1.8734204769134521,-1.0375399589538574,False,False,True,True
Toys,A2NVCPRRQ1ZFXU,fit,02c57741a3aa9b226ca43a381eeacd258c546f0428d11b0361267df118c2a203,2,7,3,0.0,-0.030452098697423935,-2.999221086502075,-3.002134323120117,2.9716822244226933,2.9687689878046513,True,False,True,True
Toys,A2NVCPRRQ1ZFXU,fit,02c57741a3aa9b226ca43a381eeacd258c546f0428d11b0361267df118c2a203,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A2NVCPRRQ1ZFXU,fit,02c57741a3aa9b226ca43a381eeacd258c546f0428d11b0361267df118c2a203,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A2MPXY7EIKPIJN,fit,02c8e2843f1fad2c008d7eeaf191ba57194b7f6c9010f846233bd2238e279f81,0,30,7,0.0,-2.0840229988098145,-1.6218538284301758,-0.9621481895446777,-1.1218748092651367,-0.46216917037963867,False,False,True,True
Toys,A2MPXY7EIKPIJN,fit,02c8e2843f1fad2c008d7eeaf191ba57194b7f6c9010f846233bd2238e279f81,1,53,7,0.0,-0.005038896109908819,-1.6597282886505127,-0.017593279480934143,0.012554383371025324,1.6546893925406039,True,False,True,True
Toys,A2MPXY7EIKPIJN,fit,02c8e2843f1fad2c008d7eeaf191ba57194b7f6c9010f846233bd2238e279f81,2,6,7,0.0,-0.05535094439983368,-1.2070417404174805,-1.497300386428833,1.4419494420289993,1.1516907960176468,True,False,True,True
Toys,A2MPXY7EIKPIJN,fit,02c8e2843f1fad2c008d7eeaf191ba57194b7f6c9010f846233bd2238e279f81,3,2,7,0.0,-0.022925103083252907,-0.00932976882904768,-0.0399533174932003,0.017028214409947395,-0.013595334254205227,True,True,True,True
Toys,A2MPXY7EIKPIJN,fit,02c8e2843f1fad2c008d7eeaf191ba57194b7f6c9010f846233bd2238e279f81,4,1,7,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A3JKV7OKRBQQ3H,fit,02c96f42ae9d79d03b036a8807b594a864f73d712f39af7e8359621524bcbdcb,0,30,7,0.0,-0.1454334408044815,-0.22700533270835876,-0.12529966235160828,-0.02013377845287323,0.08157189190387726,False,False,True,True
Toys,A3JKV7OKRBQQ3H,fit,02c96f42ae9d79d03b036a8807b594a864f73d712f39af7e8359621524bcbdcb,1,15,7,0.0,-0.01224429626017809,-0.11568497866392136,-0.09978677332401276,0.08754247706383467,0.10344068240374327,True,False,True,True
Toys,A3JKV7OKRBQQ3H,fit,02c96f42ae9d79d03b036a8807b594a864f73d712f39af7e8359621524bcbdcb,2,34,7,0.0,-0.6089924573898315,-3.187906265258789,-1.1767467260360718,0.5677542686462402,2.5789138078689575,True,False,True,True
Toys,A3JKV7OKRBQQ3H,fit,02c96f42ae9d79d03b036a8807b594a864f73d712f39af7e8359621524bcbdcb,3,21,7,0.0,-0.749068021774292,-0.04237839952111244,-0.8201372623443604,0.07106924057006836,-0.7066896222531796,True,True,True,True
Toys,A3JKV7OKRBQQ3H,fit,02c96f42ae9d79d03b036a8807b594a864f73d712f39af7e8359621524bcbdcb,4,1,7,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A3JKV7OKRBQQ3H,fit,02c96f42ae9d79d03b036a8807b594a864f73d712f39af7e8359621524bcbdcb,5,4,7,0.0,-0.9747865200042725,-1.882284164428711,-0.8984246253967285,-0.07636189460754395,0.9074976444244385,False,False,True,True
Toys,A19P2VVUPZSTWL,fit,02d0adf2fe6f587dd441911c9f580e609f39d85b0d75b0ed93765c7bc71c5bad,0,30,8,0.0,-1.9487764835357666,-2.1378633975982666,-2.159926414489746,0.2111499309539795,0.1890869140625,True,False,True,True
Toys,A19P2VVUPZSTWL,fit,02d0adf2fe6f587dd441911c9f580e609f39d85b0d75b0ed93765c7bc71c5bad,1,24,8,0.0,-1.8096158504486084,-2.125120162963867,-2.4787070751190186,0.6690912246704102,0.3155043125152588,True,False,True,True
Toys,A19P2VVUPZSTWL,fit,02d0adf2fe6f587dd441911c9f580e609f39d85b0d75b0ed93765c7bc71c5bad,2,23,8,0.0,-0.0644783303141594,-1.3842642307281494,-0.10953640192747116,0.04505807161331177,1.31978590041399,True,False,True,True
Toys,A19P2VVUPZSTWL,fit,02d0adf2fe6f587dd441911c9f580e609f39d85b0d75b0ed93765c7bc71c5bad,3,3,8,0.0,-0.08053196966648102,-0.035912539809942245,-0.04759583622217178,-0.032936133444309235,-0.04461942985653877,False,False,True,True
Toys,A19P2VVUPZSTWL,fit,02d0adf2fe6f587dd441911c9f580e609f39d85b0d75b0ed93765c7bc71c5bad,4,1,8,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A1VR9T6YY0KZGG,fit,02d0f4621381ed09dade5fa666f05d879b28848cb0a8895ceee3fd0e3359c304,0,30,2,0.0,-5.246230125427246,-4.630441665649414,-5.020354270935059,-0.2258758544921875,-0.615788459777832,False,False,True,True
Toys,A1VR9T6YY0KZGG,fit,02d0f4621381ed09dade5fa666f05d879b28848cb0a8895ceee3fd0e3359c304,1,22,2,0.0,-0.9577107429504395,-5.220340251922607,-4.25904655456543,3.3013358116149902,4.262629508972168,True,False,True,True
Toys,A1VR9T6YY0KZGG,fit,02d0f4621381ed09dade5fa666f05d879b28848cb0a8895ceee3fd0e3359c304,2,2,2,0.0,-0.010169712826609612,-0.034415099769830704,-0.025790920481085777,0.015621207654476166,0.024245386943221092,True,True,True,True
Toys,A1VR9T6YY0KZGG,fit,02d0f4621381ed09dade5fa666f05d879b28848cb0a8895ceee3fd0e3359c304,3,2,2,0.0,-0.019902294501662254,-0.038856104016304016,-0.021199652925133705,0.0012973584234714508,0.018953809514641762,True,True,True,True
Toys,A1VR9T6YY0KZGG,fit,02d0f4621381ed09dade5fa666f05d879b28848cb0a8895ceee3fd0e3359c304,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A1VR9T6YY0KZGG,fit,02d0f4621381ed09dade5fa666f05d879b28848cb0a8895ceee3fd0e3359c304,5,2,2,0.0,-0.2933585047721863,-0.3928452432155609,-0.2940846383571625,0.0007261335849761963,0.09948673844337463,True,True,True,True
Toys,A12XKCM5DZ1B7A,fit,02d2cbce9163b6e025f93eace954b39019b0f720dd30723f80093f5dadedecf3,0,30,5,0.0,-3.097646474838257,-2.7586350440979004,-2.6992297172546387,-0.39841675758361816,-0.33901143074035645,False,False,True,True
Toys,A12XKCM5DZ1B7A,fit,02d2cbce9163b6e025f93eace954b39019b0f720dd30723f80093f5dadedecf3,1,23,5,0.0,-1.176406979560852,-0.9640336036682129,-0.9908851981163025,-0.18552178144454956,-0.21237337589263916,False,False,True,True
Toys,A12XKCM5DZ1B7A,fit,02d2cbce9163b6e025f93eace954b39019b0f720dd30723f80093f5dadedecf3,2,37,5,0.0,-0.5645020008087158,-1.2280625104904175,-1.5438847541809082,0.9793827533721924,0.6635605096817017,True,False,True,True
Toys,A12XKCM5DZ1B7A,fit,02d2cbce9163b6e025f93eace954b39019b0f720dd30723f80093f5dadedecf3,3,1,5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A12XKCM5DZ1B7A,fit,02d2cbce9163b6e025f93eace954b39019b0f720dd30723f80093f5dadedecf3,4,1,5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A3BLP7LRNCAT2Y,fit,02d60dcb6f254305fbc3c36042092caf54e345a9e16d419f2cbe6c515786ee2f,0,30,4,0.0,-4.202115058898926,-4.721044540405273,-4.357192039489746,0.1550769805908203,0.5189294815063477,True,False,True,True
Toys,A3BLP7LRNCAT2Y,fit,02d60dcb6f254305fbc3c36042092caf54e345a9e16d419f2cbe6c515786ee2f,1,20,4,0.0,-2.4609217643737793,-2.932565927505493,-2.285247802734375,-0.1756739616394043,0.47164416313171387,False,False,True,True
Toys,A3BLP7LRNCAT2Y,fit,02d60dcb6f254305fbc3c36042092caf54e345a9e16d419f2cbe6c515786ee2f,2,14,4,0.0,-0.3249400854110718,-3.0659804344177246,-2.1239728927612305,1.7990328073501587,2.741040349006653,True,False,True,True
Toys,A3BLP7LRNCAT2Y,fit,02d60dcb6f254305fbc3c36042092caf54e345a9e16d419f2cbe6c515786ee2f,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A3BLP7LRNCAT2Y,fit,02d60dcb6f254305fbc3c36042092caf54e345a9e16d419f2cbe6c515786ee2f,4,3,4,0.0,-0.013916835188865662,-0.026293480768799782,-0.014125250279903412,0.00020841509103775024,0.01237664557993412,True,True,True,True
Toys,ARZ2SH4Q1OFO1,fit,02d70c17c04dd3c7a5959f3ff80f618cc5518739e72d9363886e91a5296969c1,0,30,6,0.1111111111111111,-0.05915769189596176,-0.17397119104862213,-0.086235910654068,0.02707821875810623,0.11481349915266037,True,False,True,True
Toys,ARZ2SH4Q1OFO1,fit,02d70c17c04dd3c7a5959f3ff80f618cc5518739e72d9363886e91a5296969c1,1,24,6,0.1111111111111111,-0.7563596367835999,-0.7460806965827942,-1.1073882579803467,0.3510286211967468,-0.010278940200805664,True,True,True,True
Toys,ARZ2SH4Q1OFO1,fit,02d70c17c04dd3c7a5959f3ff80f618cc5518739e72d9363886e91a5296969c1,2,186,6,0.1111111111111111,-3.10149884223938,-2.8394381999969482,-3.7430667877197266,0.6415679454803467,-0.26206064224243164,True,True,True,True
Toys,ARZ2SH4Q1OFO1,fit,02d70c17c04dd3c7a5959f3ff80f618cc5518739e72d9363886e91a5296969c1,3,3,6,0.1111111111111111,-0.011629996821284294,-0.008250794373452663,-0.008128182962536812,-0.0035018138587474823,-0.0033792024478316307,False,False,True,True
Toys,ARZ2SH4Q1OFO1,fit,02d70c17c04dd3c7a5959f3ff80f618cc5518739e72d9363886e91a5296969c1,4,1,6,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,ARZ2SH4Q1OFO1,fit,02d70c17c04dd3c7a5959f3ff80f618cc5518739e72d9363886e91a5296969c1,5,2,6,0.1111111111111111,-0.561308741569519,-0.5731211304664612,-0.5275788903236389,-0.03372985124588013,0.011812388896942139,False,False,True,True
Toys,A3FR4DNX164M7W,fit,02e09b04a19348b57e5a575e3ba186b01d55b8bd76542119182a66f7d7e70e8f,0,30,6,0.0,-5.023605823516846,-4.932315349578857,-5.001175880432129,-0.022429943084716797,-0.09129047393798828,False,False,True,True
Toys,A3FR4DNX164M7W,fit,02e09b04a19348b57e5a575e3ba186b01d55b8bd76542119182a66f7d7e70e8f,1,20,6,0.0,-1.5800845623016357,-1.9604041576385498,-2.00386381149292,0.4237792491912842,0.38031959533691406,True,False,True,True
Toys,A3FR4DNX164M7W,fit,02e09b04a19348b57e5a575e3ba186b01d55b8bd76542119182a66f7d7e70e8f,2,57,6,0.0,-1.9943366050720215,-7.250756740570068,-4.611453056335449,2.6171164512634277,5.256420135498047,True,False,True,True
Toys,A3FR4DNX164M7W,fit,02e09b04a19348b57e5a575e3ba186b01d55b8bd76542119182a66f7d7e70e8f,3,1,6,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A3FR4DNX164M7W,fit,02e09b04a19348b57e5a575e3ba186b01d55b8bd76542119182a66f7d7e70e8f,4,1,6,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A1M0LDGMSIR3VE,fit,02f42f5df8d4a6537b546d7d421b41c309f470b60dfc52830df6ff07d68e261c,0,30,4,0.0,-0.07868779450654984,-0.599746584892273,-0.20057646930217743,0.1218886747956276,0.5210587903857231,True,False,True,True
Toys,A1M0LDGMSIR3VE,fit,02f42f5df8d4a6537b546d7d421b41c309f470b60dfc52830df6ff07d68e261c,1,53,4,0.0,-1.9206485748291016,-5.293888092041016,-5.510479927062988,3.5898313522338867,3.373239517211914,True,False,True,True
Toys,A1M0LDGMSIR3VE,fit,02f42f5df8d4a6537b546d7d421b41c309f470b60dfc52830df6ff07d68e261c,2,11,4,0.0,-1.1920928244535389e-07,-2.1165857315063477,-1.273948311805725,1.2739481925964427,2.116585612297065,True,False,True,True
Toys,A1M0LDGMSIR3VE,fit,02f42f5df8d4a6537b546d7d421b41c309f470b60dfc52830df6ff07d68e261c,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A1M0LDGMSIR3VE,fit,02f42f5df8d4a6537b546d7d421b41c309f470b60dfc52830df6ff07d68e261c,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A2VRHU7G3PMF3I,fit,02f8628f3bbb9646fb352f940355addcd699dbd369e520b5886259d890da7cc2,0,30,3,0.1111111111111111,-0.6976074576377869,-0.6877031326293945,-0.7529684901237488,0.055361032485961914,-0.009904325008392334,True,True,True,True
Toys,A2VRHU7G3PMF3I,fit,02f8628f3bbb9646fb352f940355addcd699dbd369e520b5886259d890da7cc2,1,29,3,0.1111111111111111,-1.9089853763580322,-1.5832988023757935,-1.3460743427276611,-0.5629110336303711,-0.32568657398223877,False,False,True,True
Toys,A2VRHU7G3PMF3I,fit,02f8628f3bbb9646fb352f940355addcd699dbd369e520b5886259d890da7cc2,2,45,3,0.1111111111111111,-8.189480781555176,-8.631256103515625,-8.285221099853516,0.09574031829833984,0.4417753219604492,True,False,True,True
Toys,A2VRHU7G3PMF3I,fit,02f8628f3bbb9646fb352f940355addcd699dbd369e520b5886259d890da7cc2,3,1,3,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A2VRHU7G3PMF3I,fit,02f8628f3bbb9646fb352f940355addcd699dbd369e520b5886259d890da7cc2,4,1,3,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A1VSPP140RE4NM,fit,03087fb8bf96279eed2aebbf3a13070e16eed1a77a7e4f8cb77cf505fe9edec1,0,30,2,0.0,-2.94453763961792,-2.7002835273742676,-2.9555931091308594,0.011055469512939453,-0.24425411224365234,True,True,True,True
Toys,A1VSPP140RE4NM,fit,03087fb8bf96279eed2aebbf3a13070e16eed1a77a7e4f8cb77cf505fe9edec1,1,31,2,0.0,-1.8541432619094849,-1.0131556987762451,-1.680469036102295,-0.17367422580718994,-0.8409875631332397,False,False,True,True
Toys,A1VSPP140RE4NM,fit,03087fb8bf96279eed2aebbf3a13070e16eed1a77a7e4f8cb77cf505fe9edec1,2,31,2,0.0,-4.665674209594727,-5.896398067474365,-5.089700222015381,0.4240260124206543,1.2307238578796387,True,False,True,True
Toys,A1VSPP140RE4NM,fit,03087fb8bf96279eed2aebbf3a13070e16eed1a77a7e4f8cb77cf505fe9edec1,3,3,2,0.0,-0.4116767644882202,-0.2718936502933502,-0.3230266869068146,-0.08865007758140564,-0.13978311419487,False,False,True,True
Toys,A1VSPP140RE4NM,fit,03087fb8bf96279eed2aebbf3a13070e16eed1a77a7e4f8cb77cf505fe9edec1,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,ARRKEMHZJY9VB,fit,031023eeb9999010442ce76e38f11b381f8297ca0e213b80bfb41619f0b0f4ff,0,30,13,0.1111111111111111,-0.2839783728122711,-0.5207005143165588,-0.4129899740219116,0.1290116012096405,0.23672214150428772,True,False,True,True
Toys,ARRKEMHZJY9VB,fit,031023eeb9999010442ce76e38f11b381f8297ca0e213b80bfb41619f0b0f4ff,1,27,13,0.1111111111111111,-1.301561951637268,-2.9640603065490723,-2.7182493209838867,1.4166873693466187,1.6624983549118042,True,False,True,True
Toys,ARRKEMHZJY9VB,fit,031023eeb9999010442ce76e38f11b381f8297ca0e213b80bfb41619f0b0f4ff,2,14,13,0.1111111111111111,-0.03480881080031395,-0.28210708498954773,-0.49171411991119385,0.4569053091108799,0.24729827418923378,True,False,True,True
Toys,ARRKEMHZJY9VB,fit,031023eeb9999010442ce76e38f11b381f8297ca0e213b80bfb41619f0b0f4ff,3,1,13,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,ARRKEMHZJY9VB,fit,031023eeb9999010442ce76e38f11b381f8297ca0e213b80bfb41619f0b0f4ff,4,3,13,0.1111111111111111,-3.5523738915799186e-05,-0.013993717730045319,-0.0067856828682124615,0.006750159129296662,0.01395819399112952,True,True,True,True
Toys,ARRKEMHZJY9VB,fit,031023eeb9999010442ce76e38f11b381f8297ca0e213b80bfb41619f0b0f4ff,5,2,13,0.1111111111111111,-0.29279667139053345,-0.5777348279953003,-0.6612529754638672,0.36845630407333374,0.28493815660476685,True,False,True,True
Toys,ASH0DZQQF6AIZ,fit,03198c1211e7ae2eb35b8c16c69269308d2b120389b10143232534600f12a2f7,0,30,5,0.1111111111111111,-1.3161351680755615,-1.288604974746704,-1.2389616966247559,-0.07717347145080566,-0.027530193328857422,False,False,True,True
Toys,ASH0DZQQF6AIZ,fit,03198c1211e7ae2eb35b8c16c69269308d2b120389b10143232534600f12a2f7,1,24,5,0.1111111111111111,-0.49917086958885193,-0.40451616048812866,-0.3428307771682739,-0.156340092420578,-0.09465470910072327,False,False,True,True
Toys,ASH0DZQQF6AIZ,fit,03198c1211e7ae2eb35b8c16c69269308d2b120389b10143232534600f12a2f7,2,186,5,0.1111111111111111,-2.259957790374756,-3.5527873039245605,-1.869829773902893,-0.3901280164718628,1.2928295135498047,False,False,True,True
Toys,ASH0DZQQF6AIZ,fit,03198c1211e7ae2eb35b8c16c69269308d2b120389b10143232534600f12a2f7,3,3,5,0.1111111111111111,-0.061675578355789185,-0.07166411727666855,-0.06966564059257507,0.007990062236785889,0.009988538920879364,True,True,True,True
Toys,ASH0DZQQF6AIZ,fit,03198c1211e7ae2eb35b8c16c69269308d2b120389b10143232534600f12a2f7,4,1,5,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A2PFUJ2R69R6E9,fit,03203fe183ed404b7cca9072489f45e22a25285e019b33465bd58991784b9b6b,0,30,3,0.0,-1.0266450643539429,-1.4699769020080566,-1.5776387453079224,0.5509936809539795,0.44333183765411377,True,False,True,True
Toys,A2PFUJ2R69R6E9,fit,03203fe183ed404b7cca9072489f45e22a25285e019b33465bd58991784b9b6b,1,25,3,0.0,-0.1169629618525505,-2.0554752349853516,-2.8842902183532715,2.767327256500721,1.938512273132801,True,False,True,True
Toys,A2PFUJ2R69R6E9,fit,03203fe183ed404b7cca9072489f45e22a25285e019b33465bd58991784b9b6b,2,22,3,0.0,-1.219468593597412,-5.08935546875,-3.5644288063049316,2.3449602127075195,3.869886875152588,True,False,True,True
Toys,A2PFUJ2R69R6E9,fit,03203fe183ed404b7cca9072489f45e22a25285e019b33465bd58991784b9b6b,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A2PFUJ2R69R6E9,fit,03203fe183ed404b7cca9072489f45e22a25285e019b33465bd58991784b9b6b,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A2FCAY6W3WH2YW,fit,0329604e40eebddf178c09e1e7ae8643ea215a80aae1cb6a93c14e7e6c55ade4,0,30,4,0.0,-2.9450840950012207,-2.502856731414795,-2.6737430095672607,-0.27134108543395996,-0.4422273635864258,False,False,True,True
Toys,A2FCAY6W3WH2YW,fit,0329604e40eebddf178c09e1e7ae8643ea215a80aae1cb6a93c14e7e6c55ade4,1,53,4,0.0,-1.0189213752746582,-1.0739765167236328,-1.3343299627304077,0.3154085874557495,0.05505514144897461,True,True,True,True
Toys,A2FCAY6W3WH2YW,fit,0329604e40eebddf178c09e1e7ae8643ea215a80aae1cb6a93c14e7e6c55ade4,2,44,4,0.0,-1.9374817609786987,-2.3244941234588623,-2.6840224266052246,0.7465406656265259,0.3870123624801636,True,False,True,True
Toys,A2FCAY6W3WH2YW,fit,0329604e40eebddf178c09e1e7ae8643ea215a80aae1cb6a93c14e7e6c55ade4,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A2FCAY6W3WH2YW,fit,0329604e40eebddf178c09e1e7ae8643ea215a80aae1cb6a93c14e7e6c55ade4,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A1YCBDFBAYBSEZ,fit,032e4a457ec965ca4b4dcd5e5b5fe8723f53be46ef819ad536f363a4245079b2,0,30,2,0.0,-2.718456983566284,-2.105137825012207,-2.567734956741333,-0.15072202682495117,-0.6133191585540771,False,False,True,True
Toys,A1YCBDFBAYBSEZ,fit,032e4a457ec965ca4b4dcd5e5b5fe8723f53be46ef819ad536f363a4245079b2,1,53,2,0.0,-4.1212921142578125,-4.333679676055908,-5.028811454772949,0.9075193405151367,0.2123875617980957,True,False,True,True
Toys,A1YCBDFBAYBSEZ,fit,032e4a457ec965ca4b4dcd5e5b5fe8723f53be46ef819ad536f363a4245079b2,2,7,2,0.0,-2.7823410034179688,-4.032553195953369,-2.6284637451171875,-0.15387725830078125,1.2502121925354004,False,False,True,True
Toys,A1YCBDFBAYBSEZ,fit,032e4a457ec965ca4b4dcd5e5b5fe8723f53be46ef819ad536f363a4245079b2,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A1YCBDFBAYBSEZ,fit,032e4a457ec965ca4b4dcd5e5b5fe8723f53be46ef819ad536f363a4245079b2,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,AWX8MBUMYRLE1,fit,032ffc96f6ede1712c325bd937e189c8861751729c7b9b644ffaa6c4cfaeea93,0,30,3,0.0,-0.45343253016471863,-0.920817494392395,-0.5499939322471619,0.09656140208244324,0.4673849642276764,True,False,True,True
Toys,AWX8MBUMYRLE1,fit,032ffc96f6ede1712c325bd937e189c8861751729c7b9b644ffaa6c4cfaeea93,1,44,3,0.0,-0.03711234778165817,-0.11536116153001785,-0.1426042914390564,0.10549194365739822,0.07824881374835968,True,True,True,True
Toys,AWX8MBUMYRLE1,fit,032ffc96f6ede1712c325bd937e189c8861751729c7b9b644ffaa6c4cfaeea93,2,96,3,0.0,-0.025711221620440483,-5.330035209655762,-5.7887468338012695,5.763035612180829,5.304323988035321,True,False,True,True
Toys,AWX8MBUMYRLE1,fit,032ffc96f6ede1712c325bd937e189c8861751729c7b9b644ffaa6c4cfaeea93,3,2,3,0.0,0.0,-3.6866848468780518,-0.5384303331375122,0.5384303331375122,3.6866848468780518,True,False,True,True
Toys,AWX8MBUMYRLE1,fit,032ffc96f6ede1712c325bd937e189c8861751729c7b9b644ffaa6c4cfaeea93,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,AOA7DLVR783CM,fit,033a0fd64c5c09036e884b09148b4b38890ab544a2e399957e405b8876657871,0,30,11,0.1111111111111111,-3.731621265411377,-3.619074821472168,-3.513812780380249,-0.21780848503112793,-0.11254644393920898,False,False,True,True
Toys,AOA7DLVR783CM,fit,033a0fd64c5c09036e884b09148b4b38890ab544a2e399957e405b8876657871,1,28,11,0.1111111111111111,-2.0488367080688477,-2.5123167037963867,-2.3021552562713623,0.25331854820251465,0.46347999572753906,True,False,True,True
Toys,AOA7DLVR783CM,fit,033a0fd64c5c09036e884b09148b4b38890ab544a2e399957e405b8876657871,2,11,11,0.1111111111111111,-0.030422380194067955,-0.6151028275489807,-0.11317349225282669,0.08275111205875874,0.5846804473549128,True,False,True,True
Toys,AOA7DLVR783CM,fit,033a0fd64c5c09036e884b09148b4b38890ab544a2e399957e405b8876657871,3,1,11,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,AOA7DLVR783CM,fit,033a0fd64c5c09036e884b09148b4b38890ab544a2e399957e405b8876657871,4,1,11,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A3SH01K0HA3TRA,fit,033c45cedf965119bbe6f6ffdbfcbafc6d484e4f69e69f6fbeedca3957a40f6a,0,30,8,0.0,-5.646007061004639,-6.271509170532227,-5.808662414550781,0.16265535354614258,0.6255021095275879,True,False,True,True
Toys,A3SH01K0HA3TRA,fit,033c45cedf965119bbe6f6ffdbfcbafc6d484e4f69e69f6fbeedca3957a40f6a,1,28,8,0.0,-0.6632906794548035,-6.01814079284668,-5.949361801147461,5.2860711216926575,5.354850113391876,True,False,True,True
Toys,A3SH01K0HA3TRA,fit,033c45cedf965119bbe6f6ffdbfcbafc6d484e4f69e69f6fbeedca3957a40f6a,2,1,8,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A3SH01K0HA3TRA,fit,033c45cedf965119bbe6f6ffdbfcbafc6d484e4f69e69f6fbeedca3957a40f6a,3,1,8,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A3SH01K0HA3TRA,fit,033c45cedf965119bbe6f6ffdbfcbafc6d484e4f69e69f6fbeedca3957a40f6a,4,1,8,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Toys,A38KQZS5M1A8T8,fit,0344178d8516d05f6a52238225f6644687c2afa197227a3af94183eccee3ad1a,0,30,6,0.0,-0.057392168790102005,-0.21689409017562866,-0.0917138084769249,0.03432163968682289,0.15950192138552666,True,False,True,True
Toys,A38KQZS5M1A8T8,fit,0344178d8516d05f6a52238225f6644687c2afa197227a3af94183eccee3ad1a,1,27,6,0.0,-0.004794529639184475,-0.004646931774914265,-0.004079473204910755,-0.0007150564342737198,-0.00014759786427021027,False,False,True,True
