item,path,parent,train_freq,beam_count,lp0,lp_last,lp_last_parent_centered,exposure_amplification
7806397051,8552 1063 4855 6945 13923 3243 5511,8552 1063 4855 6945 13923 3243,3,0,-20.4553279876709,-15.28296184539795,0.0,-3.896648692510025
9759091062,2164 5730 929 526 3442 2756 7568,2164 5730 929 526 3442 2756,9,12,-18.828014373779297,-17.268173217773438,0.7240867614746094,-1.676301697752951
9788072216,887 14842 11617 24093 7003 27180 12149,887 14842 11617 24093 7003 27180,4,10,-23.658313751220703,-27.5290584564209,0.0,-1.1034406830675092
9790790961,887 2676 6884 3302 27290 13213 24888,887 2676 6884 3302 27290 13213,5,21,-23.358814239501953,-23.795969009399414,0.0,-0.5874337005595205
9790794231,887 6714 3186 1720 11434 12149 18596,887 6714 3186 1720 11434 12149,5,1,-23.938915252685547,-25.309606552124023,0.0,-3.2500215275849715
B00004TMFE,16087 2165 15387 21603 11402 13645 12365,16087 2165 15387 21603 11402 13645,19,93,-22.83866310119629,-24.65949249267578,0.0,-0.3831915727297712
B00004TUBL,10758 10751 28042 3543 2062 2431 5013,10758 10751 28042 3543 2062 2431,17,5,-23.651168823242188,-22.618459701538086,0.0,-3.108191332145754
B00004TUBV,5432 28042 23835 840 23762 11855 5699,5432 28042 23835 840 23762 11855,4,0,-21.305526733398438,-14.801737785339355,0.0,-4.147963120790932
B00004U9UY,643 21189 2004 7533 929 1851 15432,643 21189 2004 7533 929 1851,12,3,-21.68535041809082,-23.32785415649414,0.0,-3.2237042192675993
B00004U9V2,643 21189 4147 13245 5013 6770 3918,643 21189 4147 13245 5013 6770,4,7,-22.869951248168945,-15.636226654052734,0.0,-1.4399129196887213
B000050B6U,2256 3575 18322 213 15443 4976 3803,2256 3575 18322 213 15443 4976,45,184,-19.321252822875977,-12.73119831085205,0.0,-0.5508014059310344
B000052WY7,747 14853 26578 5453 2087 19947 16123,747 14853 26578 5453 2087 19947,4,0,-22.75471305847168,-26.482221603393555,0.0,-4.147963120790932
B000052WYD,2087 2024 23808 15162 3547 29539 19765,2087 2024 23808 15162 3547 29539,45,69,-21.58968162536621,-19.09038543701172,0.0,-1.52712411684087
B000052WYL,2036 2087 18561 24636 30551 747 2205,2036 2087 18561 24636 30551 747,21,58,-21.085315704345703,-16.071168899536133,0.0,-0.9497647243505174
B000052WYN,747 27914 15136 2087 5210 5341 4400,747 27914 15136 2087 5210 5341,27,24,-21.330860137939453,-19.58937644958496,0.0,-2.066251430576555
B000052X9G,7512 7677 206 25735 195 6768 4070,7512 7677 206 25735 195 6768,3,7,-22.39680290222168,-13.618399620056152,0.0,-1.1885984914078147
B000052XIA,25097 7059 28101 409 21546 12445 6159,25097 7059 28101 409 21546 12445,7,21,-22.448488235473633,-17.027618408203125,0.0,-0.8975886288633603
B000052XW5,16802 1134 1922 8867 24530 8678 1780,16802 1134 1922 8867 24530 8678,11,4,-19.58353614807129,-16.578813552856445,0.0,-2.8890081820476414
B000052XYQ,16875 568 31727 4373 228 964 576,16875 568 31727 4373 228 964,5,6,-21.653932571411133,-16.460857391357422,0.0,-1.7836844587915461
B000052XZP,16875 22883 5255 7059 23444 1803 26629,16875 22883 5255 7059 23444 1803,31,237,-25.543323516845703,-32.303951263427734,0.0,0.06944153418839605
B000052XZX,16875 22883 5255 15247 6693 6658 918,16875 22883 5255 15247 6693 6658,14,28,-24.06294822692871,-15.050582885742188,0.0,-1.2749831056066352
B000052Y25,16087 20996 10760 6373 1950 14491 26156,16087 20996 10760 6373 1950 14491,5,12,-20.11214256286621,-17.407424926757812,0.0,-1.1297579913848814
B000052Y33,1268 7046 1621 7267 353 2762 14718,1268 7046 1621 7267 353 2762,5,20,-22.37354850769043,-30.24427032470703,0.0,-0.6350617495487736
B000052Y5F,643 19819 11608 5317 2656 2552 7942,643 19819 11608 5317 2656 2552,7,4,-20.37810707092285,-13.763931274414062,0.0,-2.4615641672207023
B000052Y6Z,17236 7965 3437 2806 26828 2234 554,17236 7965 3437 2806 26828 2234,3,7,-19.630512237548828,-11.316953659057617,0.0,-1.1885984914078147
B000052YJC,23216 8524 4987 17389 14242 16056 28071,23216 8524 4987 17389 14242 16056,8,20,-23.517452239990234,-20.89188003540039,0.0,-1.0703798208066182
B000052YJD,23216 8524 16001 4987 13422 13245 1305,23216 8524 16001 4987 13422 13245,7,9,-22.067432403564453,-19.780717849731445,0.0,-1.714349765390482
B000052YJH,23216 8524 16001 4987 1305 13422 5560,23216 8524 16001 4987 1305 13422,24,223,-21.454553604125977,-19.79242515563965,0.0,0.25999975304823053
B000052YJM,15496 17686 5394 7757 3866 11954 9208,15496 17686 5394 7757 3866 11954,39,97,-20.73526954650879,-22.080371856689453,0.0,-1.0471868373579873
B000052YJX,15496 3013 2140 22883 5255 9525 16658,15496 3013 2140 22883 5255 9525,16,17,-22.42549705505371,-21.152576446533203,0.0,-1.8918980434317767
B000052YKI,25597 1730 5415 7013 10607 627 1772,25597 1730 5415 7013 10607 627,6,10,-20.132061004638672,-18.040334701538086,0.0,-1.4711654631928255
B000052YKM,15496 5765 9208 2816 17484 1599 2225,15496 5765 9208 2816 17484 1599,9,0,-20.513395309448242,-16.840673446655273,0.0,-4.895177522621152
B000052YKS,19831 1873 3133 914 6910 16446 9404,19831 1873 3133 914 6910 16446,6,0,-19.24489402770996,-17.85360336303711,0.0,-4.515687900916248
B000052YKY,19831 1207 17359 18118 5160 21935 429,19831 1207 17359 18118 5160 21935,7,7,-21.558155059814453,-8.252944946289062,0.0,-1.9507385434547118
B000052YL1,10758 2414 24512 5133 25151 17359 30868,10758 2414 24512 5133 25151 17359,5,2,-25.03252601623535,-27.466781616210938,0.0,-2.739195903818981
B000052YLX,19831 1207 1730 6448 2152 751 10950 536,19831 1207 1730 6448 2152 751 10950,5,19,-20.996631622314453,-12.476347923278809,-0.652104377746582,-0.6850721701234352
B000052YM0,643 3596 2728 548 5983 9243 2807 632,643 3596 2728 548 5983 9243 2807,5,20,-19.275836944580078,-11.260848045349121,-0.048635005950927734,-0.6350617495487736
B000052YM3,27170 1024 15808 6977 7668 3578 13676,27170 1024 15808 6977 7668 3578,17,89,-22.232959747314453,-23.550518035888672,0.0,-0.3187007991033699
B000052YM4,19831 6977 7668 8411 2971 6910 21908,19831 6977 7668 8411 2971 6910,40,290,-23.076828002929688,-17.796855926513672,0.0,0.019563058724761717
B000052YM7,27170 6977 23172 7668 2961 491 1093,27170 6977 23172 7668 2961 491,77,1136,-23.172897338867188,-22.313129425048828,0.0,0.7346921634785852
B000052YM8,27170 6977 7668 491 14958 5768 1525,27170 6977 7668 491 14958 5768,18,52,-21.34388542175293,-14.152816772460938,0.0,-0.9076961059414117
B000052YMG,19831 19311 173 30868 31727 2886 12369,19831 19311 173 30868 31727 2886,5,28,-23.378108978271484,-20.145185470581055,0.0,-0.3055825484185313
B000052YMQ,25097 18118 5160 20215 6658 6476 23630,25097 18118 5160 20215 6658 6476,11,44,-21.49740982055664,-18.213247299194336,0.0,-0.5975963896517218
B000052YMR,25097 18118 5160 6658 8610 1725 2905,25097 18118 5160 6658 8610 1725,49,1866,-23.566957473754883,-23.09177589416504,1.2381830215454102,1.6791090853252815
B000052YMS,25097 18118 5160 9491 6658 29189 1725,25097 18118 5160 9491 6658 29189,7,4,-19.616350173950195,-4.086686134338379,0.0,-2.4615641672207023
B000052YMT,19831 18118 5160 529 9770 7365 15021,19831 18118 5160 529 9770 7365,6,9,-23.885786056518555,-25.452783584594727,1.888392448425293,-1.5712489217498078
B000052YMV,19831 18118 5160 529 9770 7365 20853,19831 18118 5160 529 9770 7365,5,71,-24.425325393676758,-29.229568481445312,-1.888392448425293,0.6142108140068245
B000052YMX,3022 19787 25125 19437 12206 8610 1561,3022 19787 25125 19437 12206 8610,7,15,-26.107852935791016,-24.703319549560547,0.6611871719360352,-1.224801540071775
B000052YN5,3022 1997 17979 5685 5217 19738 13208,3022 1997 17979 5685 5217 19738,7,2,-21.82997703552246,-18.18450927734375,0.0,-3.049350832122821
B000052YN7,25097 11584 6897 7365 11030 4613 2688,25097 11584 6897 7365 11030 4613,6,20,-24.629709243774414,-16.817502975463867,0.0,-0.8021158342119392
B000052YOL,22883 5255 14912 10725 13419 4448 7806,22883 5255 14912 10725 13419 4448,49,213,-25.049516677856445,-17.588781356811523,0.0,-0.48907438036067674
B000052YOR,1043 1394 22883 5255 265 24070 4049,1043 1394 22883 5255 265 24070,33,116,-21.906856536865234,-12.694805145263672,0.0,-0.7043927092799773
B000052YOX,25097 22883 5255 4928 5477 6280 2113,25097 22883 5255 4928 5477 6280,30,91,-23.224620819091797,-19.680402755737305,0.0,-0.8521262547866026
B000052YP4,3022 22883 5255 706 1682 2128 1828,3022 22883 5255 706 1682 2128,8,5,-21.811609268188477,-14.035208702087402,0.0,-2.3860566147125564
B000052YP6,25097 22883 5255 22898 3701 1780 609,25097 22883 5255 22898 3701 1780,44,669,-22.954593658447266,-22.07556915283203,0.0,0.7603034325043216
B000052YQ0,5595 25597 1389 4358 2019 8699 743,5595 25597 1389 4358 2019 8699,4,7,-22.22130012512207,-18.25607681274414,0.0,-1.4399129196887213
B000052YQ2,5595 25597 4358 10328 6280 743 5628,5595 25597 4358 10328 6280 743,25,93,-22.487268447875977,-20.335569381713867,0.0,-0.6514555593244502
B000052YQN,19831 7290 24719 2107 9285 3436 3390,19831 7290 24719 2107 9285 3436,14,18,-22.015869140625,-18.09194564819336,0.0,-1.7071164607969624
B000052YQU,25097 7290 28640 6745 5215 4433 10203,25097 7290 28640 6745 5215 4433,7,9,-24.09337043762207,-22.04022216796875,0.0,-1.714349765390482
B000052Z5B,4926 6225 30810 4310 10668 15348 18561,4926 6225 30810 4310 10668 15348,6,18,-23.120830535888672,-18.453311920166016,0.0,-0.9047699882720242
B000052Z8D,3361 9858 4414 2131 6291 791 13931,3361 9858 4414 2131 6291 791,8,23,-22.003215789794922,-16.83247184753418,0.0,-0.9338042858008677
B000052ZB1,3022 1997 9608 3676 18787 8699 10725,3022 1997 9608 3676 18787 8699,5,1,-20.14048957824707,-20.009239196777344,0.0,-3.2500215275849715
B000052ZB2,19831 22883 5255 7569 10578 996 7618,19831 22883 5255 7569 10578 996,14,141,-23.392980575561523,-23.474042892456055,0.0,0.32741252420205136
B000052ZB4,19831 22883 5255 6065 9517 1659 12578,19831 22883 5255 6065 9517 1659,37,470,-24.150976181030273,-18.945571899414062,0.0,0.5787164825943583
B000052ZBD,643 3697 6559 22883 5255 20164 3412,643 3697 6559 22883 5255 20164,7,17,-23.066953659057617,-19.168569564819336,0.0,-1.1034406830675074
B000052ZBH,30551 13726 22188 10562 23439 6001 1486,30551 13726 22188 10562 23439 6001,7,3,-24.408395767211914,-17.2449951171875,0.0,-2.712878595501609
B000052ZBP,2036 13726 7258 5612 28803 15136 23064,2036 13726 7258 5612 28803 15136,7,28,-24.79856300354004,-20.041513442993164,0.0,-0.6157374767223711
B000052ZTY,5949 18233 7930 7273 24888 13606 16435,5949 18233 7930 7273 24888 13606,8,8,-23.11183738708496,-27.05228614807129,0.0,-1.95073854345471
B00005302B,10758 12488 729 6764 7731 9298 1995,10758 12488 729 6764 7731 9298,5,9,-21.47439956665039,-20.032812118530273,0.0,-1.4041948370866422
B00005304H,7282 14623 11537 4372 2226 3706 1666,7282 14623 11537 4372 2226 3706,18,19,-25.403278350830078,-19.472360610961914,0.0,-1.8980948099692885
B0000530ED,945 3243 15665 28842 8060 4824 24814,945 3243 15665 28842 8060 4824,83,494,-21.235736846923828,-22.27106475830078,0.0,-0.1720380242487547
B0000530EZ,16087 1292 958 15021 1175 4153 505,16087 1292 958 15021 1175 4153,34,470,-19.275728225708008,-15.157720565795898,0.0,0.6620980915334096
B0000530G6,2629 22724 4884 3672 2481 162 4165,2629 22724 4884 3672 2481 162,7,29,-23.34836196899414,-21.07518196105957,-1.5702323913574219,-0.5812513006512017
B0000530LO,2629 20885 15967 17741 162 18311 4433,2629 20885 15967 17741 162 18311,9,11,-21.337583541870117,-19.970552444458008,0.0,-1.7596833066920023
B0000530LP,2629 16312 17741 162 18311 3166 4357,2629 16312 17741 162 18311 3166,12,12,-21.26498794555664,-17.149803161621094,0.0,-1.9507385434547118
B0000530LV,2629 4180 25256 25661 5100 5082 6174,2629 4180 25256 25661 5100 5082,7,11,-21.604053497314453,-21.609987258911133,0.0,-1.5232945286277726
B0000530M0,2629 22724 4884 3672 2481 162 18311,2629 22724 4884 3672 2481 162,9,58,-22.89972496032715,-17.934717178344727,1.5702323913574219,-0.13300358782339572
B0000530NA,687 22583 5595 25791 21908 3216 4650,687 22583 5595 25791 21908 3216,6,0,-21.99776840209961,-15.58233642578125,0.0,-4.515687900916248
B0000530O9,5595 28807 16001 22583 9243 300 4650,5595 28807 16001 22583 9243 300,9,82,-24.163503646850586,-21.947797775268555,0.0,0.21076795127942916
B0000531GD,2087 8918 23757 4926 6031 4672 29539,2087 8918 23757 4926 6031 4672,14,10,-22.720394134521484,-20.734493255615234,0.0,-2.2735119357177638
B0000531GV,2036 2087 18561 747 2205 6654 3762,2036 2087 18561 747 2205 6654,8,18,-21.89837074279785,-25.455211639404297,0.0,-1.1730339748667031
B0000531II,2087 6044 22426 4926 27336 610 9668,2087 6044 22426 4926 27336 610,15,16,-20.28107261657715,-17.126361846923828,0.0,-1.8882181864733791
B0000531NU,30551 8135 10562 14063 1167 3980 15136,30551 8135 10562 14063 1167 3980,14,28,-23.384761810302734,-22.638851165771484,0.0,-1.2749831056066352
B0000531SW,260 28807 6864 29539 14762 10682 5183,260 28807 6864 29539 14762 10682,23,65,-24.327836990356445,-26.576976776123047,0.0,-0.9256888219636199
B0000531WZ,7524 18517 1472 5109 27406 8283 10008,7524 18517 1472 5109 27406 8283,34,81,-28.815998077392578,-22.935373306274414,0.0,-1.0910948472452073
B00005321Z,3022 2947 5109 2307 7228 1328 23064,3022 2947 5109 2307 7228 1328,5,27,-23.520156860351562,-17.04575538635254,0.0,-0.34130063102061037
B0000532AN,8058 3709 26300 4028 6556 23426 8950,8058 3709 26300 4028 6556 23426,7,1,-24.652772903442383,-21.35590934753418,0.0,-3.5601764558888114
B0000532VT,16087 22883 5255 11385 24139 20996 6780,16087 22883 5255 11385 24139 20996,6,31,-22.624109268188477,-15.470173835754395,0.0,-0.3725531745247146
B0000532YN,10758 17387 2586 7994 1207 12592 82,10758 17387 2586 7994 1207 12592,5,4,-21.376697540283203,-17.54746437072754,0.0,-2.1514092389168624
B00005333G,260 7558 355 5534 11721 24978 1883,260 7558 355 5534 11721 24978,7,5,-22.754579544067383,-18.33303451538086,0.0,-2.2608934717585516
B00005333I,1580 27089 5529 11763 11220 300 5285,1580 27089 5529 11763 11220 300,6,36,-21.8200740814209,-23.778736114501953,0.0,-0.2252284597678571
B0000533CC,643 4624 15832 1446 2537 716 6159,643 4624 15832 1446 2537 716,13,0,-20.590646743774414,-17.88117218017578,0.0,-5.246575409459041
B0000534VO,15496 7558 15637 26059 964 3208 2925,15496 7558 15637 26059 964 3208,16,0,-23.26266098022461,-21.924848556518555,0.0,-5.4472461049211915
B0000535CH,15496 11676 25216 2274 10620 27440 3870,15496 11676 25216 2274 10620 27440,18,51,-22.209548950195312,-14.904074668884277,0.0,-0.9269274678692998
B0000535OF,3022 30064 6977 7668 30868 491 15061,3022 30064 6977 7668 30868 491,9,45,-24.43363380432129,-23.18170738220215,0.0,-0.3843180161043023
B0000535RA,687 6273 12637 30966 6977 5183 22883,687 6273 12637 30966 6977 5183,35,54,-23.490449905395508,-21.831645965576172,0.0,-1.5220705382668847
B0000535RC,15496 16099 22883 5255 21642 295 17323,15496 16099 22883 5255 21642 295,11,1,-23.839488983154297,-35.136505126953125,0.0,-3.9876204707157505
B0000535RD,15496 22883 5255 2622 26941 17737 6179,15496 22883 5255 2622 26941 17737,40,544,-20.72504234313965,-19.68562889099121,0.0,0.6478274248058105
B0000535U2,3022 739 23677 22471 2071 2662 3564,3022 739 23677 22471 2071 2662,8,14,-23.2655086517334,-21.357967376708984,0.0,-1.4166560575244525
B0000535UA,2195 739 22471 2071 23569 2662 3610,2195 739 22471 2071 23569 2662,15,36,-21.723066329956055,-21.766456604003906,0.0,-1.094266306791468
B0000535UM,18311 739 22471 2071 23569 3142 2662,18311 739 22471 2071 23569 3142,10,81,-22.406991958618164,-20.69736099243164,0.0,0.09848921962862889
B0000535UN,16087 4126 5684 20793 29942 15027 5551,16087 4126 5684 20793 29942 15027,4,25,-20.326162338256836,-10.613941192626953,0.0,-0.2161374880666056
B0000535UT,2195 739 5565 3703 1161 2662 2258,2195 739 5565 3703 1161 2662,18,47,-18.456003189086914,-13.95405101776123,0.0,-1.007779564498394
B0000535UX,10758 739 22471 2071 23569 2662 3564,10758 739 22471 2071 23569 2662,6,6,-22.18410873413086,-19.632095336914062,0.0,-1.9507385434547118
B0000535VH,19041 27025 6977 7668 10682 21019 22370,19041 27025 6977 7668 10682 21019,7,12,-23.80927085876465,-23.880842208862305,0.0,-1.4399129196887213
B000053676,1580 2165 7520 3648 19226 106 4026,1580 2165 7520 3648 19226 106,6,0,-19.383699417114258,-13.39576244354248,0.0,-4.515687900916248
B0000536A3,1076 28164 4424 6253 635 23443 8947,1076 28164 4424 6253 635 23443,4,7,-21.6500186920166,-19.008100509643555,0.0,-1.4399129196887213
B0000536EK,1043 16449 1356 4639 534 4180 11530,1043 16449 1356 4639 534 4180,4,16,-20.858600616455078,-21.859989166259766,0.0,-0.651455559324452
B0000536EW,162 7059 3832 4956 14566 22490 16304,162 7059 3832 4956 14566 22490,8,0,-20.754728317260742,-13.641478538513184,0.0,-4.783951887510927
B0000536F0,162 30459 1207 29996 8029 12369 13536,162 30459 1207 29996 8029 12369,7,10,-22.439245223999023,-19.33785057067871,0.0,-1.6142663068334997
B0000536M2,30551 2087 14063 15326 22188 27157 10562,30551 2087 14063 15326 22188 27157,28,390,-24.179508209228516,-22.716999053955078,0.0,0.666785338550425
B0000536M3,30551 2087 4126 8692 22188 2160 14063,30551 2087 4126 8692 22188 2160,11,5,-20.459428787231445,-20.665002822875977,0.0,-2.6883374865854908
B0000536P3,5595 1707 8984 19571 4376 15220 5855,5595 1707 8984 19571 4376 15220,44,1303,-23.229032516479492,-18.69207191467285,0.0,1.4265805007466508
B0000536P4,5595 1707 8984 19571 5219 20791 4376,5595 1707 8984 19571 5219 20791,64,1221,-25.009716033935547,-22.848012924194336,0.0,0.9904311234413568
B00005375C,162 24485 30459 7234 15064 1968 6212,162 24485 30459 7234 15064 1968,5,4,-21.62483024597168,-13.251401901245117,0.0,-2.1514092389168624
B0000537NH,25597 10734 10034 22883 5255 6438 1997,25597 10734 10034 22883 5255 6438,5,13,-20.5533390045166,-14.266240119934082,0.0,-1.0527969502487533
B0000537SD,15496 1629 4164 5615 3313 8710 9208,15496 1629 4164 5615 3313 8710,11,3,-21.192285537719727,-17.81333351135254,0.0,-3.140322610328548
B000053L6W,1076 10210 1886 3368 402 4522 2781,1076 10210 1886 3368 402 4522,4,0,-24.22806739807129,-18.46955108642578,0.0,-4.147963120790932
B000056I89,19831 18118 5160 1389 20853 287 529 536,19831 18118 5160 1389 20853 287 529,8,108,-19.198318481445312,-18.139217376708984,-0.36261558532714844,0.5959454660295336
B000056W5Y,643 8466 6784 6606 6967 23444 12206,643 8466 6784 6606 6967 23444,5,7,-24.3681697845459,-25.214643478393555,0.0,-1.640583615150872
B000056W74,643 8466 11530 4194 29110 30420 5373,643 8466 11530 4194 29110 30420,12,51,-24.274194717407227,-17.14447021484375,0.0,-0.5348853800932769
B00005A43X,2256 1312 21553 975 11352 9370 15859,2256 1312 21553 975 11352 9370,12,11,-21.292951583862305,-24.84082794189453,0.0,-2.034120152393763
B00005A443,5432 28858 3598 30978 17389 26442 5075,5432 28858 3598 30978 17389 26442,6,4,-20.38448715209961,-11.778082847595215,0.0,-2.318463323580028
B00005A9WP,21935 14075 7222 539 5454 20543 5075,21935 14075 7222 539 5454 20543,42,284,-22.075611114501953,-15.797101020812988,0.0,-0.04950936581869669
B00005AVC7,15496 8487 1040 29110 15300 964 6031,15496 8487 1040 29110 15300 964,4,7,-22.3038330078125,-23.519559860229492,0.0,-1.4399129196887213
B00005B9FV,19041 1714 2110 13419 4164 10725 6280,19041 1714 2110 13419 4164 10725,13,32,-22.19417381286621,-29.487140655517578,0.0,-1.0721881395634032
B00005CDSP,3575 18322 5109 4976 30614 8649 1678,3575 18322 5109 4976 30614 8649,25,26,-21.74728775024414,-15.74091911315918,0.0,-1.9122722626269155
B00005IBW0,19831 18448 8763 2246 4310 431 6230,19831 18448 8763 2246 4310 431,8,1,-20.29330825805664,-23.462499618530273,0.0,-3.685339598842816
B00005LBRT,3022 2165 21603 11402 12365 5678 20086 536,3022 2165 21603 11402 12365 5678 20086,5,54,-23.11498260498047,-12.566780090332031,-0.3069615364074707,0.342714065976061
B00005NAOD,19041 1714 2110 13419 21416 6986 4164,19041 1714 2110 13419 21416 6986,41,263,-22.727886199951172,-24.201828002929688,0.0,-0.10237860270994759
B00005NAOJ,162 18118 5160 1207 12451 21935 8248,162 18118 5160 1207 12451 21935,3,20,-21.07329750061035,-13.028220176696777,0.0,-0.18307662580571638
B00005NASR,643 12815 509 18543 20564 16139 14367,643 12815 509 18543 20564 16139,8,6,-21.200010299682617,-26.194652557373047,0.0,-2.2190025300493907
B00005NFBD,8181 28203 14364 24687 3990 15748 348,8181 28203 14364 24687 3990 15748,31,309,-19.186603546142578,-14.883441925048828,0.0,0.33423200283835186
B00005NFBJ,8181 348 24395 4725 14517 6860 17741,8181 348 24395 4725 14517 6860,31,153,-19.69096565246582,-15.39824390411377,0.0,-0.3670255222590484
B00005O0MZ,15629 2256 8002 975 11214 9042 3126,15629 2256 8002 975 11214 9042,35,199,-19.407169342041016,-16.676910400390625,0.0,-0.22445700360616527
B00005R1H2,2164 1269 605 14201 20138 3702 9905,2164 1269 605 14201 20138 3702,7,38,-19.8968448638916,-20.464197158813477,0.0,-0.31498332270323814
B00005R1H3,2164 1269 605 14201 782 6459 21280,2164 1269 605 14201 782 6459,4,11,-18.018596649169922,-16.689897537231445,0.0,-1.012468904861782
B00005REAQ,3022 7046 12491 2138 10416 2738 6742,3022 7046 12491 2138 10416 2738,17,77,-23.43033218383789,-20.398048400878906,0.0,-0.46266148802487805
B00005REAT,643 7046 12878 14761 30187 15393 1860 536,643 7046 12878 14761 30187 15393 1860,24,1216,-22.2139892578125,-13.704773902893066,-0.24198389053344727,1.9543215012181845
B00005S81T,2164 1269 30481 605 9434 14201 782,2164 1269 30481 605 9434 14201,9,13,-19.377925872802734,-15.870003700256348,0.0,-1.599340656616823
B00005T83D,10758 11530 13277 4194 8466 17434 1207,10758 11530 13277 4194 8466 17434,7,16,-23.608980178833008,-16.49660301208496,0.0,-1.1622811830904425
B00005TZU8,1580 3065 14095 4723 18703 2461 715,1580 3065 14095 4723 18703 2461,6,1,-18.61505699157715,-14.083863258361816,0.0,-3.417075612248137
B00005UN90,2629 5431 15825 162 4853 4450 3628,2629 5431 15825 162 4853 4450,3,8,-19.834869384765625,-19.523054122924805,0.0,-1.0634353484538082
B00005UQSP,18311 339 11944 50 31581 13983 9203,18311 339 11944 50 31581 13983,10,28,-23.2414608001709,-22.67006492614746,0.0,-0.9522097133435832
B00005V5OU,25597 4453 5415 21970 22883 5255 5628,25597 4453 5415 21970 22883 5255,12,84,-24.306894302368164,-23.08173370361328,0.0,-0.0397156533998384
B00005V5OW,30551 2752 9087 14063 2087 11907 17692,30551 2752 9087 14063 2087 11907,13,29,-25.278743743896484,-19.31183433532715,0.0,-1.1690379655533203
B00005V5P6,2087 716 15239 10725 21545 29539 4621,2087 716 15239 10725 21545 29539,14,12,-22.030292510986328,-17.43756103515625,0.0,-2.0991585485729853
B0000632EE,25597 9717 2463 792 7123 10113 18218,25597 9717 2463 792 7123 10113,14,11,-23.256460189819336,-22.980619430541992,0.0,-2.1825401575120367
B0000632EN,162 18294 18448 12428 26305 2756 6731,162 18294 18448 12428 26305 2756,122,1399,-21.362829208374023,-15.918195724487305,0.0,0.48502073551601477
B00006598X,17236 27629 1169 19105 6796 10073 2179,17236 27629 1169 19105 6796 10073,32,70,-20.549697875976562,-19.840436935424805,0.0,-1.176365922972181
B000065DJY,15629 11138 2932 6997 5109 3438 11960,15629 11138 2932 6997 5109 3438,7,0,-23.0060977935791,-23.847597122192383,0.0,-4.658788744556922
B000065DK4,3575 6961 21726 6772 6042 3949 25987,3575 6961 21726 6772 6042 3949,5,8,-20.945913314819336,-23.26382064819336,0.0,-1.5154204721968654
B000066CKS,643 13402 9238 6561 5853 1969 15064,643 13402 9238 6561 5853 1969,11,16,-21.593759536743164,-18.702791213989258,0.0,-1.5897251979173816
B0000682T7,10758 13402 6561 25614 10735 11288 1631,10758 13402 6561 25614 10735 11288,12,0,-21.582311630249023,-12.90162467956543,0.0,-5.169614368322913
B0000683O5,7524 10095 27536 18722 20666 1189 12037,7524 10095 27536 18722 20666 1189,2,7,-25.66741943359375,-18.674156188964844,0.0,-0.8521262547866009
B000068U49,10758 3047 29594 12533 26791 8213 8887,10758 3047 29594 12533 26791 8213,8,0,-25.30630874633789,-24.487804412841797,0.0,-4.783951887510927
B00006FDU6,2256 2685 17723 975 3575 874 4976,2256 2685 17723 975 3575 874,4,20,-19.356887817382812,-20.252161026000977,0.0,-0.43439105408662293
B00006FE30,15496 22883 5255 11944 10124 2754 19765,15496 22883 5255 11944 10124 2754,8,2,-23.833141326904297,-20.040416717529297,0.0,-3.1745139750768256
B00006FRW7,162 30882 964 1444 1172 29110 17686,162 30882 964 1444 1172 29110,61,319,-24.304044723510742,-25.834701538085938,0.0,-0.30301844444959514
B00006IGL3,15496 17387 3648 9305 2195 82 30929,15496 17387 3648 9305 2195 82,6,2,-22.92245864868164,-31.61603355407715,0.0,-2.9062499884821467
B00006IGL8,8181 18508 21642 17387 15025 82 610,8181 18508 21642 17387 15025 82,8,2,-22.932870864868164,-22.790861129760742,0.0,-3.1745139750768256
B00006IV22,15629 18227 2256 975 22772 4767 12915,15629 18227 2256 975 22772 4767,5,0,-19.671873092651367,-19.354902267456055,0.0,-4.348633816253082
B00006IV2E,2256 19279 9695 1601 2115 975 15437,2256 19279 9695 1601 2115 975,5,9,-18.43443489074707,-16.879457473754883,0.0,-1.4041948370866422
B00006IV2F,2256 13247 21197 23015 15437 11169 3437,2256 13247 21197 23015 15437 11169,45,193,-20.466999053955078,-19.784229278564453,0.0,-0.5031733569417796
B00006IV30,2256 15583 10866 3989 6310 11863 2047,2256 15583 10866 3989 6310 11863,22,19,-22.51765251159668,-20.963424682617188,0.0,-2.093839387095384
B00006JN4F,945 11633 110 4784 5445 27363 16878,945 11633 110 4784 5445 27363,43,194,-21.12441635131836,-19.172502517700195,0.0,-0.4530673184908487
B00006JT6O,5595 1707 8984 19571 706 30819 1669,5595 1707 8984 19571 706 30819,54,457,-24.2993106842041,-18.279953002929688,0.0,0.17683763959166665
B00006K14U,643 18448 757 23444 1076 827 8017,643 18448 757 23444 1076 827,9,24,-20.447587966918945,-14.425777435302734,0.0,-1.0033572245105251
B00006L9KV,1453 4126 26367 29435 2793 18311 423,1453 4126 26367 29435 2793 18311,5,0,-23.629959106445312,-14.265131950378418,0.0,-4.348633816253082
B00006L9KW,16087 4126 19987 5551 29435 15281 22853,16087 4126 19987 5551 29435 15281,5,15,-19.837738037109375,-15.756247520446777,0.0,-0.9146466117679353
B00007FCQ1,25597 13287 986 23407 1692 2463 10113,25597 13287 986 23407 1692 2463,7,31,-20.374786376953125,-18.642345428466797,0.0,-0.5156540181653888
B00007KQF3,11477 1604 3534 10235 693 1964 21878,11477 1604 3534 10235 693 1964,10,9,-18.700136184692383,-17.411584854125977,0.0,-2.050822002011694
