feature	calibration_target_z_mean	validation_target_z_mean	target_z_shift	calibration_logit_contribution_mean	validation_logit_contribution_mean	logit_contribution_shift
cf_pop_adjusted	2.6402893958663283	0.34486060146836783	-2.2954287943979605	2.59992246066103	0.3395880864265968	-2.260334374234433
item_anchor_z	2.6042321352928415	0.34684105912073865	-2.257391076172103	2.5224287574540236	0.3359461892568895	-2.186482568197134
item_raw	2.382243410387346	0.6647120709855272	-1.717531339401819	0.9331335463782546	0.26037017435523335	-0.6727633720230213
popularity_anchor_z	-0.30223945083190823	-0.022063457712331074	0.28017599311957714	0.102635364282639	0.007492374054435094	-0.09514299022820391
beam200_rank_fraction	-0.3785979924993625	-0.46905685976695133	-0.09045886726758884	-0.033628984483973536	-0.04166399762204421	-0.008035013138070674
seq_raw	0.4992518331208447	0.5040532316267613	0.004801398505916599	0.03817457882793331	0.038541710911560674	0.00036713208362736116
seq_anchor_z	0.23841562604185648	-0.08769627134609169	-0.32611189738794816	-0.00037883188094147205	0.00013934549499604153	0.0005181773759375136
popularity_log1p	-0.1725296979966458	0.4225288472072283	0.5950585452038741	-0.03050413459394156	0.07470526509171098	0.10520939968565254
reliability	-0.19681116314101027	0.2425136172178428	0.43932478035885303	-0.058849774510982715	0.07251555989681029	0.131365334407793
