user,stratum,history_length,lp_full,lp_coarse_only,lp_minus_oldest,lp_minus_newest,g_all,g_old,g_new
A36XZ3G51YG9SD,head_hit,3,-0.8173319101333618,-0.39917391538619995,-0.6991047859191895,-0.8812578320503235,0.41815799474716187,0.11822712421417236,-0.06392592191696167
A14J2BYYROC7O9,head_hit,5,-0.8738985061645508,-0.9382424354553223,-0.9403085708618164,-0.9126136898994446,-0.06434392929077148,-0.06641006469726562,-0.0387151837348938
A3RUHWRDVWPR8M,head_hit,7,-0.8713178634643555,-1.153285026550293,-0.8679496049880981,-1.1739695072174072,-0.2819671630859375,0.0033682584762573242,-0.30265164375305176
A36XG2H1S14FW,head_hit,4,-0.9991048574447632,-1.2876250743865967,-0.888989269733429,-1.3020635843276978,-0.2885202169418335,0.11011558771133423,-0.30295872688293457
AZZOZQ8AAHT64,head_hit,5,-0.7922252416610718,-1.3374407291412354,-0.8019672632217407,-0.7480170130729675,-0.5452154874801636,-0.009742021560668945,0.04420822858810425
A2CSC7926IDQOA,head_hit,4,-1.1267199516296387,-1.6545696258544922,-1.1797808408737183,-1.2169890403747559,-0.5278496742248535,-0.05306088924407959,-0.09026908874511719
A1LHAXBM5GBJS2,head_hit,3,-0.5650371313095093,-1.7874412536621094,-0.77693772315979,-0.65948086977005,-1.2224041223526,-0.21190059185028076,-0.09444373846054077
A1F2GVLU0N972G,head_hit,6,-0.9287567138671875,-1.3736143112182617,-0.9545796513557434,-0.7888562083244324,-0.4448575973510742,-0.025822937488555908,0.13990050554275513
A16BYDIT21IYHR,head_hit,3,-0.7167327404022217,-0.983121395111084,-0.8763998746871948,-0.6153825521469116,-0.2663886547088623,-0.15966713428497314,0.10135018825531006
A12MOE75PT2NE6,head_hit,5,-1.0839779376983643,-1.6449873447418213,-1.400310754776001,-1.045568585395813,-0.561009407043457,-0.3163328170776367,0.03840935230255127
A3PEJ4WVQY0FAG,head_hit,3,-0.8593124151229858,-1.6086124181747437,-0.9080025553703308,-1.2817904949188232,-0.7493000030517578,-0.04869014024734497,-0.4224780797958374
A2QT151K3BOAFA,head_hit,4,-1.1411131620407104,-1.2327207326889038,-0.9971863031387329,-1.1683937311172485,-0.09160757064819336,0.14392685890197754,-0.027280569076538086
A1GE065MNI4G1E,head_hit,5,-0.5706080794334412,-1.8696796894073486,-1.2243741750717163,-0.48455530405044556,-1.2990716099739075,-0.6537660956382751,0.0860527753829956
A1WNJOQ3EWYVN4,head_hit,4,-0.6734407544136047,-0.9501884579658508,-0.8069179654121399,-1.023360013961792,-0.2767477035522461,-0.13347721099853516,-0.34991925954818726
A1NGW9N2V062OY,head_hit,3,-1.102611780166626,-1.2732585668563843,-1.1805731058120728,-1.3888590335845947,-0.1706467866897583,-0.07796132564544678,-0.28624725341796875
A2GSY9DM54Y0HS,head_hit,20,-0.9822748303413391,-1.9309276342391968,-0.9945648312568665,-1.0702978372573853,-0.9486528038978577,-0.012290000915527344,-0.08802300691604614
AA4OR2BMI51VX,head_hit,8,-1.0140249729156494,-1.5224182605743408,-1.0247480869293213,-0.8975237011909485,-0.5083932876586914,-0.010723114013671875,0.11650127172470093
APN1SGMOQV5GO,head_hit,7,-0.7821007966995239,-0.9326812028884888,-0.7465320229530334,-1.175398826599121,-0.15058040618896484,0.03556877374649048,-0.39329802989959717
A34GL6AZ7S3CMU,head_hit,4,-0.033558063209056854,-1.2503058910369873,-0.03325093165040016,-0.9711259603500366,-1.2167478278279305,0.0003071315586566925,-0.9375678971409798
A3ATCQHPXDV4MJ,head_hit,6,-1.087684154510498,-2.398620367050171,-0.9806910753250122,-1.5537841320037842,-1.3109362125396729,0.10699307918548584,-0.46609997749328613
AVXGN90BU95P8,head_hit,3,-0.7296132445335388,-0.8499430418014526,-0.8565922975540161,-0.3419007360935211,-0.12032979726791382,-0.1269790530204773,0.3877125084400177
AL0X8Q2SH2WFU,head_hit,4,-1.1622073650360107,-1.5656867027282715,-1.1929001808166504,-1.1428594589233398,-0.40347933769226074,-0.03069281578063965,0.0193479061126709
A3VKBXQ6S41YCS,head_hit,3,-0.13825295865535736,-0.5698543190956116,-0.14016765356063843,-0.8042195439338684,-0.4316013604402542,-0.001914694905281067,-0.665966585278511
A3RPNLEYTSU6V8,head_hit,3,-1.1961010694503784,-1.8084995746612549,-1.172766923904419,-1.3286817073822021,-0.6123985052108765,0.023334145545959473,-0.13258063793182373
A21W7ZA2FZKOGP,head_hit,8,-0.8614460229873657,-2.6063454151153564,-0.7920817732810974,-0.7881543040275574,-1.7448993921279907,0.06936424970626831,0.07329171895980835
A27E5J65EKP1WA,head_hit,7,-0.3615744113922119,-1.4733564853668213,-0.3642667829990387,-1.4153939485549927,-1.1117820739746094,-0.0026923716068267822,-1.0538195371627808
A2088ZAZ8QSSEG,head_hit,3,-1.0482267141342163,-1.4060817956924438,-1.070050597190857,-1.119908094406128,-0.35785508155822754,-0.021823883056640625,-0.07168138027191162
A345M5S1Y20G3R,head_hit,3,-1.0362796783447266,-0.9457950592041016,-1.0392261743545532,-1.019745945930481,0.090484619140625,-0.00294649600982666,0.016533732414245605
A269AE97JO65B7,head_hit,4,-0.7429083585739136,-3.8926773071289062,-0.8006445169448853,-0.8330785036087036,-3.1497689485549927,-0.05773615837097168,-0.09017014503479004
ANTYBL4TFO0DP,head_hit,3,-1.0361645221710205,-1.466684103012085,-1.163689136505127,-0.9817575216293335,-0.43051958084106445,-0.12752461433410645,0.05440700054168701
A3QIG40MRJNULX,head_hit,3,-1.0296220779418945,-1.7140257358551025,-1.0776994228363037,-1.628000259399414,-0.684403657913208,-0.04807734489440918,-0.5983781814575195
A3BS5UH7C917N9,head_hit,3,-1.0570104122161865,-1.980550765991211,-1.0887463092803955,-1.085957407951355,-0.9235403537750244,-0.031735897064208984,-0.028946995735168457
A1O0KPH1RH04WB,head_hit,4,-0.49417439103126526,-1.871856451034546,-0.4538208544254303,-2.1536011695861816,-1.3776820600032806,0.04035353660583496,-1.6594267785549164
A2UDWDVU1FWYTQ,head_hit,3,-0.5796889066696167,-1.6365959644317627,-0.7410765886306763,-0.9941791296005249,-1.056907057762146,-0.16138768196105957,-0.4144902229309082
A2D7SVPANGBBLQ,head_hit,8,-0.712311863899231,-0.7113593816757202,-0.7259591221809387,-0.7589088082313538,0.0009524822235107422,-0.013647258281707764,-0.0465969443321228
A374PNVOR5D1XV,head_hit,3,-1.0704286098480225,-1.2456661462783813,-1.222198724746704,-1.139266014099121,-0.1752375364303589,-0.15177011489868164,-0.06883740425109863
ACA79U5ZG8M5,head_hit,12,-1.0110602378845215,-1.1606191396713257,-0.8441462516784668,-0.9640428423881531,-0.1495589017868042,0.1669139862060547,0.04701739549636841
A2X2X9DA76CQWW,head_hit,4,-0.8759587407112122,-1.3983656167984009,-1.0988515615463257,-0.9767031669616699,-0.5224068760871887,-0.22289282083511353,-0.10074442625045776
A3R3L38ENM8OF1,head_hit,6,-0.5680559277534485,-1.6900091171264648,-0.6787301898002625,-0.9962501525878906,-1.1219531893730164,-0.11067426204681396,-0.42819422483444214
A3BHAJ71EFD4S5,head_hit,3,-0.929116427898407,-2.709205150604248,-1.0396249294281006,-0.655258297920227,-1.780088722705841,-0.1105085015296936,0.27385812997817993
A1A1C4S4AFMF2E,head_hit,3,-1.2347469329833984,-1.0339311361312866,-1.146421194076538,-1.2317842245101929,0.20081579685211182,0.08832573890686035,0.0029627084732055664
A2I7IN70M8EUWT,head_hit,5,-1.0634204149246216,-1.3249242305755615,-1.0202113389968872,-1.7789952754974365,-0.26150381565093994,0.043209075927734375,-0.7155748605728149
A3N9CQGOLG0JJM,head_hit,3,-0.7712239623069763,-1.4205470085144043,-0.7435293793678284,-1.0297331809997559,-0.649323046207428,0.02769458293914795,-0.25850921869277954
AYC3Y4QX7GATV,head_hit,4,-1.0772072076797485,-2.4391002655029297,-1.0921090841293335,-1.4557527303695679,-1.3618930578231812,-0.014901876449584961,-0.37854552268981934
A2FGFUN488NRFU,head_hit,6,-0.9392913579940796,-1.6214911937713623,-1.1237355470657349,-0.9295268058776855,-0.6821998357772827,-0.18444418907165527,0.009764552116394043
A1IHCKK9Y6OEGT,head_hit,4,-0.8133381009101868,-1.5350676774978638,-0.5810257196426392,-1.3596810102462769,-0.721729576587677,0.2323123812675476,-0.5463429093360901
A3JK7YIN7IZF2K,head_hit,3,-0.783089280128479,-1.6233832836151123,-0.8397420048713684,-1.116206407546997,-0.8402940034866333,-0.056652724742889404,-0.33311712741851807
A3RG8DYG8AJ6Z9,head_hit,10,-0.7222800254821777,-0.9249515533447266,-0.754655122756958,-1.6447741985321045,-0.20267152786254883,-0.03237509727478027,-0.9224941730499268
AKQJYPDU3W97R,head_hit,3,-0.5675255656242371,-0.728067934513092,-0.2549110949039459,-2.1717772483825684,-0.16054236888885498,0.31261447072029114,-1.6042516827583313
A164O47CXA68XZ,head_hit,4,-0.8041684031486511,-1.1736862659454346,-0.7408773303031921,-0.8981083035469055,-0.36951786279678345,0.06329107284545898,-0.0939399003982544
A17W2SY9GHT83C,head_hit,3,-0.14674091339111328,-0.3593829572200775,-0.14148065447807312,-0.4239014983177185,-0.21264204382896423,0.005260258913040161,-0.2771605849266052
A3PNOH9KHS2NBK,head_hit,14,-0.8956067562103271,-0.968494176864624,-0.9214792847633362,-1.106404185295105,-0.07288742065429688,-0.025872528553009033,-0.21079742908477783
A28ZJHH3V1J6NG,head_hit,4,-1.005216360092163,-1.3283946514129639,-1.0781028270721436,-1.1297200918197632,-0.3231782913208008,-0.07288646697998047,-0.1245037317276001
A9JBDVICSSLKA,head_hit,3,-1.102299690246582,-2.879873752593994,-1.2176038026809692,-1.4408905506134033,-1.777574062347412,-0.11530411243438721,-0.3385908603668213
A24FBXGJLEBN0T,head_hit,3,-0.7918465733528137,-0.8716199994087219,-0.8181573748588562,-0.861431896686554,-0.0797734260559082,-0.02631080150604248,-0.06958532333374023
AL4SB31UAZLXL,head_hit,12,-0.9675758481025696,-1.1663154363632202,-0.9893556237220764,-0.7692046165466309,-0.19873958826065063,-0.021779775619506836,0.19837123155593872
A12ZD63BRIX9AA,head_hit,3,-1.121477484703064,-0.761578381061554,-1.1821675300598145,-0.7537078857421875,0.35989910364151,-0.06069004535675049,0.36776959896087646
A2B1OG9FQ9R3XS,head_hit,3,-0.7254603505134583,-0.9983105063438416,-0.8632176518440247,-0.7528853416442871,-0.2728501558303833,-0.1377573013305664,-0.027424991130828857
A1ZGHA3IJV01BK,head_hit,20,-0.90380859375,-1.6216537952423096,-0.7683686017990112,-1.2161177396774292,-0.7178452014923096,0.13543999195098877,-0.3123091459274292
A330X3KZTTLTVN,head_hit,9,-0.05316421389579773,-0.6217979192733765,-0.050825051963329315,-0.34751445055007935,-0.5686337053775787,0.0023391619324684143,-0.2943502366542816
A22QATUZUP01TT,head_hit,4,-1.184686303138733,-2.211975336074829,-1.215411901473999,-2.128451108932495,-1.0272890329360962,-0.030725598335266113,-0.9437648057937622
A19GMEHMU9LAJ8,head_hit,3,-0.8012291193008423,-1.262373924255371,-0.7299898862838745,-1.0462814569473267,-0.4611448049545288,0.07123923301696777,-0.24505233764648438
A32H83TKNX0C7F,head_hit,3,-0.9876422882080078,-1.4142367839813232,-1.1014156341552734,-1.4822285175323486,-0.42659449577331543,-0.11377334594726562,-0.4945862293243408
A2QU07GKQ32HL9,head_hit,3,-1.2156360149383545,-1.9288707971572876,-1.296120524406433,-1.3786903619766235,-0.7132347822189331,-0.08048450946807861,-0.16305434703826904
A36RJG7HHV45TQ,head_hit,5,-1.1492990255355835,-0.9906285405158997,-1.155949354171753,-1.0667693614959717,0.15867048501968384,-0.006650328636169434,0.08252966403961182
AJ1JLGR8IDN61,head_hit,4,-0.6231697797775269,-1.6396833658218384,-0.7241904139518738,-1.2599154710769653,-1.0165135860443115,-0.10102063417434692,-0.6367456912994385
A2DP8H5JF4W4CP,head_hit,3,-0.8218180537223816,-0.932214617729187,-0.9318509101867676,-1.2778193950653076,-0.11039656400680542,-0.11003285646438599,-0.456001341342926
AH54J79XHLRE8,head_hit,4,-1.1168923377990723,-2.092963695526123,-1.173438549041748,-1.1256532669067383,-0.9760713577270508,-0.05654621124267578,-0.008760929107666016
A1O62IHK2IF5PC,head_hit,4,-0.9304685592651367,-2.128577470779419,-1.0270661115646362,-0.9479037523269653,-1.1981089115142822,-0.09659755229949951,-0.017435193061828613
A2EDTVVR9IFNLW,head_hit,12,-1.088421106338501,-1.2307775020599365,-1.1149332523345947,-1.072943091392517,-0.14235639572143555,-0.02651214599609375,0.015478014945983887
AO1NNCO03D0LH,head_hit,7,-1.1386066675186157,-1.572864055633545,-1.0767951011657715,-1.684817910194397,-0.4342573881149292,0.06181156635284424,-0.5462112426757812
ASBLUZWS98EM2,head_hit,3,-0.7837719917297363,-1.017641305923462,-0.8941666483879089,-0.7130895256996155,-0.23386931419372559,-0.11039465665817261,0.07068246603012085
A1J3T2AHYBSRBI,head_hit,20,-1.0617026090621948,-1.5712296962738037,-1.0738807916641235,-1.0131642818450928,-0.5095270872116089,-0.012178182601928711,0.04853832721710205
A2KHXBULHQWB3X,head_hit,3,-1.0646693706512451,-1.324084997177124,-1.0807411670684814,-1.009722113609314,-0.2594156265258789,-0.016071796417236328,0.05494725704193115
AM7WKV17Q4ALR,head_hit,4,-0.6279276013374329,-0.9578555822372437,-0.6087711453437805,-0.8884809613227844,-0.3299279808998108,0.019156455993652344,-0.26055335998535156
AG2IEP1MJQHFS,head_hit,4,-0.5908827781677246,-0.6678322553634644,-0.3671894967556,-0.6252939105033875,-0.07694947719573975,0.22369328141212463,-0.03441113233566284
A2YQMXM7WYNGUP,head_hit,5,-1.171669363975525,-1.935818076133728,-1.1991771459579468,-1.7308247089385986,-0.7641487121582031,-0.027507781982421875,-0.5591553449630737
AE7WZ5DBOH8WO,head_hit,3,-0.4384455680847168,-1.179505705833435,-0.5190149545669556,-0.3585357367992401,-0.7410601377487183,-0.08056938648223877,0.07990983128547668
A2WLIX6XIZB8A2,head_hit,3,-0.9686346054077148,-2.1290552616119385,-0.9896827936172485,-1.3243415355682373,-1.1604206562042236,-0.02104818820953369,-0.35570693016052246
A15CYTGJHY8248,head_hit,10,-0.5908297896385193,-1.0321167707443237,-0.5969691872596741,-0.9144261479377747,-0.44128698110580444,-0.006139397621154785,-0.32359635829925537
A1K5VLKMIUXX6R,head_hit,6,-0.25066065788269043,-0.23259703814983368,-0.2552056312561035,-0.44603627920150757,0.01806361973285675,-0.004544973373413086,-0.19537562131881714
A3OXFEMA6507W4,head_hit,4,-1.0107825994491577,-1.174377679824829,-0.9003713726997375,-1.1628916263580322,-0.1635950803756714,0.11041122674942017,-0.1521090269088745
A31X4QMNHQOYC7,head_hit,3,-0.050838619470596313,-0.40171805024147034,-0.061043113470077515,-1.6154515743255615,-0.350879430770874,-0.010204493999481201,-1.5646129548549652
AHQ13I9CI4US6,head_hit,16,-1.119786024093628,-2.918891191482544,-1.1378711462020874,-1.7261154651641846,-1.799105167388916,-0.018085122108459473,-0.6063294410705566
A2PYZSW59G602G,head_hit,3,-0.9406787157058716,-1.1769076585769653,-0.9004503488540649,-1.2536383867263794,-0.23622894287109375,0.04022836685180664,-0.3129596710205078
A2WB4OWBUH2VQX,head_hit,18,-0.9326128959655762,-1.7526588439941406,-0.9596779942512512,-0.8592725992202759,-0.8200459480285645,-0.02706509828567505,0.07334029674530029
A2HOI4JAQDNPS,head_hit,12,-1.0518499612808228,-1.4641929864883423,-1.0686272382736206,-1.1554548740386963,-0.41234302520751953,-0.01677727699279785,-0.10360491275787354
A1IZBPA1V7NYXK,head_hit,3,-1.2757256031036377,-1.9966132640838623,-1.2308481931686401,-1.0994465351104736,-0.7208876609802246,0.04487740993499756,0.17627906799316406
A3I26QIAJTSJGJ,head_hit,3,-0.9607003927230835,-1.3917863368988037,-1.4105002880096436,-0.8763301968574524,-0.4310859441757202,-0.44979989528656006,0.0843701958656311
ATHW0B0ZKSLZ7,head_hit,4,-0.800776481628418,-1.1805474758148193,-0.8341561555862427,-0.9063745737075806,-0.37977099418640137,-0.03337967395782471,-0.1055980920791626
A2CAD327WFGFT8,head_hit,5,-0.9682912230491638,-1.371092438697815,-0.9945626258850098,-1.0259705781936646,-0.4028012156486511,-0.026271402835845947,-0.05767935514450073
A3644XBFGBTDIA,head_hit,14,-1.0417306423187256,-1.0971602201461792,-1.1166960000991821,-0.9728377461433411,-0.05542957782745361,-0.07496535778045654,0.06889289617538452
A18761YJV6HI3H,head_hit,4,-1.0473811626434326,-1.3608266115188599,-1.0332279205322266,-1.1437838077545166,-0.31344544887542725,0.014153242111206055,-0.09640264511108398
AKWGOW5N57DNT,head_hit,4,-1.0830925703048706,-1.665055274963379,-1.1144053936004639,-1.4128944873809814,-0.5819627046585083,-0.03131282329559326,-0.32980191707611084
A2PAC9IAV4RLWV,head_hit,4,-1.10447096824646,-1.7367374897003174,-1.0036453008651733,-1.2026320695877075,-0.6322665214538574,0.10082566738128662,-0.09816110134124756
A2TKAKKD3TCKJG,head_hit,7,-0.3942587673664093,-1.3151379823684692,-0.39665526151657104,-1.2297523021697998,-0.9208792150020599,-0.002396494150161743,-0.8354935348033905
A1EN4XAKX9LK4A,head_hit,10,-0.48214006423950195,-1.1231884956359863,-0.4682079553604126,-0.6988415122032166,-0.6410484313964844,0.013932108879089355,-0.2167014479637146
ACHWDBLXAUKFH,head_hit,17,-1.1567296981811523,-1.1247756481170654,-1.1410613059997559,-1.2301220893859863,0.031954050064086914,0.015668392181396484,-0.07339239120483398
A3G6GB7T38P7D8,head_hit,5,-0.6895127892494202,-1.2533272504806519,-0.7322072982788086,-0.6801348328590393,-0.5638144612312317,-0.04269450902938843,0.00937795639038086
A177ZEKMW4URLK,head_hit,20,-0.9772781133651733,-1.3818950653076172,-1.0333677530288696,-0.8656536340713501,-0.40461695194244385,-0.05608963966369629,0.11162447929382324
A3DK3NAKCM2N9D,head_hit,3,-1.0427250862121582,-0.7583259344100952,-1.0994800329208374,-0.7729411125183105,0.284399151802063,-0.0567549467086792,0.26978397369384766
AM2IR1V5EU55U,head_hit,20,-0.9209944009780884,-1.9450197219848633,-0.9035765528678894,-0.7563791275024414,-1.024025321006775,0.017417848110198975,0.16461527347564697
A3X2UEH5GEA3N,head_hit,3,-0.2588491141796112,-1.00484299659729,-0.33146220445632935,-0.39985984563827515,-0.7459938824176788,-0.07261309027671814,-0.14101073145866394
ASTQMYNESCQKH,head_hit,5,-0.8963074684143066,-0.9710568189620972,-0.90870600938797,-0.9225610494613647,-0.07474935054779053,-0.01239854097366333,-0.026253581047058105
A3RVGO71T040G5,head_hit,8,-1.0659669637680054,-1.5833656787872314,-1.0522829294204712,-0.8754291534423828,-0.5173987150192261,0.01368403434753418,0.19053781032562256
A2DOEOMNOT4JV7,head_hit,4,-1.0536129474639893,-1.1164263486862183,-1.0145165920257568,-1.1689398288726807,-0.062813401222229,0.03909635543823242,-0.1153268814086914
A1C3Y8LKKUBVWY,head_hit,3,-0.8610650897026062,-1.1341781616210938,-0.8172146081924438,-1.036041498184204,-0.27311307191848755,0.043850481510162354,-0.1749764084815979
A1HU9EGB5RCINO,head_hit,4,-1.2833919525146484,-1.4170480966567993,-1.1331470012664795,-1.4812049865722656,-0.13365614414215088,0.15024495124816895,-0.1978130340576172
A23PBLHUOR6GNN,head_hit,9,-0.6337774991989136,-2.3581290245056152,-0.6175936460494995,-1.1513025760650635,-1.7243515253067017,0.016183853149414062,-0.5175250768661499
A16U0ZUT488BRV,head_hit,3,-0.7991081476211548,-0.7852694392204285,-0.6626142859458923,-0.6688385605812073,0.013838708400726318,0.13649386167526245,0.1302695870399475
A3V2CU0BC28OY3,head_hit,3,-0.6041839718818665,-1.019677758216858,-0.6078460812568665,-0.6128938794136047,-0.41549378633499146,-0.003662109375,-0.008709907531738281
APBDZ88BBTN4F,head_hit,8,-0.7148393392562866,-3.2340407371520996,-0.7271326780319214,-1.5087990760803223,-2.519201397895813,-0.012293338775634766,-0.7939597368240356
A3GAMMVQ4RVZQ2,head_hit,5,-1.0911740064620972,-1.3231098651885986,-1.026162028312683,-1.005882978439331,-0.23193585872650146,0.06501197814941406,0.08529102802276611
AUEYXG8DEZUF3,head_hit,3,-1.2864290475845337,-1.2408753633499146,-1.353853464126587,-1.7648611068725586,0.04555368423461914,-0.06742441654205322,-0.4784320592880249
A3KNXWG1ZGUWW2,head_hit,13,-1.0949881076812744,-0.8070012331008911,-0.9912483096122742,-0.9723712205886841,0.2879868745803833,0.10373979806900024,0.12261688709259033
AUCMAF06RXT9W,head_hit,15,-0.8115108609199524,-0.7389816045761108,-0.8888067007064819,-0.7664650678634644,0.07252925634384155,-0.07729583978652954,0.04504579305648804
A3IOKEFDAYOAED,head_hit,9,-0.9190271496772766,-1.5606794357299805,-0.9556671977043152,-1.0095919370651245,-0.6416522860527039,-0.036640048027038574,-0.0905647873878479
A3D4NL89UHIJ87,head_hit,3,-1.145833969116211,-2.0146470069885254,-1.2329742908477783,-1.3179787397384644,-0.8688130378723145,-0.08714032173156738,-0.17214477062225342
A3II0EA7FNWPAI,head_hit,6,-0.40385937690734863,-1.6735528707504272,-0.39825987815856934,-0.39048129320144653,-1.2696934938430786,0.005599498748779297,0.0133780837059021
AN5VB2YFIUW0S,head_hit,3,-0.9632924795150757,-0.7768568992614746,-1.0355103015899658,-0.8505340814590454,0.18643558025360107,-0.07221782207489014,0.11275839805603027
A5LYCROZZUJNC,head_hit,3,-0.09949652850627899,-0.7149774432182312,-0.095137819647789,-0.4509907364845276,-0.6154809147119522,0.00435870885848999,-0.3514942079782486
