sample_key,user_id,target_group,competitive_steps,max_illegal_mass,mean_loss_gap
A1VPZRB49KCQFT:5:B004M13Z7S,A1VPZRB49KCQFT,tail,4,0.10260331630706787,0.030073314905166626
A1VQCOMUERYLCP:1:B00006JZCM,A1VQCOMUERYLCP,tail,3,0.09559255838394165,0.03910954793294271
A1WA9YMKWDQGZZ:2:B0042ESGVA,A1WA9YMKWDQGZZ,tail,3,0.15473175048828125,0.07414976755777995
A1WH9Z5S1J1VA4:3:B0001X2XE2,A1WH9Z5S1J1VA4,head,3,0.05490773916244507,0.02884197235107422
A1WMC37L5Z4E9A:1:B00009KWU4,A1WMC37L5Z4E9A,tail,5,0.07357102632522583,0.023193168640136718
A1WR3SVI3YRADM:4:B00385OY42,A1WR3SVI3YRADM,tail,3,0.04737722873687744,0.024972915649414062
A1X0A4DC5S8D6X:3:B002U4N19G,A1X0A4DC5S8D6X,tail,3,0.08474838733673096,0.04430452982584635
A1XE3S44YJ5NOL:4:B0006HCA82,A1XE3S44YJ5NOL,tail,4,0.09264487028121948,0.02594524621963501
A1XJOSJN6FHFO0:8:B00005MNV6,A1XJOSJN6FHFO0,tail,3,0.04674839973449707,0.022821426391601562
A1XQENKF1Z3HMJ:3:B004VEPODO,A1XQENKF1Z3HMJ,tail,3,0.03424888849258423,0.02384503682454427
A1XTZEZCTEADJZ:1:B004PBJFO2,A1XTZEZCTEADJZ,head,3,0.12951374053955078,0.054381370544433594
A1Y1IE41K2NDT1:3:B00840LB56,A1Y1IE41K2NDT1,tail,3,0.004012584686279297,0.0022122065226236978
A1Y4LW3U3U73EP:14:B009DPJ6U8,A1Y4LW3U3U73EP,tail,4,0.03347313404083252,0.010747432708740234
A1Y8JOESGA6C5D:4:B000FK3WDC,A1Y8JOESGA6C5D,head,4,0.022674858570098877,0.011664271354675293
A1YGEBPFDD2QT8:4:B0043WAP60,A1YGEBPFDD2QT8,tail,3,0.0664973258972168,0.03634071350097656
A1YGLSK49JI3NC:4:B0037UT3E4,A1YGLSK49JI3NC,head,3,0.0284346342086792,0.019560496012369793
A1YKXVGAIA8952:9:B00BH0GBE6,A1YKXVGAIA8952,tail,3,0.059834063053131104,0.036342620849609375
A1YPPPXDRR030H:9:B0009Z3KDU,A1YPPPXDRR030H,tail,4,0.07593059539794922,0.03740072250366211
A1ZSEERM9E52XI:6:B00000IRW0,A1ZSEERM9E52XI,tail,3,0.2353501319885254,0.09893417358398438
A1ZSSHFUSZUC3Y:1:B000ZPF8RA,A1ZSSHFUSZUC3Y,tail,3,0.11371278762817383,0.0516974131266276
A20361V1Y2GZ5X:1:B001LO9TS8,A20361V1Y2GZ5X,head,5,0.017289578914642334,0.008744049072265624
A2086ZWT3NFBWL:3:192978001X,A2086ZWT3NFBWL,head,4,0.04952073097229004,0.017893314361572266
A20LS0RITRHTAN:14:B000F8XF8Q,A20LS0RITRHTAN,tail,4,0.13250631093978882,0.03961658477783203
A21F2U5SP9FJC7:3:B000RGRN7K,A21F2U5SP9FJC7,tail,4,0.07891231775283813,0.036180734634399414
A21KFA4W0Z25YK:2:B000065AG7,A21KFA4W0Z25YK,tail,4,0.10492640733718872,0.03324079513549805
A22TXP0Y92PMPL:2:B0009K6K0A,A22TXP0Y92PMPL,tail,3,0.09419244527816772,0.0421899159749349
A234X1MVIMPMMC:1:B004ORWXFA,A234X1MVIMPMMC,head,4,0.22201430797576904,0.06414198875427246
A2380HQZW3LHP:2:B007BFVATW,A2380HQZW3LHP,tail,6,0.0624234676361084,0.020456393559773762
A23FK7VDY5PCJO:2:B003WMC6U0,A23FK7VDY5PCJO,head,3,0.020160675048828125,0.010268211364746094
A23HBTG96J8NBI:1:B000ETRENI,A23HBTG96J8NBI,head,5,0.010088205337524414,0.004483985900878906
A24M02Q8LG9DUZ:1:B001L6FZI4,A24M02Q8LG9DUZ,tail,3,0.015691280364990234,0.010158499081929525
A24RCBRDXRXR0Y:31:B006ROJQZS,A24RCBRDXRXR0Y,head,4,0.012573659420013428,0.005918741226196289
A24ZMNWTW8AQUR:9:B006O6FIE2,A24ZMNWTW8AQUR,tail,4,0.008151054382324219,0.003873586654663086
A251N5IFXCSBMF:5:B0038AJYSS,A251N5IFXCSBMF,head,3,0.03833872079849243,0.0144195556640625
A258RAXG68NJVR:1:B000EUHKUE,A258RAXG68NJVR,head,4,0.054165780544281006,0.01687455177307129
A25ND1VXTT9LF:3:1603801286,A25ND1VXTT9LF,tail,3,0.04839962720870972,0.0247189203898112
A2701UXI8QGRHE:6:B00CDGA6A8,A2701UXI8QGRHE,head,3,0.019079864025115967,0.008434295654296875
A2798JNM3K3U4Q:2:B00117QRJ4,A2798JNM3K3U4Q,tail,4,0.018945157527923584,0.008694291114807129
A27UGQK54EF3MJ:5:B00CBT7NIK,A27UGQK54EF3MJ,tail,3,0.09325730800628662,0.048497517903645836
A27UTP8HERIGPQ:1:B00139OH4C,A27UTP8HERIGPQ,tail,4,0.03825432062149048,0.0174407958984375
A289TP9PLLQVLQ:2:B000BNC9DM,A289TP9PLLQVLQ,head,3,0.031077265739440918,0.011863072713216146
A28GN62IWG0FZM:3:B000RXPU0U,A28GN62IWG0FZM,tail,5,0.021292567253112793,0.00930328369140625
A28OB1QLXN5BM6:5:B003I85V00,A28OB1QLXN5BM6,head,3,0.016280710697174072,0.007189432779947917
A28WXDXJA1P0MC:1:B0060Y271K,A28WXDXJA1P0MC,head,4,0.017514467239379883,0.007363438606262207
A298X3YMX4P5X9:1:B000096PNA,A298X3YMX4P5X9,tail,4,0.04229438304901123,0.01971721649169922
A29YKXBDYVR601:6:B0038APBDA,A29YKXBDYVR601,head,3,0.025751352310180664,0.010354359944661459
A2AEFJLAIDWRIR:10:B007Q0OMU6,A2AEFJLAIDWRIR,tail,3,0.005908668041229248,0.0020380020141601562
A2AUFQUXFTZXT5:2:B00138RVKK,A2AUFQUXFTZXT5,head,3,0.010890305042266846,0.0052140553792317705
A2AYJJAFNSGSU1:12:B000B8L48S,A2AYJJAFNSGSU1,head,3,0.008315622806549072,0.0032175381978352866
A2BRAVOAYRHDVR:5:B000DH333G,A2BRAVOAYRHDVR,head,3,0.036381423473358154,0.01428985595703125
A2BSA3NCW7E7GK:2:B004Q64MPI,A2BSA3NCW7E7GK,tail,4,0.0290144681930542,0.015326261520385742
A2BUPFYUOFL8WH:12:B002BY2BVE,A2BUPFYUOFL8WH,head,4,0.025712311267852783,0.009702920913696289
A2BVLSQDYFTTQ0:3:B00428LIYI,A2BVLSQDYFTTQ0,head,3,0.05273318290710449,0.023436864217122395
A2BW1M87B5WX6X:2:B0001Z5TGE,A2BW1M87B5WX6X,tail,3,0.03218185901641846,0.0160061518351237
A2BX9V59XFXHI8:2:B0042ESG38,A2BX9V59XFXHI8,tail,4,0.12491166591644287,0.05282032489776611
A2BZ16RKE13PKV:17:B0038ALXZ0,A2BZ16RKE13PKV,tail,4,0.014677047729492188,0.005467891693115234
A2D4FQHV506EPB:6:B0085CV2RU,A2D4FQHV506EPB,head,3,0.0034615397453308105,0.002105712890625
A2DC92H1JVC8K3:1:B001GFITE2,A2DC92H1JVC8K3,tail,3,0.04004669189453125,0.025534947713216145
A2EDRIENLRVMRR:4:1929780664,A2EDRIENLRVMRR,head,3,0.04225963354110718,0.021252950032552082
A2EGCMOTJ6OGAY:3:B004813L0S,A2EGCMOTJ6OGAY,head,3,0.051167190074920654,0.024986902872721355
A2FGNDZXA6YD4D:6:B000GL1DI6,A2FGNDZXA6YD4D,head,4,0.022777318954467773,0.01110696792602539
A2FU5T22SM513U:1:B001543YEY,A2FU5T22SM513U,head,3,0.032071053981781006,0.020041465759277344
