user,stratum,history_length,lp_current,lp_metadata_first_full,lp_metadata_first_minus_all_recovered,lp_metadata_first_minus_recovered_slice8,lp_metadata_first_minus_matched_visible_slice8,net_reallocation,recovered_all_contribution,residual_layout_effect,recovered_slice8_contribution,matched_visible_slice8_contribution
A2Q2J1CF4Y5JWE,tail_hit,3,-0.8847846984863281,-1.275783658027649,-1.0374343395233154,-1.301043152809143,-1.1964024305343628,-0.3909989595413208,-0.2383493185043335,-0.1526496410369873,0.02525949478149414,-0.07938122749328613
AVVJPCS9YX7PL,tail_hit,3,-0.5410181283950806,-1.1073157787322998,-1.0883934497833252,-1.1065160036087036,-1.1111104488372803,-0.5662976503372192,-0.01892232894897461,-0.5473753213882446,-0.0007997751235961914,0.0037946701049804688
A3A4G4GWWZU04J,tail_hit,6,-0.1691323071718216,-0.1488688737154007,-0.10571601241827011,-0.14248891174793243,-0.13847771286964417,0.0202634334564209,-0.043152861297130585,0.06341629475355148,-0.006379961967468262,-0.01039116084575653
A2MHLQ3X4OO6V4,tail_hit,3,-0.20993395149707794,-0.06132021173834801,-0.032992616295814514,-0.05466808006167412,-0.05581444874405861,0.14861373975872993,-0.028327595442533493,0.17694133520126343,-0.006652131676673889,-0.005505762994289398
A1NVH8VWFYT7WJ,tail_hit,4,-0.8240814208984375,-11.737065315246582,-10.705500602722168,-11.932195663452148,-11.608345031738281,-10.912983894348145,-1.031564712524414,-9.88141918182373,0.1951303482055664,-0.12872028350830078
AWFGKB5SCJAO2,tail_hit,11,-0.41861477494239807,-12.382378578186035,-12.756805419921875,-12.383837699890137,-12.470784187316895,-11.963763803243637,0.37442684173583984,-12.338190644979477,0.0014591217041015625,0.08840560913085938
ANSVJD1WOPIDH,tail_hit,3,-0.6486842036247253,-0.8963105082511902,-0.9352073073387146,-0.9062692523002625,-0.8939767479896545,-0.24762630462646484,0.038896799087524414,-0.28652310371398926,0.009958744049072266,-0.0023337602615356445
A1WH5J3AP5JR7H,tail_hit,11,-0.6883173584938049,-0.9136545062065125,-0.9999930262565613,-0.9244745373725891,-0.9272298216819763,-0.22533714771270752,0.08633852005004883,-0.31167566776275635,0.01082003116607666,0.013575315475463867
A2CWI8C6HJP3B7,tail_hit,5,-0.8564021587371826,-3.089359998703003,-3.5340194702148438,-3.1066410541534424,-3.077422618865967,-2.2329578399658203,0.4446594715118408,-2.677617311477661,0.017281055450439453,-0.011937379837036133
A2D5129GY6KDUP,tail_hit,6,-0.7628785967826843,-12.790886878967285,-12.60038948059082,-12.859457969665527,-12.957998275756836,-12.0280082821846,-0.19049739837646484,-11.837510883808136,0.06857109069824219,0.16711139678955078
A18R9VW929LL70,tail_hit,6,-1.1198878288269043,-1.7602500915527344,-1.5775409936904907,-1.6315383911132812,-1.7077019214630127,-0.6403622627258301,-0.18270909786224365,-0.4576531648635864,-0.12871170043945312,-0.05254817008972168
A3DAMIW77Z4NRT,tail_hit,9,-0.8091838359832764,-0.9709177017211914,-0.9478825330734253,-0.9960242509841919,-0.9743474721908569,-0.16173386573791504,-0.023035168647766113,-0.13869869709014893,0.02510654926300049,0.0034297704696655273
A3LNS2C7V8IFO4,tail_hit,3,-0.8510831594467163,-0.9794644713401794,-1.013759970664978,-0.9752264022827148,-0.9810390472412109,-0.12838131189346313,0.034295499324798584,-0.16267681121826172,-0.0042380690574646,0.0015745759010314941
A2L3J6A347GF9P,tail_hit,4,-0.8156537413597107,-13.054722785949707,-13.144553184509277,-13.017301559448242,-13.098119735717773,-12.239069044589996,0.08983039855957031,-12.328899443149567,-0.037421226501464844,0.043396949768066406
A1A1PYS58T6URZ,tail_hit,3,-0.2877015173435211,-1.013350248336792,-0.8782321214675903,-1.0202877521514893,-0.953421413898468,-0.7256487309932709,-0.13511812686920166,-0.5905306041240692,0.006937503814697266,-0.059928834438323975
A2GAH4918ULN,tail_hit,5,-0.4114378094673157,-1.6450647115707397,-1.482039451599121,-1.6512250900268555,-1.642237901687622,-1.233626902103424,-0.16302525997161865,-1.0706016421318054,0.006160378456115723,-0.0028268098831176758
A16JNH4I4FITJL,tail_hit,4,-0.41498661041259766,-2.100025177001953,-2.136502981185913,-2.0675549507141113,-2.078504800796509,-1.6850385665893555,0.03647780418395996,-1.7215163707733154,-0.0324702262878418,-0.021520376205444336
ARFL1FELT6VKZ,tail_hit,4,-0.07703518122434616,-2.7751686573028564,-2.969975233078003,-2.786285638809204,-2.103447198867798,-2.6981334760785103,0.19480657577514648,-2.8929400518536568,0.011116981506347656,-0.6717214584350586
A19XAL6OXGM67A,tail_hit,10,-0.7888651490211487,-1.0740264654159546,-1.099115252494812,-1.0528050661087036,-1.0870875120162964,-0.2851613163948059,0.025088787078857422,-0.31025010347366333,-0.021221399307250977,0.013061046600341797
A386QZ3Y4COV95,tail_hit,9,-0.17325688898563385,-9.860993385314941,-10.4396390914917,-9.824992179870605,-9.849770545959473,-9.687736496329308,0.5786457061767578,-10.266382202506065,-0.03600120544433594,-0.01122283935546875
A336FE20YZZL3A,tail_hit,20,-0.7644059062004089,-0.5296949744224548,-0.743306040763855,-0.6279114484786987,-0.5243055820465088,0.2347109317779541,0.21361106634140015,0.021099865436553955,0.0982164740562439,-0.005389392375946045
A3T0RQ4M0AHQBO,tail_hit,5,-0.9347534775733948,-1.2536710500717163,-0.8406617045402527,-1.2617303133010864,-1.2213516235351562,-0.31891757249832153,-0.4130093455314636,0.09409177303314209,0.008059263229370117,-0.03231942653656006
A2W60HPT6ZHA60,tail_hit,4,-0.8953809142112732,-2.981393814086914,-2.9639899730682373,-2.9969961643218994,-2.962888240814209,-2.086012899875641,-0.017403841018676758,-2.068609058856964,0.015602350234985352,-0.018505573272705078
AW1YCQHPVSF6H,tail_hit,4,-0.683319628238678,-0.6486677527427673,-1.0149129629135132,-0.7681470513343811,-0.6756355166435242,0.034651875495910645,0.36624521017074585,-0.3315933346748352,0.11947929859161377,0.026967763900756836
A1S9UUQZ00LEXB,tail_hit,3,-0.18105283379554749,-0.1968729943037033,-0.19722482562065125,-0.18693295121192932,-0.17956839501857758,-0.015820160508155823,0.000351831316947937,-0.01617199182510376,-0.009940043091773987,-0.017304599285125732
A37J1Y5BQ56YKV,tail_hit,4,-0.6045340299606323,-1.3876491785049438,-1.531852126121521,-1.4664390087127686,-1.3645962476730347,-0.7831151485443115,0.14420294761657715,-0.9273180961608887,0.07878983020782471,-0.02305293083190918
A2D47Q6Y5N3YOQ,tail_hit,20,-0.14979515969753265,-0.14045031368732452,-0.05854124575853348,-0.1663987934589386,-0.120249442756176,0.00934484601020813,-0.08190906792879105,0.09125391393899918,0.025948479771614075,-0.02020087093114853
AN42BIYOEOFLB,tail_hit,3,-0.6564427614212036,-0.8263742327690125,-0.7712615132331848,-0.8002590537071228,-0.8467327952384949,-0.16993147134780884,-0.05511271953582764,-0.1148187518119812,-0.02611517906188965,0.020358562469482422
A308LS0HLN94C8,tail_hit,3,-0.8826281428337097,-1.8793877363204956,-1.304854154586792,-1.8285751342773438,-1.9136511087417603,-0.9967595934867859,-0.5745335817337036,-0.4222260117530823,-0.050812602043151855,0.03426337242126465
A1MY0JMN3D5HVH,tail_hit,3,-0.8663615584373474,-1.2455779314041138,-1.2919102907180786,-1.2417296171188354,-1.2504889965057373,-0.37921637296676636,0.046332359313964844,-0.4255487322807312,-0.0038483142852783203,0.004911065101623535
A20G85ZDLWFJ87,tail_hit,3,-0.2533373534679413,-10.605720520019531,-10.519607543945312,-10.474682807922363,-10.539108276367188,-10.35238316655159,-0.08611297607421875,-10.266270190477371,-0.13103771209716797,-0.06661224365234375
