dataset,model,split,n,prevalence,auroc,auprc,auprc_lift,brier,ece
Toys,C1_logistic,calibration,3789,0.14990762734230667,0.5933831020897193,0.21821727232757807,1.4556782479739319,0.12357568551311336,8.131087076629215e-18
Toys,C1_logistic,validation,19412,0.10426540284360189,0.5985337214070674,0.15460980206598843,1.4828485561783435,0.09452886308555473,0.049967004221429655
Toys,C2_hist_gradient_boosting,calibration,3789,0.14990762734230667,0.6212684364491826,0.2345760374264945,1.5648038834665277,0.12265311969812297,2.398670687605618e-17
Toys,C2_hist_gradient_boosting,validation,19412,0.10426540284360189,0.6133495335704693,0.17983869623225407,1.7248165865911642,0.09275810003205395,0.0465723776895296
Beauty,C1_logistic,calibration,4362,0.2248968363136176,0.6304714147326262,0.346234033685857,1.5395238072759514,0.1645434857230221,5.790365385195395e-18
Beauty,C1_logistic,validation,22363,0.08836023789294817,0.7070458639495796,0.2544036079363678,2.8791639090490855,0.08847891304297659,0.1223202013380368
Beauty,C2_hist_gradient_boosting,calibration,4362,0.2248968363136176,0.6331057619165203,0.3593831102752929,1.5979909551690394,0.16339488647684278,2.1697962597270657e-17
Beauty,C2_hist_gradient_boosting,validation,22363,0.08836023789294817,0.7064000358250049,0.26907487552476517,3.04520315858316,0.08805025411833094,0.12345909040440245
